DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R
'058909,38,19,74,-1,-1,-1,-1,-1,-1,.,.,.,61,30,86,88,38,100,56,27,79,59,26,87,51,21,79,88,38,100,27,15,73,63,32,85,35,15,71,46,23,63,68,36,90,65,31,88,52,27,81,-1,-1,-1
'059901,34,15,68,27,0,62,92,85,100,.,.,.,38,14,71,48,12,72,35,13,69,39,13,74,35,12,70,50,0,88,23,9,57,37,14,68,26,7,60,14,5,35,58,26,83,39,14,72,34,14,66,19,6,60
'059902,39,11,89,.,.,.,.,.,.,.,.,.,42,11,87,.,.,.,33,7,80,46,7,88,41,9,85,.,.,.,25,6,81,37,15,85,26,10,77,16,8,60,48,20,96,41,11,89,44,9,83,-1,-1,-1
'060902,41,27,78,47,25,70,71,57,100,-1,-1,-1,46,19,75,27,6,51,38,16,68,45,19,75,44,19,74,43,7,93,38,14,71,46,19,74,20,7,53,28,7,47,48,20,78,49,21,78,40,14,68,29,19,38
'060914,86,86,100,50,0,70,.,.,.,.,.,.,34,12,61,22,10,43,35,11,60,35,15,61,23,23,62,.,.,.,.,.,.,33,10,61,15,4,42,26,14,37,41,14,72,35,13,63,31,11,59,0,0,25
'061802,21,7,59,15,5,30,-1,-1,-1,-1,-1,-1,28,9,65,34,12,65,27,8,64,28,10,66,25,7,63,-1,-1,-1,18,5,55,27,8,65,24,5,62,7,2,24,32,10,81,31,10,72,26,8,62,40,20,60
'061804,53,30,84,68,35,94,82,57,97,.,.,.,66,35,91,57,27,88,46,21,78,66,36,91,56,25,85,69,38,100,30,12,75,65,34,90,30,7,71,39,18,62,63,29,92,73,43,95,61,30,88,49,23,84
'061805,30,22,54,59,36,93,73,47,92,71,14,100,59,34,86,18,5,57,79,30,97,61,36,88,51,26,76,-1,-1,-1,7,0,37,58,31,84,21,5,56,15,7,41,63,36,90,58,36,91,60,34,86,46,23,88
'061901,36,13,69,52,28,81,74,47,92,61,29,82,54,26,81,40,15,71,39,15,71,57,28,84,43,18,75,50,20,78,28,10,64,51,24,78,29,9,65,22,8,46,65,34,88,56,28,82,48,21,77,50,22,80
'061902,36,14,68,64,33,87,79,51,93,44,26,75,60,30,84,38,14,70,38,14,70,62,32,86,44,18,74,56,31,81,26,9,60,58,29,82,31,9,66,29,11,55,71,37,91,62,32,85,52,25,79,60,30,86
'061903,28,11,69,42,23,72,80,60,100,-1,-1,-1,45,18,78,44,26,72,36,14,72,48,20,82,37,14,73,26,4,70,21,9,62,43,17,75,29,8,67,30,13,49,55,22,83,48,20,81,39,15,70,34,11,77
'061905,27,10,61,38,13,82,80,50,100,-1,-1,-1,48,21,77,30,20,61,35,14,67,49,21,78,37,15,68,41,9,73,17,5,51,47,20,76,25,5,61,17,4,43,55,24,82,48,20,77,48,22,76,47,21,74
'061906,30,11,70,48,13,83,79,42,95,.,.,.,49,22,80,32,9,76,34,13,70,48,22,81,38,16,75,42,19,65,23,6,65,51,22,79,23,8,62,18,7,40,55,25,83,53,25,82,45,18,77,42,9,71
'061907,47,16,76,56,26,83,89,58,100,-1,-1,-1,58,27,86,35,14,69,43,17,76,60,26,88,49,20,80,71,40,89,25,6,62,57,28,84,30,8,67,27,8,54,63,30,89,62,30,88,51,23,82,50,31,88
'061908,33,13,66,59,19,83,51,38,76,-1,-1,-1,50,22,79,31,10,72,39,15,71,53,23,82,39,15,71,42,15,85,20,7,53,47,21,75,20,5,55,21,6,43,56,25,82,53,24,81,44,18,73,45,23,74
'061910,48,24,78,77,47,95,79,49,96,-1,-1,-1,72,38,93,66,39,89,50,20,81,74,39,94,65,31,89,74,48,91,35,16,68,71,37,92,39,11,77,41,19,74,73,38,93,74,40,93,70,35,93,75,44,91
'061911,44,20,74,70,42,92,78,51,93,69,33,87,63,34,87,50,22,80,45,19,76,66,36,89,53,25,81,54,29,84,28,10,62,61,32,85,31,9,67,25,8,52,68,37,89,66,36,88,58,29,84,60,30,88
'061912,31,11,68,57,28,84,74,50,92,100,70,100,52,23,82,36,12,72,41,16,74,54,24,84,43,15,75,48,20,76,19,5,58,51,22,79,22,6,59,19,6,46,59,27,86,55,24,83,47,20,79,46,15,82
'061914,33,13,68,56,27,85,72,46,89,49,16,81,48,21,78,39,16,72,38,14,71,51,23,82,40,15,74,61,24,83,23,7,59,44,19,75,26,6,64,19,7,44,57,28,84,50,22,80,43,19,74,38,16,75
'062901,28,9,70,49,18,81,92,50,100,-1,-1,-1,44,16,79,26,7,65,33,10,73,45,17,82,35,12,76,0,0,50,28,9,70,42,16,77,19,5,62,23,9,44,60,24,88,42,15,78,48,19,81,49,23,83
'062902,.,.,.,.,.,.,.,.,.,.,.,.,40,15,69,56,0,100,39,13,66,46,15,73,31,12,63,.,.,.,.,.,.,33,15,65,15,2,50,21,7,29,47,19,72,39,16,70,42,8,61,-1,-1,-1
'062903,32,12,70,41,9,62,67,33,100,.,.,.,40,15,73,27,7,57,36,13,70,43,16,77,37,13,71,-1,-1,-1,23,6,63,38,15,70,22,6,55,23,7,42,54,25,84,39,15,73,44,16,76,58,42,79
'062904,32,5,59,.,.,.,.,.,.,.,.,.,33,11,66,20,5,40,24,7,56,37,14,72,23,6,56,.,.,.,32,5,58,30,9,62,15,2,45,10,3,25,46,18,79,34,11,68,32,13,62,5,0,33
'062905,20,0,80,50,0,50,.,.,.,.,.,.,50,22,84,.,.,.,46,18,85,53,22,86,45,22,86,.,.,.,18,0,73,48,22,82,20,0,73,13,13,50,55,24,85,55,28,90,44,13,74,62,38,77
'062906,.,.,.,.,.,.,.,.,.,.,.,.,57,26,86,45,0,82,45,16,80,59,28,84,32,11,66,.,.,.,.,.,.,55,23,88,24,0,64,9,0,45,65,32,92,65,35,88,49,17,84,-1,-1,-1
'063903,.,.,.,0,0,50,.,.,.,.,.,.,44,18,74,82,9,91,33,10,65,43,21,72,35,13,67,.,.,.,.,.,.,45,15,76,22,4,60,17,12,39,53,23,82,51,20,80,29,12,62,17,17,67
'063906,.,.,.,.,.,.,.,.,.,.,.,.,46,19,78,50,50,100,45,18,79,36,18,73,39,15,75,.,.,.,.,.,.,55,20,82,0,0,43,13,4,58,53,21,79,48,21,81,42,17,72,73,9,82
'064903,37,16,67,39,22,72,100,57,100,.,.,.,38,14,69,56,11,83,32,11,64,40,15,73,36,13,68,.,.,.,25,9,56,35,13,64,24,6,57,18,4,37,70,35,86,38,14,69,35,14,69,21,13,54
'065901,.,.,.,43,5,76,.,.,.,-1,-1,-1,54,21,84,26,5,70,43,16,81,53,17,83,53,19,84,-1,-1,-1,.,.,.,54,26,86,35,8,72,18,5,45,59,25,87,57,24,86,43,12,80,38,13,75
'065902,25,25,63,.,.,.,-1,-1,-1,.,.,.,60,32,87,0,0,20,55,31,84,64,33,90,46,26,79,.,.,.,25,25,63,57,30,84,35,14,67,14,5,43,66,34,91,54,24,79,67,39,95,71,14,86
'066005,25,19,75,.,.,.,.,.,.,.,.,.,21,13,71,.,.,.,21,13,71,33,22,78,21,13,71,.,.,.,25,19,75,13,7,67,23,14,77,-1,-1,-1,.,.,.,25,15,80,-1,-1,-1,-1,-1,-1
'066901,16,3,62,.,.,.,.,.,.,.,.,.,33,13,71,.,.,.,31,12,69,29,12,71,33,13,71,.,.,.,7,0,52,37,14,71,16,5,56,27,3,39,-1,-1,-1,36,13,71,23,10,71,-1,-1,-1
'066902,11,0,41,.,.,.,.,.,.,.,.,.,31,10,62,-1,-1,-1,26,8,58,35,11,67,31,10,62,.,.,.,12,0,31,28,10,57,13,3,44,16,7,32,29,17,63,31,10,62,29,11,61,19,6,42
'066903,35,10,70,0,0,0,80,80,100,.,.,.,34,10,71,-1,-1,-1,29,8,67,37,10,76,33,10,70,-1,-1,-1,21,5,60,31,11,66,19,3,60,21,8,51,48,18,84,33,10,69,44,13,81,32,9,36
'067902,37,27,70,63,22,89,89,56,100,.,.,.,58,27,85,23,9,50,48,20,78,60,27,86,54,22,82,73,27,73,0,0,33,56,27,85,34,14,72,19,9,38,59,28,87,62,29,89,47,21,75,63,32,92
'067903,33,15,61,50,25,69,74,47,95,.,.,.,49,21,80,5,0,70,41,15,74,52,23,84,42,16,75,.,.,.,12,5,48,47,20,76,25,7,65,19,6,42,53,24,82,51,22,82,44,19,74,36,14,69
'067904,19,6,71,58,33,92,.,.,.,.,.,.,35,12,68,-1,-1,-1,32,12,62,37,13,75,38,11,70,.,.,.,19,6,71,34,11,61,19,3,54,19,1,35,32,12,65,37,13,69,29,10,62,33,14,67
'067907,0,0,38,-1,-1,-1,-1,-1,-1,.,.,.,32,11,65,10,0,70,29,10,64,34,13,72,32,8,64,0,0,80,0,0,44,30,9,58,19,5,54,28,14,54,33,12,64,33,11,64,30,10,65,34,10,76
'067908,30,10,75,-1,-1,-1,-1,-1,-1,.,.,.,40,15,80,-1,-1,-1,36,16,80,41,20,82,32,14,78,.,.,.,22,6,72,37,8,78,21,7,69,19,13,38,43,15,81,52,19,86,28,11,74,10,0,70
'068802,50,25,63,47,12,88,100,86,100,.,.,.,53,25,85,37,8,76,49,23,81,53,26,85,52,24,83,86,43,93,-1,-1,-1,53,24,84,24,6,69,18,7,53,54,25,86,54,25,86,51,23,82,65,37,95
'068803,24,5,68,60,40,87,93,67,100,-1,-1,-1,47,20,79,73,45,100,39,12,75,50,20,82,43,15,78,33,0,100,19,6,65,44,19,77,16,4,56,16,6,46,48,22,79,53,26,83,43,16,78,20,4,82
'068901,25,9,57,46,22,73,62,36,88,30,7,63,32,12,63,21,7,52,26,9,58,34,12,67,30,10,62,39,13,62,20,7,51,30,11,60,19,5,51,15,5,30,41,18,71,32,12,64,31,12,62,24,10,58
'069901,17,0,30,.,.,.,.,.,.,.,.,.,28,10,58,.,.,.,20,6,52,35,12,69,20,3,51,.,.,.,26,0,42,22,9,50,15,2,45,15,4,32,51,29,78,27,9,56,31,13,64,44,33,56
'069902,17,0,67,27,9,91,.,.,.,.,.,.,46,19,77,-1,-1,-1,43,19,73,47,23,78,40,14,70,.,.,.,17,0,67,46,15,76,24,7,60,28,13,54,52,24,82,48,20,77,41,17,78,17,0,50
'070801,19,5,51,25,0,58,.,.,.,.,.,.,21,6,52,18,4,49,21,5,52,23,6,56,21,6,53,17,0,50,16,4,48,19,6,49,16,3,47,4,1,12,38,19,68,23,6,55,18,5,49,0,0,17
'070901,10,3,57,0,0,0,.,.,.,.,.,.,39,17,72,0,0,0,32,13,63,42,20,78,31,12,66,.,.,.,5,0,55,34,13,63,19,6,51,14,4,43,46,21,79,41,20,74,32,10,66,10,5,45
'070903,33,13,69,46,19,71,50,34,88,46,11,79,44,19,75,29,11,60,38,15,71,47,20,79,41,15,74,73,45,91,19,5,55,42,17,72,21,5,57,16,4,38,57,29,84,45,19,76,42,17,71,35,13,79
'070905,28,9,66,43,16,78,73,13,87,-1,-1,-1,36,13,71,23,4,65,33,12,69,37,14,72,36,13,71,29,7,71,21,7,60,34,13,69,26,7,64,14,3,33,39,17,72,37,14,72,33,12,67,38,15,80
'070907,28,7,66,44,15,78,.,.,.,.,.,.,42,17,76,16,2,56,36,13,73,46,19,81,39,14,76,-1,-1,-1,26,7,61,39,15,71,27,7,68,22,6,45,51,24,81,43,17,78,42,17,72,30,20,60
'070908,37,14,71,57,29,84,70,36,86,0,0,17,57,27,84,46,16,80,42,16,74,60,28,87,49,20,79,58,22,84,24,9,62,55,27,82,31,9,68,23,8,50,62,31,87,59,29,85,54,25,83,59,28,85
'070909,18,5,55,36,16,77,.,.,.,.,.,.,25,8,64,14,2,52,19,5,58,31,12,70,23,8,61,.,.,.,16,5,55,19,6,58,18,4,55,5,0,36,26,10,66,25,8,66,25,8,58,-1,-1,-1
'070910,37,13,71,46,14,77,38,13,88,.,.,.,54,24,84,50,17,85,45,17,77,55,25,87,48,18,79,-1,-1,-1,32,8,66,53,23,81,33,7,63,34,12,53,60,30,88,56,25,85,49,21,79,25,3,72
'070911,32,12,65,61,33,86,60,32,86,67,11,89,50,23,79,44,17,75,42,16,74,53,25,82,46,20,78,59,28,87,29,10,64,47,21,75,26,8,63,19,6,40,57,29,81,52,24,79,46,19,77,47,21,80
'070912,38,14,72,57,26,85,82,50,93,48,28,83,52,23,81,34,11,68,41,15,74,55,25,83,48,20,79,55,33,80,29,10,65,49,22,78,31,9,68,22,8,48,59,29,85,53,24,82,48,20,77,56,23,86
'070915,19,4,55,54,25,75,67,56,78,-1,-1,-1,47,20,77,37,7,74,33,13,65,52,20,84,34,11,66,.,.,.,16,3,51,43,19,71,13,2,52,11,6,35,50,22,80,50,22,79,41,15,72,21,8,57
'071801,48,23,79,91,64,100,63,25,81,.,.,.,54,27,84,47,22,75,50,22,82,56,28,87,53,26,84,-1,-1,-1,42,19,74,53,27,82,43,17,78,14,8,45,64,39,86,58,31,89,50,22,79,39,16,78
'071803,25,5,63,.,.,.,.,.,.,.,.,.,37,8,72,.,.,.,36,9,71,41,9,74,37,8,72,.,.,.,25,5,63,34,8,70,34,7,70,25,4,58,.,.,.,.,.,.,37,8,72,-1,-1,-1
'071804,10,0,52,.,.,.,.,.,.,.,.,.,33,6,73,.,.,.,28,4,70,34,7,79,31,6,72,.,.,.,9,0,52,32,5,68,29,4,73,19,0,69,60,20,93,.,.,.,33,6,73,27,13,40
'071806,43,17,77,49,24,79,76,38,98,-1,-1,-1,51,24,81,45,19,79,47,20,79,53,25,83,51,24,81,44,17,72,32,11,70,50,23,80,35,12,71,23,9,48,56,28,85,54,27,83,49,21,80,43,19,76
'071807,22,6,59,.,.,.,.,.,.,.,.,.,25,7,60,.,.,.,23,6,59,27,6,58,25,7,61,.,.,.,21,6,58,21,10,63,21,6,58,9,9,27,-1,-1,-1,28,8,67,19,7,48,8,8,25
'071809,60,32,89,-1,-1,-1,-1,-1,-1,.,.,.,63,36,89,89,44,100,58,29,86,67,39,90,62,37,88,.,.,.,60,32,89,60,34,88,52,21,89,29,13,68,74,26,89,69,43,92,53,25,84,29,8,63
'071810,35,13,70,.,.,.,.,.,.,.,.,.,43,18,76,-1,-1,-1,42,18,75,38,13,74,43,18,76,.,.,.,28,8,63,47,21,77,38,14,69,18,4,51,-1,-1,-1,.,.,.,43,18,76,18,4,62
'071901,32,12,67,46,27,82,64,64,73,-1,-1,-1,42,17,74,54,18,79,40,16,73,45,17,78,42,17,74,33,13,69,22,8,56,40,17,71,26,8,63,17,5,36,49,22,80,44,18,76,36,13,70,36,16,72
'071902,34,13,67,64,34,85,76,51,92,58,29,86,47,21,77,46,20,78,40,15,72,49,22,79,45,19,75,44,19,78,28,10,61,46,20,75,30,9,65,21,7,45,65,35,87,48,21,78,45,20,74,44,19,80
'071903,38,14,72,.,.,.,.,.,.,.,.,.,46,18,77,.,.,.,43,16,76,48,19,80,45,17,77,.,.,.,33,11,69,44,17,75,34,10,70,20,5,52,75,42,92,46,18,78,44,16,74,27,7,73
'071904,34,12,71,.,.,.,.,.,.,.,.,.,41,16,75,-1,-1,-1,39,15,74,44,17,79,41,15,75,.,.,.,28,9,66,38,14,71,31,9,68,20,8,46,64,36,86,42,16,76,36,13,71,29,8,55
'071905,43,18,77,54,28,90,68,42,87,59,31,85,53,23,82,48,20,81,48,20,80,55,24,85,52,23,82,48,21,81,34,13,70,50,22,80,35,11,72,30,13,58,64,33,88,54,24,84,47,20,78,50,20,82
'071906,34,8,76,40,20,60,.,.,.,.,.,.,46,16,80,100,20,100,46,16,80,49,16,82,45,16,81,.,.,.,28,6,72,43,16,79,30,6,72,22,5,49,42,13,71,46,17,81,44,13,78,41,18,82
'071907,38,16,71,79,42,87,83,61,94,-1,-1,-1,50,23,79,62,29,93,43,18,75,53,24,83,49,22,79,11,0,22,31,12,65,47,21,76,31,10,67,21,6,43,68,39,88,50,22,80,50,23,78,38,15,73
'071908,23,7,58,.,.,.,.,.,.,.,.,.,31,11,66,.,.,.,30,10,65,32,10,66,31,11,66,.,.,.,18,5,52,30,11,66,20,5,57,21,11,44,.,.,.,33,12,69,21,5,49,13,0,63
'071909,41,16,76,62,28,89,81,51,94,62,26,86,54,24,84,54,25,85,50,21,82,57,25,86,53,23,83,43,22,70,31,11,68,52,22,81,33,10,71,26,9,54,63,34,87,56,25,85,49,20,80,48,20,84
'072801,32,7,66,44,4,67,62,19,90,18,4,51,38,9,70,29,5,64,38,9,70,40,8,74,36,9,68,39,7,86,31,8,66,36,10,65,35,8,68,16,4,43,47,12,77,28,8,66,39,9,70,30,8,62
'072802,0,0,20,.,.,.,-1,-1,-1,.,.,.,23,8,56,.,.,.,23,9,59,25,5,64,9,0,41,.,.,.,-1,-1,-1,19,11,47,22,7,53,-1,-1,-1,30,14,66,20,0,80,23,8,55,-1,-1,-1
'072901,15,1,43,-1,-1,-1,.,.,.,.,.,.,35,13,75,.,.,.,34,11,72,45,18,85,26,8,59,.,.,.,13,2,37,26,8,65,13,2,37,22,0,22,42,18,91,36,9,65,34,15,81,0,0,55
'072902,48,19,86,58,25,83,67,67,100,.,.,.,56,25,88,27,18,91,52,22,87,56,25,90,52,20,87,-1,-1,-1,44,14,84,57,25,86,38,11,80,40,16,70,64,34,90,55,24,89,59,27,86,39,16,94
'072903,33,11,68,60,32,83,77,49,92,.,.,.,54,25,83,29,13,57,40,15,73,56,25,84,41,15,74,38,14,81,25,9,60,52,25,81,27,7,65,25,11,47,62,31,88,55,27,83,50,21,80,42,18,72
'072904,0,0,20,.,.,.,.,.,.,.,.,.,42,18,74,-1,-1,-1,33,12,71,41,20,72,59,41,82,-1,-1,-1,0,0,0,42,16,76,20,2,63,50,0,70,40,17,73,53,25,78,36,15,72,69,38,77
'072908,40,13,80,50,50,50,-1,-1,-1,.,.,.,59,25,93,.,.,.,55,21,91,57,23,91,45,8,89,57,14,100,20,0,60,63,28,95,37,7,81,50,23,91,63,28,94,59,22,92,60,30,94,-1,-1,-1
'072909,36,11,75,.,.,.,.,.,.,.,.,.,49,19,83,.,.,.,39,11,77,56,27,87,40,15,80,.,.,.,34,10,67,44,12,79,37,8,74,25,7,61,59,23,86,50,17,83,49,24,81,38,13,63
'072910,-1,-1,-1,.,.,.,.,.,.,.,.,.,46,21,83,.,.,.,28,10,73,50,20,84,33,17,70,.,.,.,.,.,.,40,22,81,14,1,60,20,20,27,50,22,87,40,15,79,60,34,92,.,.,.
'073901,23,4,69,24,0,94,-1,-1,-1,-1,-1,-1,40,13,78,44,17,82,37,12,76,47,16,82,34,8,74,.,.,.,13,2,57,34,10,74,21,5,65,13,5,47,56,26,84,40,13,78,39,13,78,50,10,70
'073903,17,5,41,7,7,47,80,20,100,-1,-1,-1,19,6,45,17,7,43,19,6,45,23,7,53,21,6,48,-1,-1,-1,12,2,35,16,6,40,11,2,35,20,9,30,28,5,51,18,7,43,23,5,52,16,5,35
'073904,.,.,.,71,57,100,.,.,.,.,.,.,58,28,88,-1,-1,-1,41,20,84,68,39,92,33,13,83,-1,-1,-1,.,.,.,50,19,85,24,3,70,26,6,58,62,29,89,56,25,88,68,43,88,63,25,88
'073905,31,10,60,33,4,73,.,.,.,.,.,.,36,10,69,32,13,69,33,9,66,41,12,76,43,13,74,.,.,.,10,5,41,32,9,63,22,3,56,17,2,35,32,8,65,38,12,70,31,7,66,18,6,71
'074903,21,6,57,38,13,76,83,50,100,.,.,.,38,15,71,27,8,64,32,11,67,40,14,75,29,11,64,44,24,68,18,6,53,35,15,68,16,5,55,25,10,46,43,18,76,38,15,73,36,13,68,41,25,66
'074904,56,17,89,75,25,94,-1,-1,-1,.,.,.,61,26,90,.,.,.,56,22,86,62,26,91,57,21,91,-1,-1,-1,30,10,80,59,26,89,37,7,76,27,8,53,61,27,90,62,27,90,56,21,90,50,20,90
'074905,-1,-1,-1,0,0,17,67,33,83,.,.,.,37,14,71,38,13,88,31,10,68,42,15,69,13,0,54,.,.,.,-1,-1,-1,33,14,72,22,5,61,16,4,38,40,15,73,38,14,71,37,15,71,29,6,71
'074907,24,9,58,19,6,56,.,.,.,.,.,.,46,17,76,35,10,64,36,11,69,48,18,78,38,13,68,-1,-1,-1,12,4,48,44,16,74,21,4,57,13,4,37,52,20,82,48,17,77,41,16,72,38,6,63
'074909,13,4,49,54,20,75,.,.,.,-1,-1,-1,40,15,72,0,0,29,32,10,66,43,16,77,37,14,70,22,0,56,13,4,47,37,14,68,20,4,57,10,4,31,41,15,74,43,16,75,34,14,67,52,23,84
'074911,28,16,68,64,36,80,-1,-1,-1,.,.,.,50,21,85,17,0,83,43,17,79,54,25,89,40,16,77,17,0,67,8,0,62,47,17,82,32,8,72,20,11,46,52,21,87,52,22,85,47,19,86,44,13,69
'074912,41,12,71,18,9,41,.,.,.,.,.,.,46,17,79,38,0,63,37,11,69,47,16,81,40,14,73,-1,-1,-1,39,11,69,46,19,77,22,5,59,11,3,39,49,19,82,48,18,79,44,16,78,53,16,89
'074917,29,11,66,71,57,91,-1,-1,-1,.,.,.,54,25,85,-1,-1,-1,43,17,81,56,28,87,54,28,83,.,.,.,29,11,66,53,21,83,23,5,66,29,2,57,53,23,85,57,25,85,48,25,86,49,26,83
'075901,41,13,80,50,0,92,-1,-1,-1,.,.,.,65,32,91,59,17,93,55,23,87,65,32,91,58,25,89,.,.,.,14,8,53,65,33,91,38,12,76,28,12,63,75,46,94,67,35,92,59,26,88,57,21,79
'075902,25,8,58,35,17,59,75,13,88,.,.,.,50,22,78,38,7,69,39,14,70,53,24,82,37,14,70,80,40,100,19,6,52,47,19,75,22,6,59,22,5,43,62,30,87,49,21,78,52,22,81,32,9,70
'075903,24,7,64,47,31,75,50,20,100,.,.,.,41,17,71,19,6,48,30,10,65,41,18,72,36,11,69,43,14,100,15,4,51,41,15,71,16,4,51,11,3,31,56,27,83,41,16,73,40,18,66,11,0,44
'075906,10,0,87,60,0,100,-1,-1,-1,.,.,.,55,27,89,27,9,55,41,16,84,62,30,92,22,10,81,.,.,.,7,0,79,49,25,86,28,4,80,10,0,57,63,32,91,55,30,90,56,20,86,36,18,95
'075908,45,16,72,69,54,100,.,.,.,.,.,.,59,27,85,0,0,47,46,19,77,63,30,89,48,21,72,-1,-1,-1,10,3,40,53,22,81,20,3,62,15,9,38,65,29,91,59,28,85,58,22,86,25,0,75
'076903,11,0,70,29,0,100,.,.,.,.,.,.,44,19,78,50,17,100,34,15,74,46,21,80,27,9,69,.,.,.,12,0,68,42,16,76,32,6,68,30,5,48,52,24,81,49,21,80,37,15,74,40,20,80
'076904,33,21,58,30,9,70,.,.,.,.,.,.,46,19,80,43,21,71,45,20,79,46,16,82,42,17,75,-1,-1,-1,0,0,18,46,22,78,27,4,55,36,13,53,53,24,87,46,21,79,45,17,81,-1,-1,-1
'077901,29,5,58,27,9,55,.,.,.,.,.,.,38,14,72,27,19,51,33,10,67,38,14,72,34,11,70,.,.,.,23,3,52,38,14,71,24,6,61,10,0,27,58,29,83,40,15,73,31,11,67,55,27,64
'077902,13,2,54,-1,-1,-1,-1,-1,-1,-1,-1,-1,33,10,70,46,0,62,28,7,67,36,11,77,29,7,69,.,.,.,14,2,51,30,8,64,18,3,61,8,2,34,48,24,79,35,9,72,26,10,66,14,0,57
'078901,0,0,60,40,10,50,83,33,100,.,.,.,37,12,74,17,0,83,33,10,70,35,12,75,30,10,64,.,.,.,0,0,60,40,11,74,28,9,67,37,19,53,43,13,84,39,15,75,34,6,73,31,8,100
'079901,50,24,79,71,43,92,82,57,96,71,40,87,60,32,85,55,26,83,47,20,77,62,34,87,50,22,79,60,35,86,37,16,71,58,30,82,36,13,71,25,9,51,74,45,92,61,33,86,57,29,83,58,29,86
'079906,41,13,81,58,29,93,71,57,100,.,.,.,57,25,87,33,11,75,46,16,82,58,25,88,49,17,84,46,15,62,24,10,67,55,26,86,34,9,75,20,7,55,66,34,91,58,26,88,52,23,85,43,25,81
'079907,50,26,78,67,39,88,81,57,95,58,33,84,59,33,83,45,18,75,42,18,73,62,35,86,45,19,75,56,27,81,28,11,63,57,31,81,35,13,69,26,9,47,73,43,91,63,36,85,51,26,78,51,28,80
'079910,38,16,71,59,33,88,66,40,91,45,27,82,43,18,75,41,16,75,39,15,72,47,20,80,40,17,73,50,27,82,31,12,66,39,16,71,27,8,64,15,4,41,48,20,77,46,20,77,38,15,72,27,17,70
'080901,33,10,69,50,15,80,52,19,81,.,.,.,47,18,78,26,6,67,41,14,73,50,20,82,41,13,77,36,21,86,30,8,62,43,16,74,28,6,65,18,4,35,51,21,79,48,19,79,42,14,72,41,18,74
'081902,28,8,66,59,26,81,73,53,95,57,29,86,49,22,80,36,11,68,40,14,73,50,23,83,42,15,76,13,7,53,13,3,43,48,21,78,27,7,61,19,4,38,55,26,84,51,22,83,43,19,71,25,19,69
'081904,28,9,71,59,24,88,40,20,60,.,.,.,49,21,80,33,12,69,45,18,78,52,23,84,45,16,80,.,.,.,24,9,68,46,18,77,28,8,66,31,15,53,54,25,82,49,20,81,49,23,78,31,8,78
'081905,19,8,65,67,11,89,.,.,.,.,.,.,41,18,75,31,11,71,32,12,67,44,19,78,29,10,72,-1,-1,-1,21,8,67,39,17,73,19,6,58,18,3,37,46,21,76,42,18,76,41,16,73,11,0,67
'081906,29,14,29,46,15,92,.,.,.,.,.,.,29,11,67,36,18,55,24,5,57,36,12,72,19,10,43,.,.,.,0,0,0,23,9,62,14,3,51,0,0,12,29,10,69,34,10,68,24,12,65,33,17,50
'082902,31,8,59,-1,-1,-1,-1,-1,-1,.,.,.,34,13,65,-1,-1,-1,30,11,62,35,12,71,31,11,64,.,.,.,32,8,61,33,14,60,20,5,54,16,10,35,56,26,82,31,11,64,42,18,69,37,21,53
'082903,23,8,55,.,.,.,67,22,100,-1,-1,-1,30,11,62,33,0,75,28,10,59,32,10,65,29,10,61,-1,-1,-1,18,8,49,29,11,59,15,4,46,29,14,43,52,21,81,31,11,62,28,10,64,29,13,52
'083901,26,8,57,-1,-1,-1,.,.,.,.,.,.,33,12,63,9,5,44,32,11,61,36,12,66,33,12,63,.,.,.,21,5,53,30,13,60,21,5,53,21,8,43,44,18,80,33,13,63,32,10,62,.,.,.
'083902,29,8,88,.,.,.,.,.,.,.,.,.,49,24,85,.,.,.,41,16,83,45,25,83,31,10,80,.,.,.,20,7,80,53,24,88,20,5,74,14,0,57,62,35,90,41,19,85,57,30,86,-1,-1,-1
'083903,31,12,61,41,3,55,55,25,95,100,67,100,44,20,74,27,10,62,38,16,68,44,19,75,32,12,67,56,38,88,23,8,51,44,21,72,21,6,56,26,15,46,58,30,82,45,21,75,42,18,69,42,20,71
'084802,21,6,57,47,24,71,50,25,75,-1,-1,-1,34,13,69,33,12,60,29,9,65,33,13,71,32,10,68,22,11,56,15,4,51,35,13,67,15,3,50,25,8,44,40,17,74,34,13,70,35,14,66,0,0,55
