DISTRICT,DD000A001219R,DD000A001319R,DD000A001S19R,DD200A001219R,DD200A001319R,DD200A001S19R,DD300A001219R,DD300A001319R,DD300A001S19R,DD400A001219R,DD400A001319R,DD400A001S19R,DDA00A001219R,DDA00A001319R,DDA00A001S19R,DDB00A001219R,DDB00A001319R,DDB00A001S19R,DDE00A001219R,DDE00A001319R,DDE00A001S19R,DDF00A001219R,DDF00A001319R,DDF00A001S19R,DDH00A001219R,DDH00A001319R,DDH00A001S19R,DDI00A001219R,DDI00A001319R,DDI00A001S19R,DDL00A001219R,DDL00A001319R,DDL00A001S19R,DDM00A001219R,DDM00A001319R,DDM00A001S19R,DDR00A001219R,DDR00A001319R,DDR00A001S19R,DDS00A001219R,DDS00A001319R,DDS00A001S19R,DDW00A001219R,DDW00A001319R,DDW00A001S19R,DNC00A001219R,DNC00A001319R,DNC00A001S19R,DNM00A001219R,DNM00A001319R,DNM00A001S19R,DNS00A001219R,DNS00A001319R,DNS00A001S19R
'084804,.,.,.,15,0,62,73,40,100,.,.,.,31,10,69,24,6,63,29,8,68,29,10,65,34,11,75,.,.,.,.,.,.,32,10,73,14,3,49,0,0,10,38,17,66,29,11,71,32,10,67,25,0,75
'084901,30,12,67,53,20,80,66,42,87,71,24,86,48,21,77,41,16,72,41,16,73,51,22,81,44,18,76,50,22,82,20,6,57,45,20,74,27,7,63,32,13,53,58,29,83,50,23,79,41,16,73,44,22,73
'084902,41,18,73,56,35,78,79,55,93,78,37,85,46,21,75,30,10,63,40,17,72,48,23,78,44,18,75,45,13,61,34,15,67,44,20,73,30,11,64,27,16,48,60,32,86,46,21,76,45,21,75,44,23,70
'084903,.,.,.,42,8,92,-1,-1,-1,.,.,.,64,22,91,-1,-1,-1,64,23,91,65,15,91,57,10,95,11,11,44,.,.,.,64,27,90,46,7,84,20,4,60,68,25,92,49,9,86,75,32,94,.,.,.
'084906,28,9,63,42,17,74,69,48,87,17,0,17,36,14,67,23,6,53,33,12,64,39,14,71,39,15,71,20,4,51,19,6,53,34,13,64,22,7,54,26,13,45,50,21,79,44,18,75,26,8,57,20,7,46
'084908,25,9,56,58,15,89,40,0,80,.,.,.,33,11,64,27,8,58,29,9,60,32,12,63,33,12,64,.,.,.,14,3,46,34,11,64,17,4,49,25,11,38,42,16,71,34,12,66,31,10,60,35,10,69
'084909,30,13,60,45,28,73,47,26,61,-1,-1,-1,44,19,74,35,18,62,36,15,68,46,19,78,39,16,69,23,11,61,23,10,53,42,19,71,28,8,62,26,12,44,46,20,76,45,19,75,41,18,70,38,19,67
'084910,45,22,74,63,35,87,77,51,93,60,20,80,60,31,85,42,18,73,41,18,73,62,33,87,49,22,79,57,29,83,34,16,67,57,29,82,34,11,69,25,9,51,66,36,89,62,33,86,51,25,79,54,24,85
'084911,57,32,79,74,44,92,87,64,97,93,80,100,74,44,93,71,41,89,48,21,77,76,47,94,62,32,87,62,23,92,32,10,67,72,41,91,38,10,73,39,20,66,76,45,94,76,45,93,69,39,91,73,41,92
'085902,28,10,68,20,10,50,-1,-1,-1,.,.,.,38,16,73,23,5,60,34,12,69,38,15,74,35,13,72,50,21,79,17,4,63,38,16,71,14,4,53,24,6,39,49,22,79,37,15,72,44,16,77,51,21,79
'085903,.,.,.,.,.,.,.,.,.,.,.,.,34,10,73,.,.,.,32,8,74,35,14,77,18,6,58,.,.,.,.,.,.,34,7,70,12,3,58,4,0,22,51,15,88,35,11,77,33,10,66,0,0,40
'086024,.,.,.,.,.,.,.,.,.,.,.,.,33,11,56,.,.,.,.,.,.,40,20,40,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,33,11,56,60,20,80,-1,-1,-1,.,.,.
'086901,27,8,60,67,28,91,63,29,92,0,0,50,51,24,78,0,0,36,39,14,71,55,25,82,39,14,70,80,30,80,19,5,55,48,23,75,26,5,62,17,4,38,66,36,87,51,24,78,55,23,81,53,20,93
'086902,0,0,9,100,33,100,-1,-1,-1,.,.,.,58,27,84,.,.,.,46,20,75,60,29,88,30,10,60,-1,-1,-1,0,0,9,57,25,81,25,5,60,16,7,40,61,29,87,57,26,83,62,30,88,38,8,69
'087901,35,14,82,.,.,.,.,.,.,.,.,.,69,38,92,.,.,.,52,18,87,74,42,93,58,25,91,.,.,.,17,7,73,64,35,91,38,8,80,26,15,72,78,50,93,71,42,94,61,23,83,38,25,63
'088902,7,2,43,43,18,73,57,43,86,.,.,.,44,19,74,17,5,52,31,11,64,49,22,78,34,13,66,21,7,50,0,0,37,39,16,70,21,5,58,14,3,32,57,28,85,44,20,75,42,16,72,36,15,82
'089901,23,9,57,31,0,46,-1,-1,-1,17,0,100,34,12,66,16,5,50,29,10,61,37,13,72,30,10,62,0,0,43,20,7,53,31,11,60,19,5,54,17,6,34,49,21,81,34,12,66,31,13,61,20,6,56
'089903,34,12,67,62,31,85,.,.,.,.,.,.,43,18,74,50,29,86,40,15,73,45,20,76,41,16,73,.,.,.,23,6,58,40,16,72,24,7,58,22,8,39,51,24,80,43,18,75,40,17,70,38,3,82
'089905,17,10,41,.,.,.,-1,-1,-1,.,.,.,26,10,58,20,14,59,25,10,57,29,10,61,25,8,57,.,.,.,9,2,37,22,10,54,20,6,51,27,23,35,46,29,68,27,10,59,20,9,55,40,20,60
'090902,30,0,70,78,44,100,-1,-1,-1,.,.,.,30,12,70,.,.,.,28,8,64,44,14,81,20,0,73,-1,-1,-1,30,0,70,22,10,62,6,1,46,11,8,43,30,13,68,35,13,68,23,9,71,67,0,83
'090903,0,0,14,25,15,50,.,.,.,.,.,.,52,25,78,-1,-1,-1,45,18,71,61,29,81,43,15,68,.,.,.,0,0,14,45,21,76,26,4,56,25,9,55,57,28,83,55,27,81,42,18,69,42,33,83
'090904,34,13,65,35,16,62,92,69,96,.,.,.,42,18,72,33,12,58,37,13,67,45,18,76,38,14,69,56,32,80,25,9,57,40,17,69,27,8,61,23,9,47,48,21,77,43,18,73,39,15,69,44,20,79
'090905,.,.,.,.,.,.,.,.,.,.,.,.,40,12,78,.,.,.,50,21,79,41,6,82,22,11,89,.,.,.,.,.,.,39,19,74,16,5,68,40,20,40,43,13,77,47,14,80,19,6,75,-1,-1,-1
'091901,57,32,89,61,34,84,.,.,.,100,20,100,62,31,87,25,13,25,45,21,77,63,33,90,56,32,82,86,64,100,17,8,75,60,28,84,30,6,68,25,11,56,62,30,87,62,31,86,60,29,87,35,29,59
'091902,27,11,59,67,33,89,.,.,.,.,.,.,48,16,79,20,0,40,37,12,71,52,18,81,32,13,68,43,14,79,17,4,46,44,15,78,21,5,60,8,0,31,52,17,83,50,18,84,45,13,72,31,0,69
'091903,36,13,70,46,18,79,61,38,81,-1,-1,-1,50,23,79,32,11,62,43,17,74,52,24,82,46,19,77,58,27,82,26,11,62,48,22,76,25,7,61,29,12,50,55,27,83,53,24,81,44,19,74,49,20,75
'091905,27,9,67,54,23,88,.,.,.,.,.,.,52,22,83,19,4,70,43,19,79,56,23,86,39,15,77,77,23,97,24,10,62,48,20,81,28,9,68,19,8,46,57,24,85,57,24,87,43,18,77,34,10,81
'091906,29,10,64,42,16,70,48,27,79,40,0,100,41,17,73,25,7,60,34,13,68,43,18,76,36,13,69,37,15,70,26,9,61,39,17,69,26,8,61,20,7,39,53,25,81,42,18,74,36,14,68,32,13,69
'091907,41,14,81,67,47,93,-1,-1,-1,.,.,.,55,25,87,-1,-1,-1,46,17,80,59,26,91,50,22,83,50,33,100,40,12,78,51,24,83,33,9,74,20,7,47,56,25,88,56,26,89,53,24,84,59,21,86
'091908,37,14,72,72,38,93,72,41,91,.,.,.,65,33,89,35,17,63,48,20,80,64,34,89,61,28,85,50,36,86,32,11,67,65,32,89,34,8,74,33,11,62,66,34,91,65,33,90,65,33,87,62,27,89
'091909,33,11,65,44,22,69,33,33,83,-1,-1,-1,54,24,82,23,15,38,44,17,76,56,24,82,49,19,78,67,36,83,22,4,58,52,24,81,24,5,60,28,9,46,55,26,83,56,26,84,46,21,76,40,18,71
'091910,35,13,71,37,17,79,75,50,92,.,.,.,53,25,81,43,16,66,39,18,73,56,26,82,45,22,79,67,33,100,31,11,66,50,25,80,21,5,58,12,2,35,55,27,82,55,28,82,49,21,80,25,17,58
'091913,11,11,50,64,32,87,71,57,86,.,.,.,53,23,83,56,33,89,40,16,74,54,24,86,53,16,83,52,16,86,11,11,50,52,23,81,25,8,66,32,14,50,52,23,83,55,25,84,49,20,80,66,28,93
'091914,39,20,63,54,21,78,33,22,67,.,.,.,46,18,78,.,.,.,38,14,72,48,20,82,40,16,75,50,14,79,33,13,60,44,17,74,23,6,63,18,6,46,46,19,79,46,20,79,46,16,77,52,24,83
'091917,20,7,64,72,24,92,100,43,100,.,.,.,59,25,88,17,0,67,38,14,75,62,26,89,39,17,76,56,0,89,9,1,51,58,24,86,25,7,69,22,5,58,65,28,91,58,24,86,63,28,90,81,56,97
'091918,24,11,60,41,18,82,-1,-1,-1,.,.,.,47,18,77,35,9,74,38,12,70,49,17,79,39,20,73,25,13,63,23,10,56,44,18,75,17,4,54,11,4,30,49,18,77,48,17,77,43,18,75,52,18,82
'092801,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,51,14,85,44,22,78,53,18,86,51,14,84,47,14,92,-1,-1,-1,.,.,.,51,14,85,44,11,82,19,0,65,52,13,84,0,0,100,53,14,84,-1,-1,-1
'092901,29,14,64,34,11,66,78,33,78,.,.,.,38,15,70,25,7,58,33,13,65,41,15,74,38,14,71,0,0,50,17,6,54,36,15,66,19,5,54,16,6,32,44,19,75,40,16,72,35,12,65,30,9,72
'092902,21,5,55,32,11,72,65,32,89,-1,-1,-1,38,14,69,21,6,49,31,10,63,38,15,72,34,11,67,36,21,64,20,6,54,37,14,66,20,5,56,23,7,32,46,19,76,39,15,70,32,12,65,31,11,57
'092903,44,18,76,57,30,81,78,61,91,62,54,85,50,25,79,40,17,74,44,19,75,53,26,82,50,22,79,43,23,78,37,15,72,48,24,76,33,11,69,39,20,58,70,45,88,52,26,80,44,20,74,47,24,78
'092904,32,11,65,50,25,77,79,53,88,25,0,63,41,16,72,27,7,60,34,13,66,43,17,76,37,14,70,48,19,67,24,8,57,39,16,69,22,5,58,22,7,41,53,24,82,43,18,74,34,13,67,40,19,69
'092906,46,18,80,72,33,90,78,39,100,.,.,.,59,26,85,39,11,70,50,19,80,63,27,88,50,22,79,73,36,91,38,16,72,55,24,83,32,10,69,29,11,54,62,28,88,61,27,87,53,24,82,59,22,97
'092907,38,19,78,61,32,81,71,53,87,-1,-1,-1,57,29,86,38,14,75,41,17,78,58,29,87,44,18,82,42,16,95,22,9,70,56,28,84,27,9,67,31,18,50,64,35,89,61,31,89,48,25,79,51,34,87
'092908,41,16,78,52,18,84,69,56,94,.,.,.,54,23,85,20,10,73,42,16,78,57,23,86,42,15,83,38,10,71,13,6,56,51,23,84,28,7,68,27,11,53,57,24,86,56,24,86,47,19,82,55,26,91
'093901,46,14,78,34,17,80,82,45,100,.,.,.,57,26,84,28,9,52,47,16,77,61,26,87,54,21,82,14,14,57,33,9,69,54,25,82,29,8,64,23,8,48,62,29,88,60,26,85,51,24,80,40,25,80
'093903,22,11,44,71,53,94,-1,-1,-1,.,.,.,58,29,84,46,12,62,46,20,78,62,31,87,44,19,75,.,.,.,22,11,44,55,28,82,33,8,69,13,3,31,62,32,87,57,28,84,61,32,85,55,45,95
'093904,27,8,62,36,14,68,55,45,75,-1,-1,-1,31,11,64,20,4,50,28,9,61,36,13,70,31,11,66,33,10,76,19,6,57,27,10,58,21,6,54,17,7,35,42,18,71,32,11,63,31,12,64,31,14,63
'093905,-1,-1,-1,33,0,50,.,.,.,.,.,.,39,16,69,18,6,41,38,15,67,41,16,74,39,11,89,.,.,.,-1,-1,-1,38,16,65,18,1,50,14,4,43,44,19,74,39,19,69,40,13,70,33,0,78
'094901,19,6,52,40,15,64,61,22,83,64,9,91,35,14,65,28,7,61,29,10,60,38,15,70,30,11,62,31,6,63,8,3,37,32,13,61,16,3,48,15,4,30,51,24,78,35,14,66,33,13,65,27,10,71
'094902,39,13,72,59,29,85,71,40,90,48,20,76,58,28,84,52,22,82,45,17,74,60,29,86,53,23,82,69,42,94,30,8,65,55,26,81,33,8,68,25,8,46,63,34,85,59,29,85,55,25,82,49,20,80
'094903,34,9,69,54,25,92,74,52,90,-1,-1,-1,61,29,87,68,22,90,45,16,77,65,30,90,50,19,80,-1,-1,-1,27,5,64,57,27,83,26,5,66,23,4,51,69,36,92,61,29,87,60,29,87,61,39,86
'094904,32,7,76,69,31,82,100,86,100,-1,-1,-1,56,26,83,43,6,74,45,17,77,59,28,87,48,21,80,-1,-1,-1,30,5,71,53,25,80,27,6,65,14,5,48,61,31,87,56,26,84,54,26,83,37,17,66
'095901,23,11,61,64,14,71,-1,-1,-1,.,.,.,51,23,78,57,14,86,36,14,68,55,24,83,41,16,72,29,0,86,15,6,52,47,21,74,26,9,61,22,8,43,63,32,87,52,23,78,48,21,79,59,23,68
'095902,58,17,67,-1,-1,-1,.,.,.,.,.,.,47,20,81,.,.,.,35,11,75,48,20,84,42,12,75,.,.,.,33,0,33,46,21,79,29,6,71,6,0,17,53,32,89,63,30,94,35,13,71,-1,-1,-1
'095903,20,1,74,42,0,83,86,14,100,.,.,.,36,12,75,44,22,78,32,11,72,37,13,78,34,11,73,0,0,80,13,0,69,35,11,73,23,4,65,5,1,38,41,15,81,37,12,76,33,11,73,46,19,78
'095904,34,14,70,-1,-1,-1,.,.,.,.,.,.,50,21,80,-1,-1,-1,46,17,77,47,17,81,45,16,77,.,.,.,31,13,66,53,26,80,31,8,67,38,15,60,65,34,88,53,22,82,43,19,75,0,0,40
'095905,26,11,60,42,27,74,74,41,85,-1,-1,-1,41,16,72,34,12,66,36,13,69,43,17,76,38,15,71,46,0,69,15,4,48,39,16,69,24,6,59,23,9,42,54,27,82,42,17,73,35,14,67,20,6,58
'096904,38,11,70,0,0,40,-1,-1,-1,.,.,.,40,14,71,21,9,50,32,11,68,46,17,78,34,11,67,-1,-1,-1,33,11,66,35,12,66,25,7,60,18,8,43,54,22,82,42,16,73,30,6,66,-1,-1,-1
'096905,24,5,71,17,0,100,.,.,.,.,.,.,57,25,87,57,29,71,49,20,85,60,30,94,43,17,82,.,.,.,24,5,71,54,21,82,38,8,79,30,13,70,64,29,90,54,21,87,63,35,88,33,0,83
'097902,33,10,64,72,50,94,-1,-1,-1,.,.,.,51,25,80,14,0,43,40,16,71,54,28,85,42,15,72,.,.,.,21,5,55,48,23,76,21,5,60,22,9,41,53,28,83,55,28,83,40,17,73,50,25,88
'097903,45,19,78,18,0,64,.,.,.,.,.,.,55,24,86,71,29,86,47,17,82,58,24,91,51,17,82,.,.,.,38,20,71,52,24,82,37,12,74,24,10,48,56,26,88,56,22,89,53,26,80,46,25,93
'098901,42,13,80,100,40,100,-1,-1,-1,.,.,.,69,36,91,.,.,.,55,23,85,70,35,93,56,22,85,.,.,.,37,13,78,68,38,89,49,15,80,27,9,57,80,50,96,71,37,92,62,33,90,40,0,100
'098903,24,13,70,.,.,.,.,.,.,.,.,.,52,26,79,.,.,.,47,22,79,52,24,82,38,17,72,33,0,100,8,0,59,52,27,77,26,10,62,31,19,69,74,40,89,52,25,76,51,27,86,67,50,100
'098904,38,13,78,50,0,83,100,57,100,.,.,.,59,29,87,.,.,.,50,19,85,60,31,89,53,22,85,.,.,.,23,5,66,57,27,86,36,8,78,11,3,55,70,45,93,59,29,88,57,28,85,60,20,80
'099902,27,7,64,-1,-1,-1,.,.,.,-1,-1,-1,43,18,77,.,.,.,43,15,77,41,15,75,32,10,72,-1,-1,-1,23,6,62,46,20,79,24,7,62,16,3,34,52,23,81,50,19,80,34,16,72,33,0,33
'099903,32,18,68,43,9,83,100,89,100,.,.,.,42,16,75,14,0,55,39,13,73,48,20,82,36,12,70,-1,-1,-1,25,17,58,36,12,71,24,4,60,16,3,38,45,18,79,42,16,77,38,15,70,45,9,91
'100903,30,10,64,34,13,70,78,44,100,.,.,.,43,17,74,24,7,60,34,13,67,48,19,81,45,20,73,13,0,93,23,8,59,40,15,69,24,6,60,26,11,36,47,18,77,43,17,75,44,17,73,36,12,70
'100904,39,13,79,52,21,82,73,27,87,-1,-1,-1,47,20,80,30,11,71,38,15,74,50,21,83,45,21,78,45,18,73,28,9,70,44,20,76,26,7,66,21,12,43,51,23,82,50,22,82,39,17,74,37,13,81
'100905,38,15,78,66,30,93,66,34,91,80,40,100,59,29,86,38,15,72,50,22,80,60,30,88,52,22,81,71,43,86,35,16,77,57,28,83,34,11,70,27,12,48,63,32,88,61,30,86,54,25,84,43,16,81
'100907,28,8,66,53,33,80,50,21,87,-1,-1,-1,54,24,83,35,6,53,42,16,75,59,26,86,46,19,80,60,20,84,19,4,59,50,23,81,28,9,66,25,8,46,55,25,84,56,26,84,48,20,80,52,24,87
'100908,-1,-1,-1,0,0,64,.,.,.,.,.,.,37,14,74,.,.,.,29,9,67,42,15,80,38,15,65,.,.,.,-1,-1,-1,32,12,69,15,3,58,14,12,28,37,14,74,39,15,76,30,9,68,31,10,59
'101802,45,19,78,-1,-1,-1,.,.,.,.,.,.,46,19,79,44,0,67,46,19,78,41,17,76,47,20,79,60,20,80,40,15,75,51,21,81,43,17,77,31,3,56,35,18,71,48,21,81,36,14,69,53,21,74
'101803,25,7,75,44,19,83,50,24,88,.,.,.,51,23,84,53,23,82,38,15,78,52,25,87,44,16,83,-1,-1,-1,16,8,66,49,22,82,19,5,62,23,8,48,55,28,86,53,25,86,48,22,83,52,16,80
'101804,12,3,47,50,13,75,.,.,.,.,.,.,17,4,52,15,4,54,17,4,52,18,4,55,17,4,52,-1,-1,-1,6,0,38,16,3,49,11,1,47,11,8,41,17,0,67,22,4,54,15,4,52,0,0,23
'101806,40,17,75,.,.,.,-1,-1,-1,.,.,.,45,19,78,-1,-1,-1,46,19,79,45,17,79,46,19,79,-1,-1,-1,33,13,70,46,20,78,35,13,72,29,16,51,44,19,56,50,22,82,40,15,74,0,0,22
'101807,-1,-1,-1,83,50,100,-1,-1,-1,.,.,.,38,20,63,25,11,47,18,8,38,36,18,59,35,19,61,.,.,.,.,.,.,40,23,66,12,0,18,7,0,11,62,33,90,44,24,70,25,13,47,.,.,.
'101810,41,23,70,-1,-1,-1,.,.,.,.,.,.,39,22,70,37,24,74,39,22,70,41,24,73,39,21,68,78,22,100,34,17,67,35,20,67,33,16,67,7,0,40,-1,-1,-1,40,22,71,36,23,70,29,29,43
'101811,-1,-1,-1,.,.,.,.,.,.,.,.,.,11,0,30,8,0,31,12,0,32,-1,-1,-1,13,0,29,.,.,.,-1,-1,-1,12,0,30,11,0,31,0,0,10,.,.,.,.,.,.,11,0,30,-1,-1,-1
'101814,29,11,66,-1,-1,-1,-1,-1,-1,.,.,.,28,11,63,23,10,58,29,11,64,27,11,63,31,12,67,-1,-1,-1,28,10,65,29,12,63,26,10,63,20,12,47,27,9,61,32,13,67,23,8,57,32,5,53
'101815,55,28,95,.,.,.,63,34,96,.,.,.,58,29,94,73,35,100,56,25,92,56,28,95,49,25,91,.,.,.,53,26,95,61,29,93,52,26,94,54,21,89,86,29,100,59,30,95,56,23,90,.,.,.
'101819,54,27,86,.,.,.,.,.,.,.,.,.,56,28,87,-1,-1,-1,55,27,87,54,27,85,56,27,87,.,.,.,47,22,83,58,28,89,48,21,84,20,6,43,.,.,.,57,29,88,54,24,84,50,7,93
'101821,.,.,.,-1,-1,-1,.,.,.,-1,-1,-1,35,11,72,38,10,88,34,10,71,27,8,69,31,8,66,.,.,.,.,.,.,46,15,76,29,8,69,8,0,23,29,14,71,-1,-1,-1,34,11,72,30,10,60
'101828,73,40,95,-1,-1,-1,.,.,.,.,.,.,77,44,96,91,48,100,87,49,96,78,42,96,77,44,95,.,.,.,67,34,93,77,46,96,68,34,93,33,17,70,65,27,100,78,44,95,76,43,96,18,18,73
'101837,61,21,90,100,71,100,96,71,100,.,.,.,74,35,93,74,30,95,71,29,92,74,34,94,73,33,93,.,.,.,32,6,71,75,36,93,56,15,86,32,10,62,71,38,90,88,43,95,71,33,93,60,40,85
'101838,27,11,57,46,8,77,-1,-1,-1,.,.,.,31,12,62,41,16,78,31,11,62,33,12,64,30,11,61,60,40,60,25,11,55,30,11,60,27,10,58,11,3,37,60,22,69,39,15,71,25,9,53,40,21,72
'101840,.,.,.,.,.,.,.,.,.,-1,-1,-1,28,14,70,29,15,73,28,14,71,31,18,80,14,5,43,.,.,.,.,.,.,24,10,60,50,36,89,0,0,19,.,.,.,29,16,70,24,9,72,-1,-1,-1
'101842,15,10,55,.,.,.,.,.,.,.,.,.,23,12,64,50,25,75,16,8,59,27,16,68,16,9,59,.,.,.,15,10,55,19,9,59,19,9,62,13,0,25,35,19,74,34,16,76,18,11,58,0,0,29
'101845,39,13,72,64,20,95,71,42,88,41,12,82,51,21,80,39,14,72,51,20,80,55,24,84,53,22,81,37,13,78,29,7,65,47,18,77,34,8,70,15,5,39,50,21,79,66,26,85,45,19,78,27,9,61
'101846,42,16,75,73,46,85,74,43,91,-1,-1,-1,52,22,81,52,23,81,50,21,79,53,23,84,47,18,78,63,38,63,28,10,66,50,21,77,36,11,71,21,8,43,62,25,86,55,25,83,47,19,78,43,16,86
'101847,.,.,.,-1,-1,-1,.,.,.,.,.,.,48,17,84,48,17,85,46,16,83,45,16,82,48,23,81,.,.,.,.,.,.,53,18,88,31,5,80,19,2,59,.,.,.,50,18,87,44,15,80,0,0,50
'101849,51,21,82,.,.,.,-1,-1,-1,.,.,.,52,29,83,50,31,83,52,28,82,49,27,80,53,24,83,33,0,67,51,21,82,58,32,87,44,17,76,25,0,25,71,57,86,43,20,79,71,45,90,.,.,.
'101853,32,14,62,0,0,0,34,22,65,.,.,.,34,14,65,42,15,69,34,14,65,33,14,67,34,14,66,0,0,71,27,12,59,35,14,63,25,10,58,10,2,25,16,4,48,37,17,66,30,11,64,47,31,72
'101855,.,.,.,.,.,.,-1,-1,-1,.,.,.,33,15,70,35,16,71,33,16,70,27,11,73,23,11,62,.,.,.,.,.,.,38,19,67,12,4,53,8,8,62,-1,-1,-1,36,18,72,28,11,67,0,0,80
'101856,29,9,67,.,.,.,.,.,.,.,.,.,30,10,67,.,.,.,30,11,68,28,10,66,30,10,67,.,.,.,20,5,61,31,11,69,21,5,61,0,0,23,.,.,.,31,11,69,17,3,55,10,0,60
'101858,44,20,77,64,33,91,79,55,95,33,11,78,54,28,82,50,24,80,47,21,78,56,29,84,47,20,78,33,5,62,30,11,66,52,27,80,37,14,71,22,11,47,67,41,90,60,33,85,47,23,78,35,14,66
'101859,42,21,79,38,38,75,57,35,88,.,.,.,50,29,83,55,36,86,50,29,83,50,29,85,46,23,80,44,0,100,41,19,78,50,28,82,40,18,78,32,15,69,75,50,100,54,32,84,48,26,83,75,50,100
'101861,35,22,70,28,13,66,67,44,78,33,0,67,31,12,70,29,11,70,29,10,69,33,13,73,41,14,75,-1,-1,-1,28,14,63,29,10,66,23,7,63,8,2,31,35,4,69,37,13,73,28,11,68,39,13,52
'101862,61,32,88,73,44,92,79,49,95,40,40,80,69,40,90,64,37,87,62,33,88,71,42,92,55,26,86,75,25,92,42,16,78,67,38,89,51,21,82,32,14,59,73,44,91,72,44,92,64,35,88,52,30,91
'101864,44,22,78,.,.,.,.,.,.,.,.,.,24,6,57,24,6,57,23,6,57,22,7,59,31,8,54,.,.,.,20,0,60,26,6,54,15,2,48,9,2,18,.,.,.,.,.,.,24,6,57,0,0,10
'101868,.,.,.,-1,-1,-1,.,.,.,.,.,.,10,1,39,9,1,38,10,1,40,11,1,44,19,2,58,.,.,.,.,.,.,9,1,36,8,0,36,2,0,13,13,0,63,10,1,42,10,1,39,3,0,27
'101870,56,25,90,40,20,80,39,17,74,.,.,.,60,27,92,56,30,95,58,27,92,61,25,91,61,27,92,.,.,.,45,18,86,58,29,94,45,17,86,18,6,71,64,27,98,60,27,93,59,27,92,-1,-1,-1
'101871,21,5,45,50,25,92,.,.,.,.,.,.,35,14,60,33,15,52,28,13,56,35,15,63,33,11,61,.,.,.,19,3,41,35,14,59,24,9,49,40,19,49,41,14,84,-1,-1,-1,34,14,60,19,13,31
'101872,30,9,65,.,.,.,50,50,100,.,.,.,36,14,76,25,8,84,36,14,75,44,13,76,37,13,71,.,.,.,30,9,65,30,14,76,27,7,68,50,50,50,83,50,100,.,.,.,36,14,76,-1,-1,-1
'101873,.,.,.,20,10,90,.,.,.,.,.,.,18,5,54,19,4,54,15,3,52,17,3,52,-1,-1,-1,.,.,.,.,.,.,21,6,56,7,1,34,10,0,16,.,.,.,.,.,.,18,5,54,0,0,27
'101874,4,0,36,33,10,77,.,.,.,.,.,.,28,7,65,23,5,59,23,3,59,38,12,77,30,8,70,63,25,75,4,0,36,23,5,60,10,2,38,6,0,31,40,13,76,.,.,.,28,7,65,33,20,60
'101875,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101876,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'101902,27,9,62,41,14,72,69,39,90,39,13,71,36,13,70,29,9,62,35,12,69,39,14,73,38,14,72,37,15,72,20,6,55,34,12,66,23,6,60,19,5,34,43,19,72,39,14,72,29,9,62,22,8,58
'101903,35,15,66,44,20,78,63,38,83,44,18,73,41,18,70,41,17,71,39,16,69,43,19,73,36,14,67,36,13,66,23,9,55,38,16,67,35,13,67,27,10,44,41,19,69,44,20,73,33,13,63,30,12,66
'101905,38,15,72,38,10,80,69,40,85,58,35,69,44,17,76,38,12,71,42,16,75,47,18,79,45,17,77,45,21,78,29,9,65,41,16,73,32,10,68,21,8,43,43,16,75,47,18,79,37,13,69,36,15,76
'101906,36,13,71,44,19,76,70,42,84,-1,-1,-1,49,20,78,39,14,70,41,15,73,52,22,82,46,18,78,37,11,81,30,10,67,46,19,75,30,9,66,22,9,45,55,24,82,51,22,80,44,17,75,40,16,75
'101907,42,19,76,68,40,89,82,57,95,70,36,92,58,31,84,46,19,76,47,20,78,61,32,87,51,23,81,46,20,77,19,6,56,56,29,82,35,12,72,29,9,53,74,44,92,62,33,86,48,22,77,51,25,80
'101908,42,16,76,62,29,89,86,56,96,100,67,100,56,27,84,37,15,72,46,19,78,59,28,86,51,22,81,76,24,86,30,9,67,54,25,81,30,8,67,24,9,51,66,34,89,59,28,85,49,22,80,48,23,84
'101910,43,17,76,54,21,84,78,48,93,69,23,92,46,18,78,42,14,75,44,17,76,50,20,81,47,19,78,51,16,79,33,12,69,43,17,74,34,11,69,19,5,41,51,24,79,49,20,80,37,13,70,35,13,70
'101911,34,14,67,52,24,78,75,49,91,65,30,73,45,19,75,36,12,69,40,16,71,48,21,79,44,18,74,53,26,79,22,8,57,42,18,71,25,7,61,18,5,39,54,26,81,47,20,76,39,15,69,38,17,70
'101912,34,15,66,70,44,88,81,61,92,65,48,83,44,21,72,34,13,65,38,16,68,46,22,76,41,18,71,41,18,71,26,10,59,42,20,69,25,8,58,24,9,40,71,46,89,46,23,74,37,16,67,35,18,64
'101913,34,12,68,59,29,82,75,42,92,44,16,75,52,23,79,37,12,68,37,12,69,55,24,83,45,17,76,50,19,83,21,6,57,49,22,76,29,7,65,24,8,45,67,34,89,56,25,82,43,16,73,45,20,77
'101914,59,33,85,72,44,92,89,68,97,66,31,92,69,41,90,55,26,82,52,23,81,71,43,92,59,29,85,61,30,88,41,19,74,67,39,88,40,15,76,34,12,60,76,46,93,72,44,91,61,33,85,67,37,91
