DISTRICT,DD000A001223R,DD000A001323R,DD000A001S23R,DD200A001223R,DD200A001323R,DD200A001S23R,DD300A001223R,DD300A001323R,DD300A001S23R,DD400A001223R,DD400A001323R,DD400A001S23R,DDA00A001223R,DDA00A001323R,DDA00A001S23R,DDB00A001223R,DDB00A001323R,DDB00A001S23R,DDE00A001223R,DDE00A001323R,DDE00A001S23R,DDF00A001223R,DDF00A001323R,DDF00A001S23R,DDH00A001223R,DDH00A001323R,DDH00A001S23R,DDI00A001223R,DDI00A001323R,DDI00A001S23R,DDL00A001223R,DDL00A001323R,DDL00A001S23R,DDM00A001223R,DDM00A001323R,DDM00A001S23R,DDR00A001223R,DDR00A001323R,DDR00A001S23R,DDS00A001223R,DDS00A001323R,DDS00A001S23R,DDW00A001223R,DDW00A001323R,DDW00A001S23R,DISTNAME,DNC00A001223R,DNC00A001323R,DNC00A001S23R,DNM00A001223R,DNM00A001323R,DNM00A001S23R,DNS00A001223R,DNS00A001323R,DNS00A001S23R
"'182906",.,.,.,-1,-1,-1,.,.,.,.,.,.,81,49,98,.,.,.,81,46,100,83,50,96,64,36,100,.,.,.,.,.,.,79,46,100,70,20,80,57,14,100,88,53,100,"PALO PINTO ISD",85,42,100,75,59,94,-1,-1,-1
"'183801",14,0,50,67,17,92,-1,-1,-1,.,.,.,54,20,82,55,5,80,44,15,74,58,20,89,50,19,71,.,.,.,7,0,33,49,20,75,25,2,68,14,0,59,54,21,84,"PANOLA CHARTER SCHOOL",47,20,87,54,20,82,.,.,.
"'183901",42,0,76,61,35,84,-1,-1,-1,.,.,.,60,22,86,48,10,71,50,14,78,61,23,88,51,14,84,.,.,.,35,0,74,59,20,84,46,9,78,34,10,59,62,23,87,"BECKVILLE ISD",61,20,87,58,27,82,70,43,93
"'183902",37,9,72,38,9,77,81,38,90,.,.,.,51,18,81,33,9,69,41,12,76,54,19,84,47,14,77,-1,-1,-1,35,8,70,49,17,78,30,6,67,19,6,45,60,23,86,"CARTHAGE ISD",53,19,82,47,16,78,35,11,83
"'183904",17,0,41,-1,-1,-1,-1,-1,-1,.,.,.,48,15,80,-1,-1,-1,47,14,78,50,14,79,30,2,57,-1,-1,-1,17,0,41,46,16,82,24,2,65,16,8,48,50,17,82,"GARY ISD",49,15,79,47,16,83,80,40,100
"'184801",.,.,.,-1,-1,-1,.,.,.,.,.,.,29,6,74,-1,-1,-1,27,4,71,29,8,74,32,6,82,.,.,.,.,.,.,29,4,74,33,7,74,6,0,51,28,6,72,"CROSSTIMBERS ACADEMY",-1,-1,-1,30,6,74,6,0,35
"'184901",37,7,75,19,0,56,69,15,77,.,.,.,48,16,79,.,.,.,40,12,76,47,14,78,39,13,73,-1,-1,-1,31,3,70,49,18,81,24,2,67,19,3,42,53,18,83,"POOLVILLE ISD",47,12,82,49,19,77,44,21,83
"'184902",21,4,59,45,15,71,82,64,91,40,0,60,47,16,76,43,15,63,38,11,70,47,15,76,38,12,69,67,27,90,21,4,59,47,17,75,25,4,60,18,4,41,50,17,78,"SPRINGTOWN ISD",48,16,77,45,15,73,44,11,81
"'184903",26,7,59,50,19,78,73,45,90,50,13,75,48,18,76,24,5,58,36,11,67,49,19,78,37,12,68,51,16,79,24,6,57,47,17,74,26,6,61,24,6,50,54,21,80,"WEATHERFORD ISD",49,19,77,45,17,74,42,13,74
"'184904",37,14,67,45,27,82,100,50,100,-1,-1,-1,54,20,83,77,31,85,47,16,79,55,20,85,43,14,79,100,60,100,33,15,65,53,19,82,29,7,66,34,11,60,56,20,84,"MILLSAP ISD",55,20,83,53,20,84,50,15,88
"'184907",40,10,75,70,37,89,82,59,95,.,.,.,71,36,91,56,19,83,48,16,78,72,36,91,61,27,85,48,13,85,31,7,69,71,36,91,36,7,72,34,12,64,75,39,92,"ALEDO ISD",74,38,92,66,32,89,70,34,92
"'184908",17,3,52,46,15,74,-1,-1,-1,67,33,100,53,20,80,-1,-1,-1,37,10,69,52,18,82,41,12,70,58,25,67,16,3,51,54,21,79,17,3,50,12,3,40,56,22,82,"PEASTER ISD",56,22,82,49,17,78,43,16,76
"'184909",30,12,76,72,31,94,67,13,93,.,.,.,70,30,91,33,11,78,41,13,82,72,30,93,60,26,87,57,14,79,30,11,75,69,31,90,42,9,78,31,11,61,72,31,92,"BROCK ISD",71,29,93,69,33,89,77,27,97
"'184911",35,9,68,46,15,92,.,.,.,-1,-1,-1,41,10,77,-1,-1,-1,36,8,73,45,13,79,44,13,77,-1,-1,-1,24,3,62,38,7,74,18,2,63,11,3,44,40,8,76,"GARNER ISD",48,13,82,33,6,71,33,0,78
"'185901",25,8,62,-1,-1,-1,.,.,.,.,.,.,35,11,72,.,.,.,34,10,71,29,9,72,34,10,72,.,.,.,23,7,60,40,12,72,23,6,62,15,9,34,52,24,81,"BOVINA ISD",35,10,72,37,13,76,-1,-1,-1
"'185902",49,15,83,91,64,100,.,.,.,.,.,.,63,24,90,-1,-1,-1,52,16,84,64,27,89,51,15,84,.,.,.,47,15,82,61,21,90,40,10,81,20,3,66,77,35,96,"FARWELL ISD",65,25,91,58,22,87,100,38,100
"'185903",25,6,63,-1,-1,-1,-1,-1,-1,.,.,.,38,11,70,-1,-1,-1,31,8,65,38,10,71,35,9,69,.,.,.,23,5,61,38,11,70,26,6,65,30,18,56,60,23,85,"FRIONA ISD",40,11,72,26,9,62,40,7,67
"'185904",32,9,56,-1,-1,-1,.,.,.,.,.,.,52,18,82,-1,-1,-1,45,10,79,54,15,88,35,7,70,.,.,.,32,9,56,51,20,76,42,11,77,32,16,79,62,24,88,"LAZBUDDIE ISD",56,22,86,40,0,69,33,0,67
"'186901",17,2,61,0,0,33,.,.,.,.,.,.,49,15,83,64,0,73,40,12,76,52,14,88,49,15,84,.,.,.,17,2,61,47,16,78,28,3,76,14,0,52,52,20,83,"BUENA VISTA ISD",54,19,87,42,10,74,-1,-1,-1
"'186902",25,7,63,27,7,67,71,38,92,63,25,88,35,10,70,24,8,52,31,8,67,36,10,71,34,9,69,55,36,91,21,5,61,35,10,69,17,2,56,26,6,45,45,14,77,"FORT STOCKTON ISD",35,10,70,33,8,68,40,13,71
"'186903",28,8,62,.,.,.,22,11,56,.,.,.,41,12,73,.,.,.,31,10,67,36,12,73,32,8,68,.,.,.,25,6,60,44,13,73,22,4,56,13,1,41,66,26,90,"IRAAN-SHEFFIELD COLLEGIATE ISD",37,11,71,60,17,84,-1,-1,-1
"'187901",-1,-1,-1,40,17,80,.,.,.,-1,-1,-1,54,18,84,100,29,100,45,13,78,54,18,86,46,13,79,43,13,77,-1,-1,-1,55,19,82,31,6,64,31,13,66,59,20,87,"BIG SANDY ISD",54,18,85,54,20,83,47,16,79
"'187903",36,8,74,25,13,63,.,.,.,.,.,.,35,10,69,20,4,53,35,9,70,37,10,64,33,9,70,-1,-1,-1,36,8,74,33,9,74,32,8,75,24,3,38,48,16,78,"GOODRICH ISD",40,12,72,27,8,65,25,0,75
"'187904",35,10,73,41,6,68,100,100,100,.,.,.,46,15,78,32,8,72,39,12,73,43,14,78,45,15,79,-1,-1,-1,35,10,73,48,15,78,23,5,63,27,14,61,53,17,81,"CORRIGAN-CAMDEN ISD",48,15,81,38,13,69,50,25,83
"'187906",54,31,62,-1,-1,-1,.,.,.,.,.,.,31,11,64,25,6,56,31,12,63,30,11,66,40,15,72,.,.,.,54,31,62,33,12,62,36,19,58,18,14,41,29,11,62,"LEGGETT ISD",32,13,63,31,10,66,-1,-1,-1
"'187907",34,11,69,42,12,77,78,30,93,-1,-1,-1,45,16,75,33,11,65,39,12,71,47,16,77,40,13,72,86,14,100,29,9,65,43,15,73,26,6,60,23,8,45,49,18,77,"LIVINGSTON ISD",46,16,76,42,14,72,42,15,69
"'187910",53,13,75,44,19,70,66,38,81,.,.,.,50,18,80,27,10,58,43,13,74,48,17,79,47,15,80,-1,-1,-1,53,13,75,51,19,80,29,5,65,24,8,51,51,18,81,"ONALASKA ISD",54,20,83,42,15,74,39,9,75
"'188901",40,13,73,48,16,78,58,26,84,53,18,87,50,19,79,33,9,65,42,13,75,52,20,81,45,15,77,50,22,78,37,11,70,49,19,78,33,8,69,25,7,54,63,28,86,"AMARILLO ISD",51,19,80,46,17,76,52,21,84
"'188902",33,13,70,39,10,71,32,5,73,.,.,.,45,15,77,40,7,71,40,11,74,45,14,79,44,14,75,.,.,.,33,13,70,45,16,75,29,7,68,20,8,52,46,17,79,"RIVER ROAD ISD",49,17,79,38,12,73,39,5,76
"'188903",50,17,87,63,22,85,78,36,94,.,.,.,55,19,84,66,34,90,29,10,68,55,20,83,48,12,82,40,0,80,44,14,86,55,18,85,41,11,78,26,10,61,57,23,85,"HIGHLAND PARK ISD",60,23,87,42,12,78,64,36,84
"'188904",48,5,76,65,25,79,71,14,71,.,.,.,66,27,89,43,23,73,44,12,81,69,28,90,59,22,88,-1,-1,-1,44,6,72,63,26,88,34,4,70,26,5,59,68,29,90,"BUSHLAND ISD",69,29,90,61,23,87,64,20,91
"'189901",42,13,74,-1,-1,-1,.,.,.,.,.,.,42,12,78,.,.,.,36,5,71,37,13,77,41,12,79,.,.,.,24,3,64,46,11,79,33,5,72,25,9,45,48,14,67,"MARFA ISD",40,11,78,51,15,74,-1,-1,-1
"'189902",37,12,65,-1,-1,-1,93,53,100,.,.,.,47,17,72,.,.,.,45,15,71,49,17,75,46,17,72,-1,-1,-1,34,10,63,44,18,70,35,10,65,23,12,45,67,0,100,"PRESIDIO ISD",48,17,72,44,17,72,17,0,83
"'190903",25,3,63,37,5,80,38,13,81,-1,-1,-1,37,8,70,20,0,43,30,5,65,37,8,70,31,4,67,41,6,65,22,3,60,36,8,70,22,3,58,19,5,40,39,10,71,"RAINS ISD",37,8,71,36,9,67,25,9,59
"'191901",48,15,80,61,26,85,78,41,94,79,45,97,61,24,86,49,17,82,48,15,79,63,24,88,53,17,82,62,21,89,41,11,76,59,24,85,33,6,69,25,8,54,65,27,88,"CANYON ISD",64,26,88,54,20,83,57,21,88
"'192901",22,4,60,-1,-1,-1,77,15,100,.,.,.,45,15,76,.,.,.,37,10,70,44,15,76,39,11,73,.,.,.,22,4,60,45,16,75,25,4,64,21,7,47,76,42,93,"REAGAN COUNTY ISD",47,15,77,34,16,67,70,30,95
"'193801",0,0,0,8,0,17,.,.,.,.,.,.,20,5,48,.,.,.,18,4,47,24,8,54,11,2,38,.,.,.,0,0,0,16,3,44,15,2,46,16,6,49,29,8,61,"BIG SPRINGS CHARTER SCHOOL",27,7,47,15,4,48,10,0,29
"'193902",21,13,46,37,26,63,.,.,.,.,.,.,44,14,75,.,.,.,42,11,71,41,11,74,34,10,64,.,.,.,21,13,46,46,16,76,38,17,66,26,16,49,50,15,82,"LEAKEY ISD",44,14,74,44,13,77,52,4,84
"'194902",38,25,75,52,26,79,-1,-1,-1,100,50,100,69,29,88,75,0,100,62,21,86,70,29,89,49,27,85,50,17,78,38,25,75,69,30,88,37,13,66,32,5,55,74,31,90,"AVERY ISD",71,31,89,66,25,87,60,20,80
"'194903",51,12,78,37,15,76,.,.,.,.,.,.,54,17,84,52,13,79,49,13,80,56,17,87,56,18,84,63,0,63,49,12,77,51,17,81,34,5,71,22,5,50,55,18,85,"RIVERCREST ISD",55,17,85,51,17,81,63,0,100
"'194904",20,2,56,22,3,42,.,.,.,.,.,.,23,4,56,19,2,56,22,4,56,22,3,57,25,5,60,.,.,.,20,2,56,24,5,56,18,2,49,14,2,34,30,8,59,"CLARKSVILLE ISD",23,4,57,23,3,55,67,33,83
"'194905",-1,-1,-1,36,4,75,.,.,.,-1,-1,-1,40,13,72,11,0,48,36,10,70,45,12,75,42,15,78,78,22,100,.,.,.,36,13,69,22,5,52,26,14,47,41,13,72,"DETROIT ISD",41,13,73,38,11,71,20,6,57
"'195901",32,10,68,14,0,57,68,29,88,83,33,100,33,9,68,23,0,49,30,7,65,35,10,69,32,8,67,44,17,72,27,9,63,32,8,66,20,4,58,18,8,41,42,14,72,"PECOS-BARSTOW-TOYAH ISD",34,9,68,31,7,65,29,6,58
"'195902",11,0,67,33,0,100,.,.,.,.,.,.,38,7,73,.,.,.,36,5,71,38,9,76,35,6,68,.,.,.,4,0,67,39,5,71,8,0,58,21,0,59,56,12,97,"BALMORHEA ISD",39,6,71,34,10,80,.,.,.
"'196901",14,0,71,.,.,.,.,.,.,.,.,.,51,16,86,-1,-1,-1,40,9,81,50,13,87,52,14,87,.,.,.,14,0,71,51,18,84,33,7,74,28,9,67,50,20,83,"AUSTWELL-TIVOLI ISD",48,14,85,57,20,88,-1,-1,-1
"'196902",20,0,60,.,.,.,.,.,.,.,.,.,41,10,76,82,12,82,37,7,70,42,10,75,36,8,70,.,.,.,-1,-1,-1,40,10,76,26,4,64,19,9,52,44,14,83,"WOODSBORO ISD",41,11,77,39,5,69,50,5,60
"'196903",48,11,82,43,14,71,-1,-1,-1,.,.,.,42,12,75,34,12,63,36,9,73,43,13,78,40,10,77,-1,-1,-1,44,9,81,40,11,73,21,4,58,18,10,44,50,17,76,"REFUGIO ISD",42,13,76,39,7,72,29,7,86
"'197902",33,0,33,60,20,80,.,.,.,.,.,.,56,19,89,.,.,.,48,15,85,59,21,90,51,10,83,-1,-1,-1,33,0,33,55,18,88,23,0,70,35,15,62,57,20,90,"MIAMI ISD",66,24,94,44,12,81,44,6,94
"'198901",41,15,65,59,22,96,100,43,100,.,.,.,53,19,85,36,5,75,46,13,82,56,22,89,46,17,74,.,.,.,31,17,59,49,16,81,34,9,71,24,3,55,58,23,89,"BREMOND ISD",54,20,86,46,15,81,50,33,83
"'198902",28,4,48,-1,-1,-1,.,.,.,.,.,.,14,0,49,10,0,43,14,1,46,11,0,46,26,2,60,.,.,.,28,4,48,16,1,51,18,3,38,10,0,32,29,0,71,"CALVERT ISD",15,1,45,10,0,57,18,0,55
"'198903",42,15,84,52,18,86,88,58,98,-1,-1,-1,74,37,94,47,18,82,60,24,87,75,38,94,70,30,92,50,0,83,38,15,82,73,37,94,38,9,79,40,14,78,79,42,96,"FRANKLIN ISD",75,38,94,69,34,92,85,54,100
"'198905",11,3,43,16,6,39,.,.,.,.,.,.,18,5,46,17,4,42,18,5,46,19,5,51,18,6,51,.,.,.,9,2,41,16,5,43,9,2,38,28,13,44,18,4,48,"HEARNE ISD",17,5,45,19,3,49,11,6,31
"'198906",66,27,97,80,40,100,-1,-1,-1,.,.,.,79,43,97,62,21,92,74,35,96,80,42,97,71,31,96,-1,-1,-1,63,23,97,78,43,96,59,19,92,42,5,79,89,57,99,"MUMFORD ISD",78,43,97,81,41,99,95,63,100
"'199901",46,17,76,72,39,90,82,52,95,81,33,92,68,34,88,48,19,75,48,18,77,69,34,89,58,24,84,58,24,80,42,13,75,67,34,87,41,13,73,32,10,61,75,40,92,"ROCKWALL ISD",71,36,89,62,30,85,72,40,91
"'199902",35,10,69,56,23,81,73,40,94,60,17,91,51,20,79,40,15,71,40,13,72,52,20,81,45,14,75,38,14,74,30,8,66,50,19,78,27,5,63,24,7,51,59,25,84,"ROYSE CITY ISD",55,21,81,46,17,76,48,17,82
"'200901",48,15,74,35,17,57,88,63,100,.,.,.,43,12,73,38,0,77,36,8,69,47,14,74,36,8,69,.,.,.,41,14,73,39,10,73,26,3,60,18,3,34,51,15,79,"BALLINGER ISD",43,13,74,41,8,72,53,20,73
"'200902",20,6,57,85,31,100,.,.,.,.,.,.,66,30,88,100,33,100,46,17,78,72,35,89,45,18,75,-1,-1,-1,11,3,48,62,26,86,27,4,67,26,6,61,77,37,94,"MILES ISD",71,32,91,52,23,78,78,11,100
"'200904",33,8,79,77,18,100,-1,-1,-1,-1,-1,-1,42,14,73,-1,-1,-1,35,9,68,41,14,74,35,10,67,.,.,.,31,9,80,43,13,71,22,4,58,16,4,44,53,21,81,"WINTERS ISD",43,14,74,41,14,69,50,41,68
"'200906",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,52,19,81,.,.,.,48,16,78,42,14,75,54,19,79,.,.,.,-1,-1,-1,64,24,89,35,12,73,46,29,76,50,19,83,"OLFEN ISD",57,24,80,48,14,82,.,.,.
"'201902",29,7,64,37,8,74,63,37,91,0,0,40,38,11,69,24,5,52,32,8,64,38,11,70,32,8,66,33,6,78,24,5,60,37,11,68,20,3,56,22,9,42,48,15,78,"HENDERSON ISD",38,11,69,35,10,67,26,12,64
"'201903",45,6,81,27,27,55,.,.,.,.,.,.,44,10,73,39,3,71,40,8,71,40,9,71,49,10,79,.,.,.,45,6,81,46,10,75,25,4,55,27,0,49,46,13,73,"LANEVILLE ISD",40,5,73,48,16,73,.,.,.
"'201904",37,4,68,26,16,63,.,.,.,.,.,.,46,12,75,55,5,70,45,9,73,48,11,76,38,7,68,.,.,.,36,3,67,43,12,75,31,3,67,19,11,41,56,18,87,"LEVERETTS CHAPEL ISD",47,15,75,41,4,76,11,0,67
"'201907",26,12,81,19,0,78,60,20,90,100,33,100,55,20,82,40,12,60,44,13,77,60,22,85,45,17,85,-1,-1,-1,26,12,81,50,19,80,28,4,68,22,2,49,60,23,85,"MOUNT ENTERPRISE ISD",55,22,85,55,19,79,50,9,69
"'201908",32,5,64,29,2,59,-1,-1,-1,-1,-1,-1,41,11,78,20,5,67,39,9,76,44,13,82,36,10,68,80,0,80,32,5,64,39,10,74,24,3,62,24,5,50,46,13,83,"OVERTON ISD",40,10,77,44,13,79,42,17,79
"'201910",35,9,73,47,27,81,100,69,100,.,.,.,51,18,80,34,6,66,41,11,73,51,17,78,45,15,78,50,0,100,28,5,69,52,19,81,23,4,62,23,4,46,61,23,85,"TATUM ISD",52,18,81,49,18,76,43,18,78
"'201913",38,7,78,29,0,65,-1,-1,-1,.,.,.,45,12,81,29,11,77,43,10,80,47,10,85,41,9,80,-1,-1,-1,36,7,77,43,13,77,34,5,76,8,3,39,54,17,83,"CARLISLE ISD",44,11,80,53,13,86,32,9,64
"'201914",36,8,69,41,10,74,-1,-1,-1,.,.,.,51,18,80,42,11,71,45,14,76,52,20,80,45,14,74,.,.,.,29,6,65,49,16,80,32,5,69,26,7,44,57,22,85,"WEST RUSK COUNTY CONSOLIDATED ISD",53,19,81,45,15,77,29,16,66
"'202903",25,4,67,44,17,80,-1,-1,-1,33,17,83,54,17,84,31,5,73,47,14,84,56,16,86,46,12,81,50,17,100,25,4,67,52,18,82,37,8,74,34,16,63,59,20,87,"HEMPHILL ISD",55,18,86,49,17,79,43,4,87
"'202905",-1,-1,-1,40,15,75,.,.,.,.,.,.,42,12,77,31,8,66,38,11,75,42,11,80,50,10,90,-1,-1,-1,-1,-1,-1,42,13,75,20,4,63,18,5,41,43,13,78,"WEST SABINE ISD",44,13,79,37,10,74,50,10,80
"'203901",24,4,61,19,2,62,.,.,.,.,.,.,28,7,59,24,5,54,25,6,57,30,6,64,34,9,67,.,.,.,18,3,57,26,7,55,14,2,48,19,6,34,35,13,67,"SAN AUGUSTINE ISD",29,7,61,23,6,53,0,0,40
"'203902",62,28,90,44,16,64,.,.,.,.,.,.,62,21,87,71,14,86,59,20,86,61,20,87,67,29,94,-1,-1,-1,58,23,88,63,23,87,34,13,72,33,12,66,62,21,87,"BROADDUS ISD",63,24,88,60,16,84,56,8,96
"'204901",20,5,50,24,3,63,25,0,75,-1,-1,-1,30,7,61,17,2,49,23,5,55,34,7,67,37,11,65,25,0,25,20,5,50,25,7,56,16,3,47,10,2,30,32,8,63,"COLDSPRING-OAKHURST CISD",31,8,62,26,6,59,21,0,53
"'204904",27,7,65,41,9,70,50,17,75,.,.,.,34,8,68,26,6,58,31,7,65,35,8,70,31,8,68,-1,-1,-1,24,6,63,33,8,66,22,4,59,14,3,35,37,9,68,"SHEPHERD ISD",33,8,68,37,10,69,27,2,73
"'205901",32,7,67,56,10,76,55,0,82,67,17,67,36,9,67,32,5,76,31,8,62,36,9,67,32,8,65,.,.,.,30,7,64,35,10,67,22,4,55,27,13,48,40,11,69,"ARANSAS PASS ISD",36,9,68,34,9,64,18,5,44
"'205902",46,20,77,65,28,87,83,52,96,38,25,63,55,23,82,37,17,70,43,15,74,56,23,83,47,17,77,50,6,89,38,15,74,54,23,80,27,5,64,23,9,48,69,32,89,"GREGORY-PORTLAND ISD",58,24,83,50,20,79,65,25,89
"'205903",42,13,79,49,11,83,80,52,92,-1,-1,-1,52,18,82,38,24,62,49,16,80,51,16,83,50,17,81,80,50,90,42,13,79,53,20,82,34,8,72,25,8,56,55,19,85,"INGLESIDE ISD",54,20,83,47,14,80,43,20,81
"'205904",32,18,75,-1,-1,-1,60,40,100,.,.,.,45,14,77,45,9,91,42,12,76,45,13,79,44,14,76,.,.,.,32,18,75,45,16,76,23,3,63,24,7,52,54,16,86,"MATHIS ISD",44,14,77,48,15,79,39,6,84
"'205905",53,3,93,56,56,89,-1,-1,-1,.,.,.,42,13,74,0,0,80,36,9,69,41,10,72,41,12,72,.,.,.,53,3,93,43,15,75,25,5,57,22,10,45,50,16,83,"ODEM-EDROY ISD",41,13,73,45,13,75,18,0,71
"'205906",31,11,63,44,31,56,88,19,100,.,.,.,46,14,76,22,0,53,38,10,71,45,15,77,42,13,74,-1,-1,-1,29,8,63,47,14,76,28,5,65,24,6,47,63,24,87,"SINTON ISD",46,14,77,42,14,74,45,24,71
"'205907",28,0,55,78,33,78,.,.,.,-1,-1,-1,32,8,65,-1,-1,-1,31,7,63,32,6,67,32,8,64,-1,-1,-1,32,0,56,33,11,62,22,4,56,16,4,34,45,8,79,"TAFT ISD",32,7,65,33,12,63,39,6,78
"'206901",35,7,76,36,0,91,-1,-1,-1,.,.,.,45,15,81,.,.,.,40,11,77,43,15,79,40,10,76,.,.,.,31,5,74,48,15,82,30,4,73,11,3,47,56,25,88,"SAN SABA ISD",48,17,82,31,6,72,62,21,86
"'206902",40,0,60,.,.,.,.,.,.,.,.,.,38,10,77,-1,-1,-1,33,10,73,48,16,82,27,5,65,-1,-1,-1,40,0,60,30,5,73,21,0,65,25,13,68,40,11,80,"RICHLAND SPRINGS ISD",29,11,80,46,9,75,-1,-1,-1
"'206903",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,54,19,87,27,9,45,46,11,84,47,15,86,39,15,83,.,.,.,-1,-1,-1,61,22,88,44,12,81,12,0,50,60,20,91,"CHEROKEE ISD",55,23,88,52,14,85,-1,-1,-1
"'207901",34,12,66,100,80,100,.,.,.,.,.,.,52,16,81,-1,-1,-1,44,12,76,48,13,77,45,13,76,-1,-1,-1,34,12,66,55,19,84,35,8,73,45,21,70,67,22,91,"SCHLEICHER ISD",52,17,81,50,13,81,-1,-1,-1
"'208901",32,8,44,31,0,69,.,.,.,.,.,.,33,7,67,13,0,63,26,3,63,32,7,66,23,5,61,.,.,.,32,8,44,33,7,68,16,2,53,3,0,23,41,9,71,"HERMLEIGH ISD",29,6,63,39,9,73,33,0,89
"'208902",31,12,61,44,13,72,74,32,95,-1,-1,-1,36,12,66,25,7,61,31,9,61,36,11,67,32,10,63,36,14,64,27,10,58,36,13,65,24,7,56,23,8,43,44,18,72,"SNYDER ISD",37,13,67,32,11,62,38,9,68
"'208903",53,13,93,-1,-1,-1,.,.,.,.,.,.,67,33,91,-1,-1,-1,55,19,86,66,33,88,64,32,90,.,.,.,17,0,83,68,33,93,35,6,76,22,9,48,68,34,91,"IRA ISD",68,36,91,64,23,89,77,46,100
"'209901",53,7,73,63,6,94,-1,-1,-1,.,.,.,52,17,82,100,17,100,36,8,72,51,18,82,46,12,80,-1,-1,-1,53,7,73,53,15,82,27,4,66,14,6,44,53,18,82,"ALBANY ISD",52,16,81,53,19,84,100,0,100
"'209902",.,.,.,.,.,.,.,.,.,-1,-1,-1,25,6,58,.,.,.,26,6,59,24,8,62,27,13,63,.,.,.,.,.,.,26,3,54,21,4,56,2,0,30,25,4,57,"MORAN ISD",27,5,61,23,6,54,-1,-1,-1
"'210901",37,9,73,50,17,82,61,16,88,67,17,100,41,10,74,26,4,63,37,8,72,42,10,75,40,10,75,75,25,92,34,7,71,40,10,73,29,5,66,19,2,44,49,14,78,"CENTER ISD",41,10,75,40,10,71,44,14,72
"'210902",32,6,74,58,16,74,-1,-1,-1,.,.,.,51,15,80,23,8,62,42,11,76,53,13,82,41,8,78,60,0,80,32,6,74,48,17,79,25,3,61,22,4,57,53,16,82,"JOAQUIN ISD",51,15,82,50,15,76,56,15,91
"'210903",45,3,72,59,9,85,-1,-1,-1,.,.,.,52,18,83,25,5,69,44,13,78,54,17,84,46,11,79,.,.,.,45,3,72,52,19,81,37,6,72,32,16,57,58,22,85,"SHELBYVILLE ISD",53,18,83,51,18,81,62,27,92
"'210904",32,8,68,46,0,92,.,.,.,.,.,.,36,8,72,24,5,63,34,7,70,41,11,78,37,7,73,.,.,.,26,5,59,32,5,67,24,3,61,9,1,43,48,14,82,"TENAHA ISD",35,7,72,41,10,72,42,8,92
"'210905",36,12,78,33,7,69,-1,-1,-1,.,.,.,39,10,71,22,3,55,30,7,66,38,11,73,36,6,78,.,.,.,36,12,78,41,10,70,21,4,59,15,4,39,47,14,77,"TIMPSON ISD",36,10,71,45,11,74,33,0,60
"'210906",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,33,16,70,.,.,.,26,16,58,26,18,66,0,0,29,.,.,.,-1,-1,-1,38,15,73,21,13,60,7,0,40,36,18,72,"EXCELSIOR ISD",38,19,81,21,11,46,46,15,77
"'211901",71,14,93,.,.,.,.,.,.,.,.,.,77,21,93,.,.,.,75,25,91,82,14,100,63,17,90,.,.,.,71,14,93,71,29,86,75,14,93,67,25,92,92,27,96,"TEXHOMA ISD",81,17,95,64,36,86,.,.,.
"'211902",34,12,73,45,14,73,.,.,.,.,.,.,56,20,82,-1,-1,-1,46,15,76,54,17,83,49,15,77,-1,-1,-1,32,12,72,58,23,81,33,8,69,28,14,53,68,29,90,"STRATFORD ISD",59,21,83,41,15,77,29,0,64
"'212801",28,5,59,50,20,77,60,25,85,.,.,.,43,15,73,30,10,56,35,9,66,43,15,72,35,8,69,40,0,100,26,5,56,43,14,74,22,5,55,17,5,39,52,20,81,"CUMBERLAND ACADEMY",46,17,76,39,12,68,43,15,72
"'212804",63,22,88,62,32,88,81,45,97,-1,-1,-1,67,32,89,57,22,75,57,23,83,66,31,88,61,26,87,75,50,88,51,11,81,68,34,90,29,0,86,37,13,70,69,35,91,"UT TYLER UNIVERSITY ACADEMY",69,35,90,64,30,88,86,29,100
"'212901",31,3,72,38,10,70,100,57,100,-1,-1,-1,47,13,80,29,7,65,39,11,74,47,14,83,39,9,72,-1,-1,-1,24,2,66,46,12,78,20,3,62,15,3,45,53,16,86,"ARP ISD",49,14,82,43,12,77,40,7,80
"'212902",51,11,82,62,29,81,54,38,92,.,.,.,68,30,90,33,9,74,50,16,82,70,31,91,63,24,88,47,6,76,46,7,81,66,29,89,38,8,74,31,10,59,71,32,91,"BULLARD ISD",70,31,91,63,28,87,72,31,96
"'212903",56,18,83,71,38,91,99,71,100,-1,-1,-1,72,38,90,49,18,79,60,25,84,72,38,90,66,30,88,77,37,83,46,13,78,71,37,90,41,11,73,31,11,61,74,41,91,"LINDALE ISD",74,39,91,66,33,88,72,35,94
"'212904",38,7,71,65,32,88,80,60,80,-1,-1,-1,58,24,84,35,12,70,49,18,78,59,25,86,52,21,80,-1,-1,-1,36,6,69,57,22,82,42,12,74,23,11,47,62,26,87,"TROUP ISD",59,24,84,53,22,83,60,33,85
"'212905",38,13,69,50,17,76,79,49,90,50,33,67,46,18,73,29,8,60,38,12,68,48,19,75,43,15,73,50,23,63,35,11,67,44,18,71,29,7,61,22,6,41,72,38,89,"TYLER ISD",46,18,74,45,18,71,40,16,66
