DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R
"'061802",26,9,52,0,0,23,.,.,.,.,.,.,34,16,62,33,17,54,33,16,60,34,18,61,30,11,59,-1,-1,-1,21,5,47,34,15,63,30,14,60,11,2,30,49,30,81,"NORTH TEXAS COLLEGIATE ACADEMY",36,18,65,33,15,61,39,33,67
"'061804",50,25,77,58,32,78,77,48,94,.,.,.,53,27,81,39,12,78,39,10,74,53,27,82,44,20,72,73,27,93,39,18,68,53,27,80,24,8,56,26,15,49,43,20,77,"LEADERSHIP PREP SCHOOL",60,32,86,45,22,75,37,13,70
"'061805",34,16,61,57,29,74,72,44,87,92,75,100,58,32,82,23,5,40,75,38,100,57,31,81,49,28,80,.,.,.,25,10,54,59,33,83,25,10,57,24,11,57,60,32,85,"TRIVIUM ACADEMY",64,39,86,48,21,76,64,32,82
"'061901",26,9,56,40,20,67,63,33,85,40,14,75,42,18,69,28,9,55,27,9,56,42,18,71,32,12,61,47,16,79,20,6,50,41,17,68,22,7,51,19,7,37,55,26,80,"DENTON ISD",45,20,72,34,13,62,37,13,68
"'061902",29,11,58,58,31,79,72,45,89,48,14,68,54,27,77,31,10,59,31,11,59,55,28,79,37,14,65,52,26,77,21,7,51,53,26,76,26,7,57,26,10,49,67,35,88,"LEWISVILLE ISD",56,29,79,47,22,71,59,30,85
"'061903",30,10,59,60,25,79,60,20,100,-1,-1,-1,43,17,73,35,8,55,35,12,65,47,18,76,36,12,65,36,7,100,23,8,51,40,16,70,24,9,55,29,14,43,51,22,82,"PILOT POINT ISD",44,17,73,41,17,71,26,11,84
"'061905",26,8,56,51,28,83,76,33,86,.,.,.,46,20,74,42,17,64,33,12,64,46,19,76,33,12,63,48,12,68,15,4,46,47,21,73,21,5,55,16,4,36,52,24,80,"KRUM ISD",48,21,75,42,19,72,49,21,84
"'061906",28,8,62,35,18,80,93,57,100,.,.,.,48,21,77,21,4,81,33,11,67,47,20,78,36,14,67,60,25,85,20,4,53,49,22,77,21,5,57,21,5,42,55,25,82,"PONDER ISD",53,23,81,38,16,70,45,31,86
"'061907",37,14,68,51,25,77,62,48,67,83,67,100,53,23,80,33,11,62,37,14,68,55,23,81,44,17,74,50,13,75,23,6,57,52,23,79,23,6,56,24,7,45,59,27,85,"AUBREY ISD",58,26,84,46,20,74,48,21,84
"'061908",26,7,58,44,20,77,70,26,93,-1,-1,-1,45,19,73,34,11,61,33,11,63,48,20,76,37,14,67,30,10,80,9,1,39,42,17,70,17,5,45,18,4,37,50,21,77,"SANGER ISD",48,19,76,38,16,66,42,17,83
"'061910",46,24,68,70,41,89,78,46,92,.,.,.,70,38,90,55,35,77,44,17,69,71,40,91,61,30,81,81,50,97,26,14,48,70,37,90,39,13,71,39,15,62,72,39,92,"ARGYLE ISD",73,40,91,67,36,89,69,41,93
"'061911",33,14,62,76,15,98,68,42,89,50,21,77,54,26,79,40,16,69,35,13,64,55,26,81,44,18,71,48,21,73,22,7,53,53,25,78,25,7,56,20,6,42,59,29,83,"NORTHWEST ISD",57,28,82,45,20,73,53,25,81
"'061912",20,6,50,45,17,68,69,38,85,.,.,.,39,14,69,22,6,51,29,9,59,40,15,71,32,10,62,40,18,67,13,4,39,39,14,67,16,4,47,18,3,36,46,17,76,"LAKE DALLAS ISD",40,14,70,38,14,66,36,13,66
"'061914",25,8,54,48,27,76,66,42,85,52,19,86,41,17,69,33,11,61,30,10,58,42,17,72,33,12,61,50,31,83,13,4,41,40,18,67,20,5,51,18,5,36,52,24,80,"LITTLE ELM ISD",45,20,72,33,13,62,31,14,66
"'062901",29,12,65,56,25,74,58,42,75,-1,-1,-1,41,17,71,27,8,58,29,10,61,44,18,73,34,12,66,-1,-1,-1,23,7,56,39,16,69,20,5,49,16,6,32,54,25,79,"CUERO ISD",42,16,72,41,19,68,35,15,75
"'062902",.,.,.,.,.,.,.,.,.,.,.,.,42,18,72,83,17,100,27,8,61,48,17,72,28,10,61,.,.,.,.,.,.,35,19,72,20,1,53,13,0,20,53,26,81,"NORDHEIM ISD",44,19,73,31,14,67,-1,-1,-1
"'062903",37,15,70,58,25,78,100,20,100,.,.,.,46,19,75,31,13,60,42,17,72,48,18,78,42,17,73,40,20,60,30,10,64,44,20,72,27,9,60,23,9,40,59,28,83,"YOAKUM ISD",45,19,74,47,20,77,43,14,81
"'062904",24,0,53,40,20,70,.,.,.,.,.,.,33,13,60,26,5,42,24,7,48,37,14,64,26,7,51,50,17,67,24,0,53,30,11,56,14,2,42,3,0,17,42,19,70,"YORKTOWN ISD",34,13,61,32,12,57,7,7,43
"'062905",62,15,92,-1,-1,-1,.,.,.,.,.,.,46,17,79,.,.,.,41,11,77,50,15,79,47,11,82,.,.,.,-1,-1,-1,42,20,78,100,40,100,.,.,.,47,24,78,"WESTHOFF ISD",46,20,76,44,11,85,.,.,.
"'062906",-1,-1,-1,.,.,.,.,.,.,.,.,.,50,25,81,-1,-1,-1,41,18,74,49,24,81,42,15,81,.,.,.,-1,-1,-1,52,27,82,22,3,69,25,17,50,54,29,83,"MEYERSVILLE ISD",56,30,83,42,19,79,.,.,.
"'063903",.,.,.,38,24,48,.,.,.,.,.,.,50,18,77,-1,-1,-1,37,10,64,57,23,84,43,10,69,.,.,.,.,.,.,44,15,71,30,7,61,26,7,42,55,22,84,"SPUR ISD",52,18,78,45,18,73,-1,-1,-1
"'063906",20,0,20,.,.,.,.,.,.,.,.,.,46,14,71,.,.,.,44,7,69,40,9,64,47,16,68,.,.,.,20,0,20,52,18,77,23,0,46,18,5,41,45,12,73,"PATTON SPRINGS ISD",50,16,76,38,10,60,0,0,50
"'064903",21,8,46,46,21,75,85,69,100,.,.,.,22,8,49,35,5,60,20,7,46,24,8,51,21,7,47,-1,-1,-1,15,5,37,21,8,46,12,3,36,18,7,28,46,15,71,"CARRIZO SPRINGS CISD",22,8,49,26,8,47,38,23,62
"'065901",.,.,.,42,17,81,.,.,.,.,.,.,52,23,79,16,0,34,38,13,68,53,24,78,47,23,74,-1,-1,-1,.,.,.,50,23,79,26,5,56,26,10,51,59,27,86,"CLARENDON ISD",55,25,83,44,18,66,-1,-1,-1
"'065902",60,20,80,40,0,100,.,.,.,.,.,.,49,21,78,.,.,.,47,22,77,42,14,72,33,16,62,.,.,.,60,20,80,55,26,82,48,14,81,37,26,57,59,25,86,"HEDLEY ISD",57,22,86,44,21,73,-1,-1,-1
"'066005",13,7,67,.,.,.,.,.,.,.,.,.,7,3,40,.,.,.,7,4,36,7,7,40,7,4,36,.,.,.,13,7,67,7,0,40,9,5,45,-1,-1,-1,-1,-1,-1,"RAMIREZ CSD",13,7,67,0,0,13,.,.,.
"'066901",5,0,35,.,.,.,.,.,.,.,.,.,22,6,55,.,.,.,21,5,54,23,7,58,22,6,55,.,.,.,6,0,31,21,5,53,10,2,32,13,0,29,-1,-1,-1,"BENAVIDES ISD",23,6,57,18,6,49,-1,-1,-1
"'066902",22,5,43,.,.,.,.,.,.,.,.,.,29,10,59,-1,-1,-1,28,9,57,30,8,60,29,10,59,.,.,.,15,6,38,29,11,58,14,2,41,18,5,33,72,28,94,"SAN DIEGO ISD",29,10,59,31,11,60,38,6,69
"'066903",24,9,55,-1,-1,-1,-1,-1,-1,.,.,.,34,10,65,43,14,43,28,7,59,36,12,67,33,10,64,-1,-1,-1,12,4,43,31,8,63,20,4,49,24,6,41,48,17,81,"FREER ISD",33,10,65,37,11,66,20,5,50
"'067902",11,0,68,64,21,93,100,88,100,.,.,.,59,27,87,18,0,45,49,16,80,65,29,90,49,19,81,33,11,78,11,0,68,54,25,84,33,7,73,14,6,47,62,29,88,"CISCO ISD",61,28,88,55,23,84,29,17,75
"'067903",19,5,54,11,11,39,71,43,93,.,.,.,43,17,75,16,0,42,34,11,68,44,18,76,34,12,68,.,.,.,14,2,51,43,17,72,19,5,56,25,6,43,48,20,78,"EASTLAND ISD",46,19,76,35,13,70,22,17,74
"'067904",17,0,63,60,30,80,.,.,.,.,.,.,35,12,70,.,.,.,33,13,67,37,14,72,30,8,71,.,.,.,17,0,63,34,10,68,20,3,56,9,3,39,37,13,69,"GORMAN ISD",37,12,71,28,9,65,40,12,64
"'067907",16,8,20,.,.,.,-1,-1,-1,.,.,.,25,7,54,36,29,57,21,6,50,20,4,53,21,5,45,0,0,20,5,0,9,29,10,54,11,2,35,28,15,47,26,7,58,"RANGER ISD",24,6,56,26,8,51,42,13,61
"'067908",30,4,65,.,.,.,-1,-1,-1,.,.,.,40,10,67,-1,-1,-1,32,8,61,43,13,75,30,5,59,.,.,.,20,0,50,37,7,59,23,6,51,21,16,42,44,12,70,"RISING STAR ISD",51,13,72,25,6,61,-1,-1,-1
"'068802",-1,-1,-1,58,21,88,100,70,100,.,.,.,51,23,81,42,21,65,49,18,79,52,23,83,50,21,78,55,18,91,-1,-1,-1,51,22,80,27,4,59,18,5,48,52,24,84,"COMPASS ACADEMY CHARTER SCHOOL",51,23,81,51,21,82,71,44,95
"'068803",35,14,63,50,27,88,100,100,100,0,0,67,46,19,75,62,38,85,36,12,68,46,18,75,38,12,69,40,20,80,19,6,48,46,21,75,25,5,57,31,9,58,53,25,80,"UTPB STEM ACADEMY",46,19,74,47,20,76,24,12,78
"'068901",19,6,45,31,13,58,61,33,85,20,5,41,25,9,52,19,5,43,20,7,46,26,9,54,23,8,50,26,7,49,15,5,41,25,9,50,14,4,39,15,5,27,35,14,62,"ECTOR COUNTY ISD",25,9,52,26,9,53,20,7,45
"'069901",17,6,33,.,.,.,-1,-1,-1,.,.,.,24,7,51,-1,-1,-1,16,3,41,32,10,60,18,4,44,.,.,.,17,6,33,19,5,44,14,2,40,13,4,48,49,19,78,"ROCKSPRINGS ISD",21,5,48,47,17,72,-1,-1,-1
"'069902",38,13,88,-1,-1,-1,.,.,.,.,.,.,47,21,76,.,.,.,42,19,72,55,27,85,36,17,69,-1,-1,-1,38,13,88,41,16,68,46,19,69,37,17,50,55,24,81,"NUECES CANYON CISD",51,22,79,36,19,68,-1,-1,-1
"'070801",14,3,40,37,17,54,.,.,.,.,.,.,16,4,41,13,3,35,16,4,41,17,4,44,16,4,42,20,0,80,13,3,39,14,4,38,12,3,36,4,1,13,33,11,62,"WAXAHACHIE FAITH FAMILY ACADEMY",16,4,42,15,4,40,17,0,30
"'070901",12,6,39,.,.,.,.,.,.,.,.,.,36,12,68,0,0,29,27,7,62,42,14,72,28,9,65,.,.,.,14,7,34,30,11,63,30,5,48,24,4,51,44,15,72,"AVALON ISD",36,11,69,37,17,67,40,20,80
"'070903",28,10,60,33,11,59,62,23,85,39,10,55,41,17,70,23,7,52,34,13,64,43,18,73,39,15,69,30,20,80,14,4,46,39,17,67,19,4,49,17,5,34,56,26,80,"ENNIS ISD",42,18,71,37,15,65,38,17,68
"'070905",24,8,55,17,3,48,50,13,63,43,14,100,31,11,62,19,6,53,29,10,60,32,11,64,31,11,63,25,0,75,18,5,50,30,10,60,21,5,53,13,2,28,35,12,62,"FERRIS ISD",33,12,64,25,8,55,28,13,63
"'070907",27,8,63,22,13,48,.,.,.,.,.,.,36,13,68,19,4,50,30,9,62,41,16,75,30,8,67,-1,-1,-1,25,7,63,31,11,60,26,5,59,18,3,34,47,21,75,"ITALY ISD",37,13,69,34,15,66,0,0,33
"'070908",30,10,59,51,25,77,67,34,84,-1,-1,-1,53,25,80,40,15,71,35,13,65,56,27,82,44,18,73,48,22,78,19,5,50,51,24,78,27,7,61,21,8,43,59,29,84,"MIDLOTHIAN ISD",55,26,81,50,23,77,54,23,84
"'070909",21,0,50,47,31,63,.,.,.,.,.,.,29,10,57,30,12,53,25,7,53,31,10,61,27,4,58,.,.,.,19,0,48,29,10,54,19,3,46,11,6,36,28,11,58,"MILFORD ISD",30,11,59,28,9,53,26,11,42
"'070910",33,11,61,48,23,88,56,0,89,.,.,.,51,22,80,61,28,94,43,17,73,55,22,84,44,18,73,50,13,100,30,10,58,47,21,76,29,8,64,28,10,56,56,25,85,"PALMER ISD",53,23,81,45,19,76,36,21,71
"'070911",23,8,53,48,21,72,53,28,77,-1,-1,-1,40,17,68,35,12,63,32,11,62,43,17,72,37,14,66,48,15,75,23,8,53,38,16,65,21,6,51,21,7,37,50,24,76,"RED OAK ISD",45,19,72,32,12,62,40,13,65
"'070912",33,11,64,50,23,77,88,51,99,56,24,82,47,20,74,31,11,61,35,13,65,49,22,77,43,16,72,63,33,89,25,8,56,45,19,72,25,7,57,20,6,41,55,26,80,"WAXAHACHIE ISD",49,22,76,43,18,71,51,25,81
"'070915",28,8,62,45,27,73,100,80,100,-1,-1,-1,43,18,74,43,14,71,30,10,63,45,19,78,35,12,66,20,0,40,24,6,59,41,18,70,19,4,54,17,5,34,45,20,76,"MAYPEARL ISD",43,19,72,42,18,76,45,21,79
"'071801",24,8,54,20,10,70,-1,-1,-1,.,.,.,32,12,63,64,36,86,28,8,61,31,11,63,30,11,62,.,.,.,18,6,48,33,14,64,19,6,50,17,8,46,47,22,77,"BURNHAM WOOD CHARTER SCHOOL DISTRI",39,15,75,28,10,56,22,9,65
"'071803",21,3,52,.,.,.,.,.,.,.,.,.,38,11,69,.,.,.,37,12,66,34,9,71,38,11,69,.,.,.,19,3,49,42,13,66,33,10,66,27,7,60,-1,-1,-1,"TRIUMPH PUBLIC HIGH SCHOOLS-EL PAS",-1,-1,-1,38,11,68,50,0,67
"'071804",19,0,51,-1,-1,-1,.,.,.,.,.,.,39,8,69,-1,-1,-1,37,6,68,34,3,69,38,7,69,-1,-1,-1,15,0,46,44,12,68,38,6,68,30,0,44,40,10,60,"EL PASO ACADEMY",-1,-1,-1,39,8,69,0,0,38
"'071806",24,8,55,33,27,59,72,40,94,48,28,74,33,12,62,21,5,51,28,9,57,32,12,61,32,12,61,0,0,33,15,4,47,34,12,62,22,7,52,18,7,35,42,19,74,"HARMONY SCIENCE ACAD (EL PASO)",35,14,64,29,10,58,20,5,43
"'071807",17,7,41,.,.,.,.,.,.,.,.,.,19,8,42,.,.,.,18,7,41,17,7,42,19,8,42,.,.,.,17,7,41,21,9,42,18,7,42,-1,-1,-1,40,20,40,"LA FE PREPARATORY SCHOOL",27,12,51,9,3,30,.,.,.
"'071809",38,15,71,.,.,.,-1,-1,-1,.,.,.,46,20,78,100,83,100,43,16,72,45,21,81,42,18,76,.,.,.,38,15,71,47,20,75,37,15,72,33,0,75,67,21,96,"VISTA DEL FUTURO CHARTER SCHOOL",49,21,84,41,19,70,50,17,50
"'071810",7,2,39,.,.,.,.,.,.,.,.,.,15,5,49,.,.,.,13,4,46,13,4,48,14,5,48,.,.,.,7,1,38,17,5,49,7,1,38,16,0,40,29,4,71,"EL PASO LEADERSHIP ACADEMY",.,.,.,15,5,49,13,13,33
"'071901",13,3,36,30,13,57,17,0,67,0,0,0,23,7,47,35,12,46,22,6,46,25,7,52,23,7,47,14,0,41,9,2,29,22,6,44,11,2,34,12,3,21,27,8,51,"CLINT ISD",25,7,49,19,5,43,16,5,39
"'071902",21,7,47,49,22,76,74,45,91,30,16,59,36,14,62,35,14,62,27,9,54,37,14,64,33,12,60,28,14,54,17,6,43,35,13,60,22,6,49,14,4,31,55,27,80,"EL PASO ISD",36,14,62,36,14,62,26,9,56
"'071903",13,3,37,.,.,.,.,.,.,.,.,.,18,5,45,.,.,.,16,4,43,20,6,48,17,5,45,.,.,.,9,2,30,16,5,42,10,2,33,8,2,21,69,31,92,"FABENS ISD",18,5,46,15,5,41,10,2,37
"'071904",16,3,42,.,.,.,.,.,.,.,.,.,23,6,51,.,.,.,21,5,49,25,6,56,23,6,51,.,.,.,13,3,38,21,6,46,15,3,42,15,3,32,56,33,78,"SAN ELIZARIO ISD",24,6,52,19,6,46,6,2,38
"'071905",24,8,52,47,17,77,59,31,82,52,18,73,35,13,63,30,9,58,30,10,59,36,13,65,35,13,63,27,12,53,19,6,47,34,13,61,21,6,49,21,8,39,48,19,74,"YSLETA ISD",36,13,65,32,11,59,30,11,62
"'071906",17,4,43,-1,-1,-1,.,.,.,.,.,.,24,7,53,.,.,.,20,5,48,22,6,52,24,7,53,.,.,.,14,4,39,26,8,54,15,4,43,13,5,26,21,11,50,"ANTHONY ISD",26,7,54,18,6,48,28,16,48
"'071907",26,9,55,45,14,74,61,18,86,.,.,.,37,14,66,51,22,75,30,10,59,40,16,68,36,14,65,29,0,86,21,7,50,35,13,63,21,6,51,15,3,29,54,28,78,"CANUTILLO ISD",38,15,66,36,13,65,31,10,59
"'071908",10,3,37,.,.,.,.,.,.,.,.,.,17,4,44,.,.,.,17,4,43,18,5,44,17,4,44,.,.,.,6,1,28,15,4,43,9,2,35,2,0,14,.,.,.,"TORNILLO ISD",18,4,45,13,3,38,8,0,60
"'071909",22,6,49,46,21,77,66,38,88,40,24,64,37,13,65,42,16,70,32,10,59,39,13,68,36,12,64,39,12,57,16,4,42,35,12,62,20,5,49,18,6,35,49,18,75,"SOCORRO ISD",39,13,67,31,10,59,28,8,59
"'072801",17,4,46,42,16,69,52,4,87,-1,-1,-1,37,10,64,33,6,57,33,8,62,36,8,66,33,8,62,22,11,56,13,2,41,38,13,61,34,9,62,21,9,41,43,15,68,"PREMIER HIGH SCHOOLS",41,13,59,37,10,64,24,3,48
"'072802",.,.,.,-1,-1,-1,.,.,.,.,.,.,37,11,65,.,.,.,38,12,66,29,10,67,42,11,68,-1,-1,-1,.,.,.,42,12,64,37,12,63,-1,-1,-1,30,9,61,"ERATH EXCELS ACADEMY INC",-1,-1,-1,36,11,64,.,.,.
"'072901",5,2,41,-1,-1,-1,.,.,.,.,.,.,28,10,69,.,.,.,24,10,64,31,13,78,20,6,59,.,.,.,4,0,36,24,7,60,14,8,48,0,0,38,34,14,79,"THREE WAY ISD",23,9,63,31,11,75,0,0,90
"'072902",43,16,80,75,30,80,-1,-1,-1,-1,-1,-1,55,22,84,56,19,75,52,20,83,59,22,87,52,20,84,80,20,100,42,16,78,52,22,82,39,13,76,35,16,57,59,25,85,"DUBLIN ISD",58,23,86,44,16,76,50,28,67
"'072903",29,12,58,63,31,80,72,41,92,-1,-1,-1,51,25,77,21,10,57,37,15,65,51,24,79,37,15,65,50,44,81,22,8,51,51,25,75,26,9,56,23,8,41,60,31,84,"STEPHENVILLE ISD",54,26,78,44,21,72,55,29,76
"'072904",22,0,44,86,57,100,.,.,.,.,.,.,53,28,80,-1,-1,-1,40,19,71,51,29,78,29,18,53,-1,-1,-1,-1,-1,-1,55,27,82,22,6,55,26,13,48,54,28,81,"BLUFF DALE ISD",52,33,80,54,24,79,-1,-1,-1
"'072908",46,23,77,63,25,88,-1,-1,-1,-1,-1,-1,51,21,83,.,.,.,42,16,80,51,18,83,38,13,76,-1,-1,-1,46,23,77,51,24,85,23,6,60,29,14,63,54,23,85,"HUCKABAY ISD",53,22,82,47,19,86,-1,-1,-1
"'072909",28,9,61,-1,-1,-1,.,.,.,.,.,.,40,17,71,0,0,33,37,14,72,44,21,76,33,13,67,.,.,.,23,7,56,36,13,66,21,7,59,24,10,44,47,21,76,"LINGLEVILLE ISD",41,17,73,38,17,67,71,43,86
"'072910",-1,-1,-1,.,.,.,.,.,.,.,.,.,39,17,74,.,.,.,25,3,64,41,13,74,9,0,47,.,.,.,.,.,.,38,20,74,57,0,57,20,13,27,45,20,79,"MORGAN MILL ISD",42,17,74,35,17,73,20,0,80
"'073901",19,5,59,24,3,68,-1,-1,-1,-1,-1,-1,33,10,70,39,11,73,33,10,69,39,12,75,28,7,65,.,.,.,14,6,52,28,8,64,24,6,63,14,3,39,46,20,82,"CHILTON ISD",33,10,70,34,9,67,0,0,25
"'073903",22,8,42,19,4,44,-1,-1,-1,.,.,.,21,7,46,17,5,43,21,7,46,24,6,51,25,9,50,.,.,.,18,5,39,19,8,42,15,3,40,27,9,34,36,15,53,"MARLIN ISD",21,7,45,23,9,49,6,3,25
"'073904",-1,-1,-1,92,67,100,.,.,.,.,.,.,64,38,90,.,.,.,67,44,87,69,44,93,36,21,64,-1,-1,-1,-1,-1,-1,59,33,88,31,6,72,24,10,57,64,37,91,"WESTPHALIA ISD",62,37,89,78,52,100,86,43,100
"'073905",29,9,55,21,4,64,-1,-1,-1,.,.,.,35,14,63,27,9,55,28,10,57,38,15,70,40,16,68,.,.,.,20,5,47,32,13,56,15,4,43,11,2,26,35,14,60,"ROSEBUD-LOTT ISD",38,16,65,29,8,58,25,9,56
"'074903",29,10,59,38,14,62,82,71,94,.,.,.,38,15,67,18,6,49,31,11,60,38,15,68,32,12,64,23,18,68,23,8,52,38,14,65,21,6,50,22,9,38,43,17,70,"BONHAM ISD",38,15,68,37,14,64,27,19,61
"'074904",58,32,79,76,35,100,60,60,60,.,.,.,56,26,82,.,.,.,46,15,75,58,27,88,56,20,89,.,.,.,36,9,64,53,25,77,29,7,63,13,5,41,55,26,81,"DODD CITY ISD",59,28,83,41,17,80,33,17,67
"'074905",0,0,31,0,0,33,-1,-1,-1,.,.,.,30,8,64,14,0,29,20,4,56,27,3,66,11,2,41,-1,-1,-1,0,0,31,33,12,62,31,6,69,13,3,40,33,8,68,"ECTOR ISD",34,9,68,24,6,59,21,0,58
"'074907",35,13,60,48,12,74,-1,-1,-1,.,.,.,50,20,75,36,10,56,42,15,67,53,23,76,44,18,69,.,.,.,30,12,53,46,18,75,29,9,57,22,8,33,53,22,80,"HONEY GROVE ISD",52,20,76,45,21,74,35,4,61
"'074909",19,2,47,40,21,72,.,.,.,.,.,.,40,14,71,45,9,82,31,10,64,41,15,76,37,12,64,36,9,64,19,2,47,39,14,67,17,4,52,16,7,38,41,15,73,"LEONARD ISD",41,15,73,35,13,66,43,23,69
"'074911",36,27,64,41,24,59,.,.,.,.,.,.,51,22,79,40,40,100,42,16,74,57,27,84,48,21,70,-1,-1,-1,0,0,43,45,18,75,24,8,60,26,11,41,51,22,81,"SAVOY ISD",54,23,80,44,21,78,45,14,86
"'074912",25,8,59,31,13,56,.,.,.,.,.,.,41,14,73,-1,-1,-1,31,11,63,40,12,74,33,9,66,33,11,100,25,8,59,42,16,72,21,5,56,17,3,41,45,17,77,"TRENTON ISD",45,17,78,35,11,66,21,7,57
"'074917",20,14,61,35,8,65,.,.,.,.,.,.,45,19,77,83,83,100,35,15,67,48,23,79,40,21,72,-1,-1,-1,15,9,59,42,15,74,12,5,49,18,9,36,46,19,77,"SAM RAYBURN ISD",44,17,76,49,27,80,73,55,100
"'075901",25,11,64,46,23,100,83,50,100,.,.,.,66,38,89,59,20,84,51,26,81,72,43,91,56,30,85,.,.,.,16,7,49,61,34,87,31,13,66,27,12,56,82,53,94,"FLATONIA ISD",69,40,91,55,33,82,60,40,100
"'075902",19,6,55,29,9,61,59,0,88,.,.,.,46,19,73,27,6,58,32,10,60,48,21,75,36,14,66,-1,-1,-1,19,6,55,44,18,71,22,6,54,18,4,37,58,27,81,"LA GRANGE ISD",46,20,72,45,18,74,43,16,79
"'075903",24,8,56,32,13,65,0,0,63,.,.,.,44,18,72,26,8,56,34,12,64,44,15,73,38,13,68,-1,-1,-1,22,7,53,43,21,71,23,6,54,21,6,38,57,27,82,"SCHULENBURG ISD",42,17,71,50,19,74,47,28,84
"'075906",11,3,59,33,0,83,.,.,.,.,.,.,49,23,80,-1,-1,-1,41,18,77,45,20,78,27,8,71,.,.,.,4,0,42,53,27,81,25,6,65,26,17,26,54,27,82,"FAYETTEVILLE ISD",55,28,84,36,12,71,40,10,80
"'075908",42,23,79,80,60,100,.,.,.,.,.,.,64,31,88,27,13,60,54,29,81,68,33,92,48,22,80,.,.,.,19,6,66,58,28,81,32,13,70,42,17,58,71,34,91,"ROUND TOP-CARMINE ISD",65,32,88,60,28,84,33,0,83
"'076903",11,0,44,44,22,78,.,.,.,.,.,.,32,13,63,0,0,25,28,12,58,32,14,65,21,6,55,.,.,.,11,0,44,32,11,61,24,5,50,11,1,27,39,16,68,"ROBY CISD",37,14,65,21,8,58,20,0,80
"'076904",0,0,57,21,5,68,.,.,.,.,.,.,47,18,79,53,40,87,43,18,77,42,14,79,45,19,75,-1,-1,-1,-1,-1,-1,52,21,79,36,15,68,23,20,57,53,17,85,"ROTAN ISD",49,20,78,41,12,79,0,0,25
"'077901",29,8,61,-1,-1,-1,.,.,.,.,.,.,41,15,71,38,18,53,38,12,68,41,14,71,37,11,69,.,.,.,28,6,59,41,15,70,29,7,61,17,4,39,69,33,88,"FLOYDADA ISD",40,14,70,45,19,73,0,0,44
"'077902",16,2,57,.,.,.,-1,-1,-1,-1,-1,-1,28,7,63,9,0,18,24,5,59,31,7,69,23,4,59,.,.,.,15,2,54,26,7,57,18,2,53,3,3,20,56,22,88,"LOCKNEY ISD",31,8,68,20,5,48,12,6,47
"'078901",40,20,60,39,17,67,.,.,.,.,.,.,30,11,61,0,0,13,26,10,53,30,10,62,28,9,59,.,.,.,40,20,60,30,13,60,36,16,56,20,12,33,34,13,66,"CROWELL ISD",33,13,64,21,4,49,26,4,63
"'079901",33,13,64,62,35,84,72,43,91,55,19,82,53,26,78,47,21,74,39,16,67,54,27,79,42,18,70,49,26,76,29,11,61,52,26,76,34,12,63,23,7,44,68,39,88,"LAMAR CISD",55,28,79,48,22,74,51,25,78
"'079906",36,11,73,59,22,91,61,44,83,80,0,100,56,25,85,33,12,69,44,15,77,58,26,86,47,17,79,63,0,88,28,8,61,55,24,83,32,10,70,20,7,52,68,34,91,"NEEDVILLE ISD",59,26,86,48,22,79,44,14,81
"'079907",37,17,65,59,32,82,75,47,91,46,26,77,51,26,75,36,14,63,33,13,60,53,28,78,35,13,63,47,23,72,23,9,52,49,25,72,21,7,49,22,7,40,63,33,86,"FORT BEND ISD",55,29,78,41,19,67,48,25,75
"'079910",24,7,51,45,27,69,62,32,86,63,38,88,32,10,59,30,9,58,29,8,56,34,11,62,28,8,56,46,15,62,21,6,48,29,10,56,19,5,45,20,6,34,41,20,61,"STAFFORD MSD",33,11,61,27,8,54,24,4,45
"'080901",34,12,66,41,17,66,50,25,63,.,.,.,44,19,73,21,8,46,36,14,67,46,20,77,38,13,70,-1,-1,-1,24,5,59,42,18,69,23,6,55,13,2,30,48,22,76,"MOUNT VERNON ISD",45,20,73,38,15,69,30,11,66
"'081902",25,11,60,53,28,79,62,27,85,-1,-1,-1,41,17,69,22,6,53,30,10,60,41,15,71,34,10,66,10,0,40,13,5,44,40,18,67,20,4,50,14,3,26,47,21,73,"FAIRFIELD ISD",42,17,70,36,14,64,46,29,71
"'081904",32,10,67,52,22,79,80,20,90,.,.,.,44,16,75,27,8,60,40,13,71,48,18,78,43,13,78,.,.,.,26,6,64,40,15,72,26,5,60,29,12,46,47,19,76,"TEAGUE ISD",45,16,77,40,16,72,40,7,83
