DISTRICT,DD000A001221R,DD000A001321R,DD000A001S21R,DD200A001221R,DD200A001321R,DD200A001S21R,DD300A001221R,DD300A001321R,DD300A001S21R,DD400A001221R,DD400A001321R,DD400A001S21R,DDA00A001221R,DDA00A001321R,DDA00A001S21R,DDB00A001221R,DDB00A001321R,DDB00A001S21R,DDE00A001221R,DDE00A001321R,DDE00A001S21R,DDF00A001221R,DDF00A001321R,DDF00A001S21R,DDH00A001221R,DDH00A001321R,DDH00A001S21R,DDI00A001221R,DDI00A001321R,DDI00A001S21R,DDL00A001221R,DDL00A001321R,DDL00A001S21R,DDM00A001221R,DDM00A001321R,DDM00A001S21R,DDR00A001221R,DDR00A001321R,DDR00A001S21R,DDS00A001221R,DDS00A001321R,DDS00A001S21R,DDW00A001221R,DDW00A001321R,DDW00A001S21R,DISTNAME,DNC00A001221R,DNC00A001321R,DNC00A001S21R,DNM00A001221R,DNM00A001321R,DNM00A001S21R,DNS00A001221R,DNS00A001321R,DNS00A001S21R
"'186901",13,0,50,.,.,.,.,.,.,.,.,.,41,16,78,44,6,89,31,7,71,46,20,83,37,15,76,.,.,.,11,0,47,35,11,71,14,0,50,6,0,18,56,24,83,"BUENA VISTA ISD",44,18,81,29,9,63,-1,-1,-1
"'186902",14,4,36,20,10,50,67,20,100,-1,-1,-1,26,9,53,26,9,40,23,8,49,25,8,54,24,8,52,47,33,67,9,2,29,27,9,52,13,3,39,30,14,40,38,16,69,"FORT STOCKTON ISD",27,9,55,21,6,43,32,14,59
"'186903",16,5,39,.,.,.,14,14,43,.,.,.,29,9,55,40,0,40,19,6,49,30,7,55,22,5,49,.,.,.,7,3,30,28,11,56,12,2,39,14,6,22,53,23,77,"IRAAN-SHEFFIELD ISD",28,9,56,35,14,54,40,16,64
"'187901",.,.,.,39,14,79,.,.,.,.,.,.,44,17,75,77,15,92,33,12,70,42,14,75,37,15,79,32,4,68,.,.,.,45,19,75,24,10,55,29,19,46,47,21,76,"BIG SANDY ISD",45,17,75,39,17,74,14,0,71
"'187903",22,5,58,43,0,86,.,.,.,.,.,.,30,10,62,13,5,47,30,10,62,34,11,73,34,10,66,.,.,.,22,5,58,28,10,56,23,5,52,18,11,31,32,13,62,"GOODRICH ISD",29,9,59,33,12,69,-1,-1,-1
"'187904",34,13,70,34,8,54,100,82,100,.,.,.,36,15,66,23,8,57,30,12,60,33,13,65,37,14,68,-1,-1,-1,25,8,56,38,16,67,22,5,56,32,18,42,44,19,71,"CORRIGAN-CAMDEN ISD",37,15,67,34,14,62,33,22,67
"'187906",25,25,42,0,0,14,.,.,.,.,.,.,19,4,44,12,0,39,19,4,43,17,4,43,16,8,40,.,.,.,25,25,42,21,5,44,10,6,34,25,13,35,23,4,47,"LEGGETT ISD",19,4,43,20,5,44,0,0,9
"'187907",36,14,63,41,15,72,73,47,88,-1,-1,-1,40,17,68,26,9,56,33,13,62,42,16,72,39,16,66,50,33,83,28,9,58,39,17,65,22,6,52,20,9,38,43,18,71,"LIVINGSTON ISD",41,17,70,38,16,64,25,10,54
"'187910",59,28,88,50,17,86,74,48,83,.,.,.,51,21,80,21,9,47,46,18,76,53,22,82,51,21,80,56,33,89,57,23,87,49,21,79,33,11,67,25,11,48,51,21,81,"ONALASKA ISD",55,25,83,44,16,76,19,3,56
"'188901",33,12,65,41,15,68,51,25,78,43,10,77,43,18,71,26,9,55,35,13,65,45,19,74,37,14,68,41,23,71,24,9,57,41,17,69,27,8,59,22,7,43,56,27,80,"AMARILLO ISD",44,19,73,37,15,65,39,16,71
"'188902",33,8,56,35,10,70,32,16,47,.,.,.,44,17,74,34,22,72,37,11,69,45,17,78,46,16,73,50,17,83,26,6,52,43,18,69,27,7,61,20,6,44,44,18,74,"RIVER ROAD ISD",45,18,75,41,16,71,55,32,73
"'188903",38,13,75,65,17,91,70,37,93,.,.,.,43,15,75,48,14,82,34,11,69,44,17,77,35,10,72,36,14,71,34,10,73,42,14,73,28,6,65,26,6,51,46,17,74,"HIGHLAND PARK ISD",46,19,78,37,9,69,30,9,70
"'188904",35,12,73,62,28,82,67,33,100,.,.,.,58,26,84,28,16,44,40,15,68,61,29,86,48,22,79,-1,-1,-1,36,12,76,55,22,82,25,5,59,17,3,48,60,27,86,"BUSHLAND ISD",61,28,85,51,21,82,49,24,89
"'189901",22,1,62,-1,-1,-1,.,.,.,.,.,.,28,8,62,-1,-1,-1,28,8,62,26,6,57,27,8,61,.,.,.,22,1,62,30,9,67,20,2,60,20,2,38,33,8,72,"MARFA ISD",29,8,63,21,8,58,9,0,73
"'189902",31,10,61,-1,-1,-1,84,48,94,.,.,.,41,15,68,.,.,.,39,15,67,43,15,69,40,15,68,-1,-1,-1,22,6,52,39,16,68,24,6,55,16,11,29,-1,-1,-1,"PRESIDIO ISD",42,16,71,35,13,59,42,0,75
"'190903",15,3,52,36,7,62,41,18,65,.,.,.,30,10,61,13,1,40,22,6,52,28,9,59,21,7,55,44,11,63,8,2,43,31,11,62,17,5,47,17,6,32,32,11,63,"RAINS ISD",31,10,62,28,9,57,13,2,39
"'191901",39,17,76,52,26,77,68,43,88,75,25,92,58,28,83,42,17,76,44,18,74,59,28,85,49,20,79,64,27,87,26,10,66,56,27,81,29,8,64,23,9,45,62,31,85,"CANYON ISD",60,30,85,51,23,80,48,21,83
"'192901",14,5,46,-1,-1,-1,25,0,88,.,.,.,36,15,67,.,.,.,26,10,62,38,15,71,31,12,64,.,.,.,14,5,43,35,15,64,18,6,52,16,9,31,66,36,87,"REAGAN COUNTY ISD",36,14,68,37,18,64,-1,-1,-1
"'193801",0,0,10,0,0,0,.,.,.,.,.,.,23,10,43,.,.,.,23,12,43,22,10,45,23,10,41,.,.,.,0,0,10,23,10,42,10,5,29,10,6,21,25,12,50,"BIG SPRINGS CHARTER SCHOOL",27,16,45,19,6,42,-1,-1,-1
"'193902",23,12,50,25,25,50,.,.,.,.,.,.,36,10,64,.,.,.,33,9,65,37,8,63,32,8,60,.,.,.,23,9,41,35,11,64,21,7,51,27,7,39,38,10,66,"LEAKEY ISD",35,9,67,39,12,57,25,8,67
"'194902",13,0,56,43,20,85,.,.,.,.,.,.,56,21,83,17,0,50,49,16,77,58,21,85,40,14,78,58,8,75,13,0,56,55,22,82,43,9,73,35,13,62,61,23,85,"AVERY ISD",56,21,85,58,23,80,58,17,75
"'194903",45,23,82,38,11,68,-1,-1,-1,.,.,.,48,21,78,37,23,70,39,16,72,57,27,85,45,25,78,20,0,60,40,19,78,41,16,72,31,10,66,20,11,38,50,21,79,"RIVERCREST ISD",49,23,77,44,17,78,41,10,83
"'194904",33,8,66,24,3,57,.,.,.,.,.,.,24,7,53,16,5,45,24,7,53,23,5,55,37,11,62,-1,-1,-1,30,5,62,24,8,52,14,3,42,25,6,36,26,6,69,"CLARKSVILLE ISD",25,7,56,18,4,46,22,11,67
"'194905",100,100,100,33,7,74,-1,-1,-1,.,.,.,43,17,72,26,6,49,42,16,70,46,17,76,73,29,95,67,40,100,-1,-1,-1,41,17,69,25,6,54,19,12,35,42,16,71,"DETROIT ISD",43,17,71,46,16,75,8,8,58
"'195901",22,8,53,88,63,100,79,58,92,.,.,.,28,10,60,16,5,49,24,8,56,31,12,63,27,9,59,36,18,64,21,8,50,26,9,57,17,4,45,9,4,26,36,17,67,"PECOS-BARSTOW-TOYAH ISD",30,11,62,23,10,52,40,17,67
"'195902",13,4,35,.,.,.,.,.,.,.,.,.,26,11,59,.,.,.,26,11,58,27,8,65,24,8,58,.,.,.,0,0,22,25,13,55,21,8,53,6,3,23,39,30,65,"BALMORHEA ISD",23,10,56,32,13,68,.,.,.
"'196901",10,10,50,.,.,.,.,.,.,.,.,.,36,13,68,-1,-1,-1,27,7,55,43,12,74,38,13,69,.,.,.,10,10,50,29,13,62,13,4,45,10,0,44,32,15,63,"AUSTWELL-TIVOLI ISD",36,15,71,36,7,61,25,0,38
"'196902",-1,-1,-1,-1,-1,-1,100,70,100,.,.,.,35,11,67,42,4,69,34,10,65,35,10,68,31,8,64,.,.,.,-1,-1,-1,36,12,65,19,3,51,19,4,43,38,13,69,"WOODSBORO ISD",35,10,68,36,11,63,33,33,67
"'196903",35,8,65,36,9,64,.,.,.,.,.,.,38,15,69,34,16,61,31,11,63,38,14,75,34,12,68,-1,-1,-1,35,8,60,37,15,64,25,7,55,23,11,40,49,22,77,"REFUGIO ISD",40,16,70,29,9,66,33,0,75
"'197902",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,45,19,82,.,.,.,34,8,76,43,16,84,35,19,73,-1,-1,-1,-1,-1,-1,46,22,80,13,4,65,29,29,86,45,19,83,"MIAMI ISD",44,18,84,46,23,75,60,10,80
"'198901",38,10,65,38,23,88,85,31,92,.,.,.,44,18,76,23,6,54,36,13,71,48,20,80,41,15,76,.,.,.,31,10,55,41,16,72,28,10,58,7,3,25,49,21,79,"BREMOND ISD",46,18,77,38,18,70,36,0,82
"'198902",31,15,62,.,.,.,-1,-1,-1,.,.,.,19,4,51,17,2,47,19,4,51,14,4,49,32,13,71,.,.,.,31,15,62,25,3,54,11,3,43,4,0,17,-1,-1,-1,"CALVERT ISD",19,3,52,19,6,48,67,17,100
"'198903",48,20,70,47,17,74,87,60,93,.,.,.,66,36,88,43,20,74,53,25,81,68,40,91,56,26,82,40,0,80,23,0,52,64,32,86,34,12,73,39,19,65,71,41,92,"FRANKLIN ISD",67,36,89,62,35,85,74,32,87
"'198905",6,1,27,18,3,45,.,.,.,-1,-1,-1,14,4,34,12,5,31,14,4,34,16,4,41,13,4,34,.,.,.,5,1,25,12,5,28,9,3,28,20,12,27,24,6,41,"HEARNE ISD",13,4,33,16,5,37,0,0,15
"'198906",48,25,81,45,18,91,-1,-1,-1,.,.,.,67,36,90,66,25,91,61,28,87,68,37,94,59,26,87,.,.,.,42,19,77,65,34,86,50,18,82,35,14,62,76,49,95,"MUMFORD ISD",68,36,91,60,35,85,73,31,92
"'199901",35,14,66,60,30,83,74,46,89,64,30,83,57,28,81,34,13,61,37,15,65,58,28,83,47,20,75,46,21,75,25,9,58,57,28,79,31,11,62,24,9,47,64,33,87,"ROCKWALL ISD",61,30,84,48,23,74,57,29,84
"'199902",28,10,60,42,19,71,68,37,81,30,10,60,43,18,72,32,11,61,31,11,62,44,18,75,35,13,66,33,7,69,16,5,47,42,18,70,21,7,53,19,6,38,50,22,78,"ROYSE CITY ISD",46,19,75,38,15,67,31,14,64
"'200901",32,13,74,17,13,58,89,89,100,.,.,.,39,15,67,16,0,47,29,10,58,41,17,69,34,12,62,.,.,.,24,14,66,37,14,65,24,5,54,16,5,28,46,18,73,"BALLINGER ISD",42,17,70,31,10,58,57,32,75
"'200902",37,15,71,-1,-1,-1,.,.,.,.,.,.,61,29,87,-1,-1,-1,44,19,78,59,29,85,48,18,79,.,.,.,13,0,40,63,29,88,35,11,72,22,12,47,69,36,91,"MILES ISD",61,28,88,60,33,82,68,16,100
"'200904",22,6,61,75,33,100,-1,-1,-1,.,.,.,34,12,63,0,0,20,28,8,56,37,11,66,29,8,59,.,.,.,20,3,60,32,12,59,18,3,47,13,4,34,43,18,70,"WINTERS ISD",39,15,67,21,4,53,36,21,64
"'200906",40,40,80,0,0,40,.,.,.,.,.,.,39,15,73,40,0,87,34,11,69,37,16,77,32,13,71,.,.,.,40,40,80,41,15,70,25,10,59,31,20,62,48,20,75,"OLFEN ISD",41,17,77,38,14,71,-1,-1,-1
"'201902",20,6,54,31,12,65,54,21,85,-1,-1,-1,35,14,64,22,8,47,28,10,57,38,14,67,29,10,60,37,16,74,15,5,47,33,14,60,17,5,45,22,10,35,46,19,73,"HENDERSON ISD",36,14,65,32,13,59,31,18,62
"'201903",35,8,65,50,20,60,.,.,.,.,.,.,36,14,64,34,8,64,34,13,64,40,17,67,40,19,67,.,.,.,24,7,57,33,11,63,25,5,55,19,5,47,23,13,60,"LANEVILLE ISD",35,16,65,38,8,64,.,.,.
"'201904",33,13,62,80,40,100,.,.,.,.,.,.,45,21,74,41,24,79,40,19,71,43,17,76,40,17,68,.,.,.,28,7,57,46,24,72,32,9,63,17,8,48,50,23,79,"LEVERETTS CHAPEL ISD",47,24,73,39,9,75,36,21,64
"'201907",26,10,59,10,0,45,31,0,54,0,0,40,45,20,75,32,14,49,42,18,72,47,20,78,48,22,81,-1,-1,-1,19,3,56,43,20,72,22,7,55,16,2,39,48,22,80,"MOUNT ENTERPRISE ISD",45,22,77,46,17,71,32,16,70
"'201908",29,0,71,24,0,51,-1,-1,-1,.,.,.,32,10,63,6,0,34,27,7,58,33,10,64,22,5,62,13,13,88,29,0,71,31,10,61,11,3,39,9,1,27,38,13,67,"OVERTON ISD",32,9,64,31,11,59,30,10,75
"'201910",36,14,69,48,29,84,100,50,100,.,.,.,50,21,79,37,10,66,42,15,72,50,19,78,47,20,77,50,0,83,30,10,65,50,22,79,26,6,62,7,3,38,58,25,84,"TATUM ISD",51,22,79,46,15,76,53,18,86
"'201913",26,9,64,50,18,77,.,.,.,.,.,.,35,12,68,20,4,52,31,10,66,39,13,72,31,10,67,-1,-1,-1,25,8,63,31,11,65,24,8,61,13,3,32,41,17,71,"CARLISLE ISD",35,12,68,33,13,69,23,23,54
"'201914",26,6,67,25,8,59,.,.,.,-1,-1,-1,44,17,74,21,2,54,37,13,70,45,16,77,41,16,71,42,0,92,21,4,61,42,17,70,24,5,61,15,5,33,53,21,81,"WEST RUSK COUNTY CONSOLIDATED ISD",45,18,75,41,14,71,22,3,65
"'202903",16,0,45,37,13,81,75,25,92,.,.,.,41,14,76,28,9,57,37,11,74,42,14,76,39,13,69,45,9,82,11,0,39,40,15,75,29,6,67,26,11,52,43,15,78,"HEMPHILL ISD",40,14,76,42,14,76,39,9,83
"'202905",-1,-1,-1,38,8,67,.,.,.,.,.,.,30,12,63,35,15,62,29,8,63,31,11,67,41,6,76,83,67,100,-1,-1,-1,29,12,58,6,3,38,28,14,44,28,11,62,"WEST SABINE ISD",32,13,64,22,8,58,0,0,80
"'203901",20,5,46,18,4,46,.,.,.,.,.,.,20,7,45,14,4,38,19,6,43,23,7,52,24,7,52,.,.,.,13,3,38,17,7,39,14,4,39,14,10,22,33,16,58,"SAN AUGUSTINE ISD",21,7,46,14,4,40,9,0,22
"'203902",26,6,41,26,0,48,.,.,.,.,.,.,40,12,68,75,13,88,37,12,65,43,14,71,31,7,57,-1,-1,-1,26,6,41,37,10,65,30,10,49,37,13,52,41,13,70,"BROADDUS ISD",44,14,71,32,8,61,25,6,75
"'204901",27,4,49,25,3,49,25,0,50,.,.,.,27,9,55,16,2,41,21,6,47,30,10,60,30,12,56,-1,-1,-1,23,0,38,25,9,50,17,3,40,10,1,20,30,11,58,"COLDSPRING-OAKHURST CISD",28,9,56,26,10,53,23,13,39
"'204904",14,3,45,29,7,55,-1,-1,-1,.,.,.,24,7,51,24,5,49,21,6,47,25,7,55,21,6,51,-1,-1,-1,11,3,40,23,7,48,14,4,39,13,5,25,25,9,51,"SHEPHERD ISD",23,7,49,26,10,57,39,16,52
"'205901",29,11,63,36,11,70,11,0,100,-1,-1,-1,34,12,64,27,9,58,32,11,61,35,12,66,33,11,63,50,40,60,24,9,57,33,12,63,21,6,52,29,7,41,38,14,67,"ARANSAS PASS ISD",34,12,64,35,11,65,24,10,55
"'205902",24,11,55,51,24,82,77,40,90,20,0,50,43,18,71,41,14,71,31,11,60,44,19,73,34,13,63,59,17,76,13,5,43,42,18,69,16,3,45,16,5,31,55,26,81,"GREGORY-PORTLAND ISD",45,20,73,37,15,64,29,13,66
"'205903",35,11,68,58,17,82,56,44,89,17,0,50,46,18,74,33,7,47,42,15,70,45,16,74,44,17,72,63,25,75,27,8,61,47,19,74,29,8,60,23,7,45,48,18,77,"INGLESIDE ISD",48,19,76,37,13,69,30,15,58
"'205904",19,2,60,64,29,93,-1,-1,-1,.,.,.,36,12,70,23,0,46,33,11,68,37,14,74,35,12,69,-1,-1,-1,9,0,53,35,11,67,21,6,57,20,6,40,46,15,78,"MATHIS ISD",36,13,71,33,9,67,30,10,70
"'205905",30,2,68,50,25,58,-1,-1,-1,-1,-1,-1,42,16,70,9,0,36,35,12,65,39,14,72,41,16,69,.,.,.,27,0,73,44,18,68,25,5,51,31,3,46,49,18,79,"ODEM-EDROY ISD",42,16,71,39,17,66,11,0,61
"'205906",43,12,61,63,32,84,35,12,59,.,.,.,35,15,62,24,17,55,28,11,55,34,13,63,31,12,59,100,40,100,29,8,47,36,16,61,17,5,41,22,13,35,57,28,79,"SINTON ISD",36,15,62,33,14,61,47,14,75
"'205907",13,4,38,63,25,63,.,.,.,-1,-1,-1,25,7,54,.,.,.,24,7,52,27,8,57,24,7,52,-1,-1,-1,12,2,40,23,7,50,12,2,39,18,4,29,35,11,74,"TAFT ISD",24,8,54,26,6,51,14,0,52
"'206901",25,4,55,30,5,65,83,33,100,.,.,.,38,15,68,.,.,.,32,10,64,40,15,73,33,11,62,.,.,.,17,2,46,37,15,64,19,4,50,11,6,30,46,21,78,"SAN SABA ISD",39,15,68,37,14,70,35,9,70
"'206902",0,0,29,.,.,.,.,.,.,.,.,.,38,10,71,.,.,.,35,9,61,43,10,76,53,7,76,-1,-1,-1,-1,-1,-1,33,10,67,24,3,59,12,6,24,29,12,67,"RICHLAND SPRINGS ISD",41,10,63,33,10,81,-1,-1,-1
"'206903",.,.,.,-1,-1,-1,.,.,.,.,.,.,51,20,79,88,38,100,42,13,75,48,16,80,39,14,72,-1,-1,-1,.,.,.,53,23,78,34,11,69,10,0,38,52,20,79,"CHEROKEE ISD",57,25,84,43,13,73,-1,-1,-1
"'207901",19,6,42,92,8,100,.,.,.,.,.,.,46,18,74,-1,-1,-1,37,12,68,43,15,70,40,15,70,.,.,.,22,7,42,48,20,78,25,9,56,50,21,67,59,26,85,"SCHLEICHER ISD",48,19,77,30,9,59,55,18,64
"'208901",29,18,50,22,0,78,.,.,.,.,.,.,27,7,58,0,0,47,18,3,49,30,8,64,21,8,52,-1,-1,-1,31,19,53,24,6,52,18,4,50,8,0,16,34,7,63,"HERMLEIGH ISD",28,7,56,25,7,63,.,.,.
"'208902",25,9,51,34,9,62,61,37,89,.,.,.,33,13,62,23,7,57,28,10,56,34,13,64,30,11,59,43,7,57,25,9,51,33,13,60,25,9,54,21,4,37,43,20,69,"SNYDER ISD",34,14,62,33,12,59,35,8,62
"'208903",79,21,100,-1,-1,-1,.,.,.,.,.,.,70,37,90,-1,-1,-1,58,29,88,74,38,93,64,30,91,.,.,.,82,27,100,68,37,89,46,12,78,27,12,61,72,39,90,"IRA ISD",75,41,93,59,27,83,75,42,100
"'209901",22,11,78,50,22,61,-1,-1,-1,-1,-1,-1,45,16,76,44,19,96,31,11,64,46,16,76,42,20,78,33,0,83,29,14,71,45,16,75,26,4,60,10,5,25,46,15,75,"ALBANY ISD",48,17,79,37,13,67,75,31,94
"'209902",.,.,.,.,.,.,.,.,.,-1,-1,-1,23,5,45,-1,-1,-1,22,5,45,23,3,51,8,0,17,.,.,.,.,.,.,23,6,39,18,4,40,15,0,19,23,6,47,"MORAN ISD",26,8,51,20,2,40,-1,-1,-1
"'210901",35,11,70,42,16,73,63,21,84,-1,-1,-1,39,13,72,26,6,60,35,11,69,41,13,75,38,12,73,17,0,83,28,8,65,38,14,70,24,6,61,26,8,45,48,20,78,"CENTER ISD",40,14,73,34,11,67,33,15,71
"'210902",37,13,70,62,43,95,.,.,.,.,.,.,48,18,78,41,28,64,38,14,72,51,17,81,42,14,74,43,0,71,32,10,67,46,19,75,22,6,55,18,4,48,49,18,79,"JOAQUIN ISD",50,19,79,42,16,76,67,50,83
"'210903",33,7,74,63,19,88,.,.,.,.,.,.,49,19,79,23,5,53,41,14,74,50,22,81,48,16,82,.,.,.,33,7,74,48,17,77,30,8,63,36,11,52,55,23,84,"SHELBYVILLE ISD",47,19,78,58,21,83,41,19,59
"'210904",35,18,63,36,18,64,.,.,.,.,.,.,37,14,65,25,8,56,34,12,63,39,16,69,40,14,67,.,.,.,33,16,60,35,12,61,22,8,50,13,2,30,45,19,72,"TENAHA ISD",36,13,66,42,17,62,63,25,100
"'210905",24,6,61,40,11,69,.,.,.,.,.,.,32,10,64,17,3,46,26,6,57,35,10,66,26,5,62,.,.,.,21,5,57,30,9,63,17,4,46,16,1,35,41,14,73,"TIMPSON ISD",32,8,66,33,14,60,4,0,35
"'210906",.,.,.,71,0,86,.,.,.,.,.,.,25,8,50,.,.,.,30,11,53,28,12,56,0,0,20,-1,-1,-1,.,.,.,22,5,44,8,0,27,19,3,29,21,9,47,"EXCELSIOR ISD",23,10,49,35,0,53,0,0,80
"'211901",33,6,76,.,.,.,.,.,.,.,.,.,39,14,79,.,.,.,36,7,73,29,13,76,35,8,73,.,.,.,33,6,76,47,14,82,32,7,72,38,13,63,43,19,85,"TEXHOMA ISD",42,14,80,28,11,78,.,.,.
"'211902",21,9,50,39,13,68,-1,-1,-1,.,.,.,43,18,73,.,.,.,36,13,66,46,20,75,38,15,68,.,.,.,15,5,46,41,16,71,21,5,55,17,6,34,53,23,81,"STRATFORD ISD",45,19,75,38,15,65,.,.,.
"'212801",20,8,53,37,18,66,66,34,86,-1,-1,-1,36,15,67,26,10,57,30,11,64,37,15,67,29,9,63,30,10,70,17,6,48,35,14,67,19,7,48,17,4,32,42,19,71,"CUMBERLAND ACADEMY",38,16,68,34,14,65,35,14,76
"'212804",49,26,83,63,35,86,75,51,96,-1,-1,-1,65,36,86,51,21,73,57,25,83,66,38,87,59,30,85,67,0,100,12,4,58,64,34,85,37,13,70,49,23,73,67,38,87,"UT TYLER UNIVERSITY ACADEMY",71,42,90,60,31,83,63,44,94
"'212901",30,13,63,33,17,67,57,29,100,.,.,.,44,18,74,34,13,62,34,13,65,46,19,76,38,14,69,-1,-1,-1,23,11,51,42,17,72,26,6,57,23,10,43,48,20,78,"ARP ISD",44,18,74,43,19,74,17,10,55
"'212902",41,13,78,62,29,88,40,20,50,33,33,67,63,31,87,34,16,74,45,18,76,65,33,88,55,22,85,75,50,100,31,6,69,61,29,85,40,13,71,23,8,48,65,32,87,"BULLARD ISD",65,32,87,59,29,85,51,24,88
"'212903",52,21,78,68,36,85,83,59,94,-1,-1,-1,69,38,87,48,21,76,56,28,80,70,38,88,59,30,83,62,34,79,32,12,66,67,37,86,41,14,71,26,9,50,72,41,89,"LINDALE ISD",70,39,88,64,34,85,64,33,89
"'212904",46,21,77,41,10,75,-1,-1,-1,-1,-1,-1,56,27,82,24,10,59,43,20,74,57,27,83,54,27,80,0,0,14,38,20,71,54,26,80,38,15,69,24,12,51,62,30,86,"TROUP ISD",58,28,83,47,24,76,61,36,80
"'212905",34,14,64,56,24,78,68,43,85,33,0,50,39,17,66,24,7,50,33,12,61,41,17,69,38,15,67,26,17,55,28,11,59,37,16,63,24,8,54,19,5,33,62,33,85,"TYLER ISD",40,17,67,36,16,63,34,14,60
"'212906",48,23,78,60,34,87,76,52,92,.,.,.,62,33,86,41,17,72,48,21,78,65,35,88,57,28,82,50,29,93,39,17,74,60,31,83,38,14,70,37,16,61,67,37,89,"WHITEHOUSE ISD",66,35,88,54,29,80,60,34,88
"'212909",25,8,54,31,9,63,57,26,71,-1,-1,-1,32,12,59,22,6,45,29,10,56,34,13,63,31,11,59,-1,-1,-1,17,5,46,31,11,56,22,6,49,12,2,25,44,19,71,"CHAPEL HILL ISD",34,13,62,28,10,52,22,6,51
"'212910",24,7,58,42,20,68,50,17,67,-1,-1,-1,35,13,64,23,7,52,31,11,62,36,12,67,32,11,65,-1,-1,-1,20,6,55,33,13,62,20,6,53,12,5,32,41,16,69,"WINONA ISD",36,13,67,33,13,59,34,18,66
"'213801",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,53,12,78,.,.,.,56,10,85,52,14,83,47,11,74,.,.,.,-1,-1,-1,54,12,75,49,13,74,42,17,42,54,11,79,"BRAZOS RIVER CHARTER SCHOOL",-1,-1,-1,55,13,81,-1,-1,-1
"'213901",37,12,67,54,15,78,25,0,63,.,.,.,56,24,84,63,38,94,43,16,76,55,23,84,45,16,76,74,26,90,31,8,61,58,25,84,33,7,68,28,7,47,61,28,87,"GLEN ROSE ISD",57,25,85,54,21,82,55,30,86
"'214901",20,5,42,.,.,.,83,39,91,.,.,.,22,6,45,40,0,100,21,6,44,24,7,48,22,6,45,-1,-1,-1,14,4,37,20,6,42,15,4,38,12,4,19,-1,-1,-1,"RIO GRANDE CITY CISD",23,6,46,16,5,37,9,3,28
"'214902",12,2,53,.,.,.,.,.,.,.,.,.,38,11,72,.,.,.,38,11,72,39,14,76,38,11,72,.,.,.,12,2,53,36,9,68,13,3,59,7,2,43,.,.,.,"SAN ISIDRO ISD",38,11,73,37,10,60,-1,-1,-1
"'214903",31,11,59,-1,-1,-1,.,.,.,.,.,.,37,13,63,.,.,.,34,11,61,41,13,67,37,13,63,.,.,.,29,10,57,34,13,59,30,10,57,15,6,33,35,9,78,"ROMA ISD",38,13,64,28,10,54,42,10,74
"'215901",27,11,61,38,17,50,27,9,73,-1,-1,-1,35,13,66,5,5,14,31,10,62,37,13,68,34,11,67,32,0,81,22,6,58,33,13,63,18,4,51,9,1,19,37,15,66,"BRECKENRIDGE ISD",36,13,66,31,14,64,29,12,55
"'216901",22,7,64,53,21,95,.,.,.,.,.,.,47,19,79,-1,-1,-1,35,14,70,47,21,80,36,14,70,.,.,.,13,7,60,48,17,79,23,4,62,29,12,55,56,24,87,"STERLING CITY ISD",48,20,80,46,19,76,44,17,89
"'217901",0,0,100,-1,-1,-1,-1,-1,-1,.,.,.,39,15,71,20,0,40,28,9,62,43,17,75,26,10,70,.,.,.,0,0,100,32,11,65,19,3,56,6,3,25,45,17,72,"ASPERMONT ISD",42,16,75,24,8,55,.,.,.
"'218901",35,13,66,50,33,83,-1,-1,-1,.,.,.,52,22,81,.,.,.,43,17,74,54,26,83,48,19,78,.,.,.,25,4,61,49,20,79,29,7,66,23,4,51,65,35,90,"SONORA ISD",52,22,81,48,24,76,33,12,61
"'219901",73,35,92,80,30,100,.,.,.,.,.,.,64,32,88,-1,-1,-1,54,22,82,64,31,87,68,35,90,.,.,.,70,30,91,63,33,90,67,25,91,33,12,60,62,31,88,"HAPPY ISD",67,35,89,55,23,88,-1,-1,-1
"'219903",19,7,49,25,8,75,.,.,.,.,.,.,28,11,53,15,8,34,24,9,49,25,9,54,24,8,50,-1,-1,-1,10,5,41,30,13,52,13,4,40,15,7,26,45,21,71,"TULIA ISD",28,11,53,26,11,54,12,8,32
"'219905",38,18,60,.,.,.,.,.,.,-1,-1,-1,38,13,71,29,7,62,36,11,67,39,10,72,40,14,69,.,.,.,22,6,50,38,15,70,20,4,55,0,0,20,38,13,76,"KRESS ISD",39,14,70,37,11,72,-1,-1,-1
"'220801",25,0,88,24,12,74,48,0,96,.,.,.,46,19,76,34,7,68,41,10,72,41,17,75,38,12,72,-1,-1,-1,29,0,86,54,22,78,15,0,65,18,14,57,59,30,78,"TREETOPS SCHOOL INTERNATIONAL",49,23,75,41,12,78,-1,-1,-1
"'220802",46,20,77,50,26,82,65,36,89,-1,-1,-1,52,26,82,39,19,75,42,20,75,51,25,81,41,19,74,-1,-1,-1,38,14,69,54,27,83,21,7,55,7,4,18,62,32,88,"ARLINGTON CLASSICS ACADEMY",54,27,83,45,22,75,52,34,78
"'220809",45,17,86,64,38,87,67,40,93,.,.,.,56,27,85,38,15,73,52,29,86,55,26,85,53,24,82,.,.,.,45,19,87,61,27,87,44,15,79,32,15,58,62,29,90,"FORT WORTH ACADEMY OF FINE ARTS",61,23,88,54,28,84,65,52,100
