DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'218901,45,15,81,38,25,38,.,.,.,.,.,.,51,22,83,.,.,.,45,18,77,56,24,85,48,20,80,.,.,.,26,5,70,48,21,81,28,7,67,15,3,50,61,30,92,52,22,84,46,21,78,63,22,88
'219901,58,17,75,-1,-1,-1,.,.,.,.,.,.,63,27,89,70,30,100,47,20,84,60,27,87,52,22,80,.,.,.,58,17,75,66,27,91,36,8,78,30,3,68,65,28,90,63,29,89,64,20,91,33,0,83
'219903,20,4,50,13,7,33,-1,-1,-1,.,.,.,27,8,59,19,8,43,22,6,54,25,8,59,22,6,55,-1,-1,-1,13,3,41,28,8,59,12,3,43,12,5,25,41,14,75,26,8,60,29,8,57,29,5,48
'219905,16,9,44,.,.,.,.,.,.,17,0,67,36,10,70,17,0,42,32,8,66,36,11,72,33,9,70,-1,-1,-1,16,9,44,36,9,69,21,4,57,8,5,41,46,13,77,40,12,72,27,4,65,11,0,11
'220801,27,18,82,31,10,62,58,21,92,60,0,100,57,24,85,49,18,79,37,14,74,59,27,87,48,20,81,-1,-1,-1,27,18,82,56,22,83,30,7,65,23,2,59,65,29,89,61,26,86,50,20,82,76,24,100
'220802,58,28,89,81,46,94,75,42,93,60,40,80,68,38,93,58,30,90,59,32,91,66,36,93,62,33,92,85,15,100,47,20,77,70,40,93,29,8,71,21,12,40,72,43,94,70,39,93,63,33,91,73,41,100
'220809,57,31,84,75,35,93,87,71,100,.,.,.,73,37,94,63,29,91,65,30,90,72,36,94,68,32,92,.,.,.,45,18,77,74,40,93,38,0,76,38,10,60,75,39,95,80,40,95,69,36,93,88,31,100
'220810,75,50,90,85,49,96,87,65,96,-1,-1,-1,83,54,96,71,37,94,.,.,.,84,56,96,76,48,95,-1,-1,-1,.,.,.,82,51,96,48,25,84,49,27,73,84,53,97,83,53,96,83,54,97,68,40,94
'220811,34,14,70,55,45,73,58,25,75,.,.,.,38,20,72,34,18,67,36,19,70,38,20,72,36,14,72,.,.,.,33,13,69,39,20,71,32,13,67,12,6,24,75,63,96,39,19,73,38,21,69,.,.,.
'220814,64,23,86,65,32,84,60,0,100,.,.,.,58,30,84,43,20,72,25,13,38,59,30,85,53,27,83,.,.,.,55,23,83,54,32,80,46,23,74,5,0,35,73,44,94,63,39,91,56,28,81,38,25,75
'220815,49,23,86,24,3,59,86,43,100,.,.,.,43,19,74,36,15,68,41,16,70,43,20,76,44,19,76,-1,-1,-1,42,23,81,43,17,72,25,10,55,34,13,51,65,33,94,49,22,76,33,13,71,40,0,100
'220817,28,8,66,53,17,87,56,28,85,-1,-1,-1,41,16,76,35,13,73,37,13,73,43,16,77,39,13,73,15,0,85,26,6,64,39,16,75,25,5,62,14,3,42,48,23,81,43,17,79,40,16,75,21,6,60
'220819,19,3,67,35,13,73,64,14,93,-1,-1,-1,39,14,75,27,4,64,36,11,72,42,14,76,33,8,77,-1,-1,-1,15,2,65,37,14,74,18,3,59,21,4,47,44,18,76,34,23,69,40,14,75,45,28,72
'220901,36,15,68,50,23,78,72,44,89,45,23,69,44,19,72,33,11,65,37,14,68,47,21,76,38,14,69,40,15,68,24,8,58,41,18,69,24,7,58,19,5,38,61,32,84,47,21,75,36,14,66,40,18,71
'220902,40,16,73,57,27,82,71,43,89,48,24,80,53,25,81,41,18,73,44,18,75,56,26,84,45,17,76,47,22,85,30,11,66,50,24,78,32,11,68,27,9,50,63,32,86,56,27,83,46,20,75,44,20,77
'220904,40,17,75,51,23,74,68,39,90,30,9,78,39,15,73,30,10,65,37,14,72,42,17,76,43,17,77,32,12,60,29,11,67,36,13,69,26,7,64,18,4,38,50,22,75,43,17,76,32,11,67,27,6,71
'220905,32,11,66,43,18,71,52,27,77,44,19,74,36,13,67,24,7,55,32,11,64,38,14,70,35,12,68,40,20,73,23,8,57,33,13,64,29,9,62,20,6,37,60,31,84,37,14,68,31,11,61,29,11,62
'220906,34,12,67,67,33,90,83,53,95,44,13,81,66,34,88,49,20,79,41,14,72,68,35,90,48,20,78,65,18,89,20,6,54,64,32,87,33,9,70,29,9,52,73,38,92,68,35,89,61,29,86,61,33,87
'220907,47,20,77,67,36,88,74,44,91,37,13,75,63,32,86,47,19,77,46,19,76,65,34,88,53,23,82,54,27,80,37,14,71,61,30,85,36,11,72,27,9,51,68,36,89,65,34,88,57,27,84,59,29,89
'220908,49,21,80,66,33,90,78,47,94,53,21,81,59,28,85,50,20,81,47,18,78,62,30,88,53,22,83,51,21,80,28,10,64,57,27,83,31,8,69,21,7,46,69,36,90,62,31,87,52,22,81,52,23,86
'220910,25,8,61,32,8,66,31,8,67,10,0,70,28,8,61,20,4,51,26,7,59,29,9,66,26,8,61,18,5,45,17,6,50,26,8,57,18,5,53,12,4,25,38,14,68,31,9,65,23,7,55,17,3,55
'220912,39,16,71,39,15,69,65,33,86,32,9,66,36,14,67,28,9,60,30,10,62,39,15,71,40,15,72,37,11,82,37,14,70,34,13,64,24,7,57,19,4,36,47,20,76,40,16,71,31,10,62,31,8,60
'220914,38,13,70,54,23,81,68,35,88,94,38,100,49,22,78,37,12,70,36,12,69,53,24,81,44,20,74,35,10,75,21,6,58,45,20,75,24,6,59,23,9,46,54,27,83,52,24,81,43,18,73,41,16,82
'220915,33,11,70,51,19,82,68,37,89,-1,-1,-1,50,20,81,30,9,70,40,14,74,50,20,81,43,15,77,52,29,84,25,10,63,50,20,81,23,6,62,25,8,47,52,21,82,52,21,83,45,17,76,43,13,76
'220916,48,22,78,65,33,89,79,50,94,50,20,79,62,31,86,50,20,79,53,23,81,64,33,88,56,26,84,61,38,85,32,11,68,59,30,84,40,13,74,33,12,58,70,39,91,66,34,89,52,24,80,59,26,85
'220917,32,11,66,34,6,68,50,11,72,-1,-1,-1,36,12,69,33,12,66,34,11,67,39,14,73,35,12,69,63,13,88,25,8,59,33,11,65,29,8,62,21,4,40,40,16,69,39,13,71,28,10,61,43,23,78
'220918,39,15,72,60,28,86,62,32,86,41,11,71,52,23,81,42,15,75,43,17,74,56,25,84,46,18,77,57,21,86,27,8,60,49,22,78,30,8,66,25,8,47,60,28,85,56,25,83,46,18,76,48,21,81
'220919,73,47,91,91,67,99,93,74,98,86,64,100,87,59,97,78,49,93,58,24,80,88,61,98,82,49,96,56,26,81,51,25,78,86,57,97,54,23,84,51,22,78,86,57,97,88,60,98,83,57,96,87,55,98
'220920,41,16,76,53,25,78,72,37,92,82,45,100,47,20,78,31,11,65,40,15,74,49,21,82,43,17,77,69,31,89,33,12,71,45,19,76,27,8,64,22,7,41,53,24,82,51,22,81,39,15,73,40,18,80
'221801,31,11,66,50,24,78,71,41,92,35,26,52,44,19,75,32,12,64,34,13,67,45,19,76,36,13,70,29,7,61,27,9,63,44,19,74,22,7,55,18,7,39,53,24,81,52,24,82,40,17,71,38,16,72
'221901,35,13,67,43,17,74,58,30,86,55,23,91,42,17,73,31,10,63,35,12,68,43,17,75,34,11,68,46,24,69,23,7,55,41,17,71,24,6,59,24,8,44,54,25,81,42,17,73,41,16,71,37,14,67
'221904,31,19,53,48,28,70,-1,-1,-1,-1,-1,-1,37,13,68,44,6,63,30,9,61,39,13,72,31,13,64,33,8,67,22,15,48,34,12,63,19,5,52,18,6,38,38,12,69,36,13,67,37,12,69,63,31,81
'221905,-1,-1,-1,.,.,.,.,.,.,0,0,67,40,9,81,.,.,.,33,7,76,51,12,89,33,13,87,.,.,.,-1,-1,-1,30,7,74,24,3,71,4,0,56,42,9,81,37,9,79,45,9,85,.,.,.
'221911,-1,-1,-1,51,27,78,-1,-1,-1,.,.,.,61,28,87,42,25,83,40,16,76,66,29,90,51,22,81,-1,-1,-1,.,.,.,57,27,84,30,7,66,31,11,55,63,29,88,62,29,87,59,26,87,53,16,90
'221912,53,27,90,68,37,93,76,50,94,91,45,100,71,36,92,62,32,90,53,21,86,72,37,93,62,28,89,64,23,95,35,12,84,69,35,91,40,9,77,33,10,60,73,38,93,74,38,93,64,31,90,45,17,86
'222901,18,0,55,.,.,.,.,.,.,.,.,.,52,20,82,.,.,.,33,12,68,66,27,88,43,13,74,.,.,.,0,0,38,41,14,77,30,6,69,26,18,42,67,32,96,56,21,85,44,17,76,-1,-1,-1
'223901,20,4,53,48,12,79,82,18,82,-1,-1,-1,28,10,60,22,7,55,23,7,55,32,11,66,26,8,58,-1,-1,-1,10,2,38,25,9,55,13,2,45,11,2,26,37,16,68,29,10,61,25,9,56,24,5,47
'223902,21,3,61,33,0,83,.,.,.,.,.,.,30,7,66,.,.,.,22,2,60,29,8,68,21,4,59,-1,-1,-1,21,3,59,31,7,64,14,0,51,5,0,40,46,14,80,32,8,67,20,3,63,33,0,83
'223904,30,11,66,-1,-1,-1,.,.,.,.,.,.,47,17,82,43,29,86,40,14,76,49,14,86,38,10,75,.,.,.,19,14,58,46,20,80,28,12,67,26,23,54,57,23,90,49,17,83,46,17,81,31,13,69
'224901,.,.,.,14,14,43,.,.,.,.,.,.,34,14,67,-1,-1,-1,30,8,59,34,17,72,36,7,81,.,.,.,.,.,.,34,12,63,15,1,49,33,0,33,35,16,65,38,17,68,22,4,63,-1,-1,-1
'224902,.,.,.,-1,-1,-1,.,.,.,.,.,.,41,15,75,.,.,.,33,10,66,49,23,76,40,16,75,.,.,.,.,.,.,35,9,74,23,6,66,20,0,40,42,15,75,39,15,76,43,14,73,-1,-1,-1
'225902,35,12,72,39,9,72,59,43,86,50,17,100,42,16,76,31,9,67,39,14,74,44,17,79,40,14,75,35,6,65,32,11,69,40,15,73,32,10,69,23,6,47,57,27,83,42,16,77,39,15,70,41,12,78
'225906,34,9,70,70,43,93,84,32,100,.,.,.,54,22,82,33,3,78,39,13,72,60,27,85,39,13,73,100,40,100,27,6,61,47,16,79,31,8,66,29,7,48,63,27,87,54,22,84,52,22,78,45,20,86
'225907,33,14,71,36,9,59,100,86,100,.,.,.,45,19,78,-1,-1,-1,38,16,73,51,21,83,37,17,74,.,.,.,25,8,66,38,17,73,25,7,65,11,4,33,53,20,83,47,21,79,38,13,76,35,10,75
'226801,26,6,57,41,18,74,69,33,92,60,40,100,34,13,68,22,8,55,29,11,62,36,15,69,30,11,65,30,20,70,18,3,51,33,12,68,18,4,54,25,9,44,45,19,77,39,15,73,31,12,64,22,7,58
'226901,-1,-1,-1,45,16,84,.,.,.,-1,-1,-1,50,20,82,.,.,.,35,13,69,49,20,83,34,8,71,43,14,100,-1,-1,-1,50,19,81,19,4,63,18,9,43,55,23,85,53,21,85,44,17,77,26,16,89
'226903,23,7,57,44,20,72,66,32,88,53,27,87,37,14,68,28,8,60,28,9,60,39,15,71,30,9,62,34,15,71,13,3,44,34,13,64,15,3,48,15,4,33,50,23,78,37,14,68,36,14,68,33,10,63
'226905,-1,-1,-1,65,35,81,-1,-1,-1,.,.,.,48,20,83,20,10,40,40,17,78,54,22,86,36,11,81,.,.,.,-1,-1,-1,42,18,80,30,9,73,22,8,47,51,22,85,50,21,83,43,17,82,78,22,94
'226906,30,15,74,78,52,100,92,85,100,.,.,.,77,37,96,-1,-1,-1,53,18,89,79,41,96,64,28,91,.,.,.,12,6,65,75,34,95,44,14,83,43,13,71,80,39,97,78,38,96,73,36,94,68,19,97
'226907,17,4,45,41,11,70,100,0,100,.,.,.,32,10,63,16,8,60,26,8,58,31,9,65,29,10,62,-1,-1,-1,11,2,36,32,12,61,15,3,48,16,7,36,35,11,63,34,12,65,28,7,60,25,8,60
'226908,27,9,67,89,44,100,-1,-1,-1,.,.,.,47,16,81,-1,-1,-1,38,12,80,54,16,83,41,15,81,-1,-1,-1,18,10,58,41,15,80,23,5,67,24,14,45,51,16,80,52,19,81,37,9,81,40,0,100
'227803,21,6,57,50,27,72,68,47,84,-1,-1,-1,32,13,64,20,9,51,24,8,57,32,14,66,26,9,60,-1,-1,-1,18,5,53,32,12,62,19,5,53,13,3,30,53,26,81,36,16,69,27,10,59,20,7,64
'227804,44,18,77,63,37,88,82,45,99,.,.,.,64,31,87,49,16,81,43,14,77,64,31,88,45,15,78,.,.,.,34,11,71,64,32,86,34,10,72,18,4,47,78,44,94,63,31,86,66,31,90,61,27,91
'227805,.,.,.,63,50,88,.,.,.,.,.,.,37,14,68,37,13,68,33,12,66,34,11,69,28,9,61,.,.,.,.,.,.,40,17,67,13,1,47,0,0,29,.,.,.,45,17,73,31,11,64,.,.,.
'227806,9,0,18,70,40,80,.,.,.,.,.,.,36,19,56,15,4,39,2,0,24,42,24,58,18,4,36,60,60,100,9,0,18,23,8,51,10,1,33,6,0,12,63,37,79,46,21,54,34,18,56,.,.,.
'227814,40,10,80,75,42,100,72,44,91,-1,-1,-1,79,45,94,66,41,91,.,.,.,79,48,95,78,43,93,-1,-1,-1,40,10,80,79,41,94,42,20,78,33,6,50,85,47,96,81,49,96,78,42,93,72,39,94
'227816,36,13,67,59,37,83,72,42,89,.,.,.,48,21,75,46,18,76,40,15,71,47,20,77,39,13,70,63,25,63,24,6,59,48,21,74,36,12,67,29,11,49,55,28,81,53,26,80,42,16,71,36,15,75
'227817,38,11,76,0,0,80,54,31,77,.,.,.,42,16,77,40,17,74,39,14,74,41,18,74,39,13,76,.,.,.,28,8,66,43,14,80,32,10,70,17,1,42,83,49,96,38,15,78,47,17,76,0,0,67
'227819,26,11,71,92,50,100,-1,-1,-1,.,.,.,45,21,80,25,21,75,39,15,76,39,14,78,40,14,78,.,.,.,23,11,68,50,26,82,29,11,69,30,22,65,88,64,92,43,19,77,49,25,89,57,14,100
'227820,32,11,67,45,16,80,81,56,94,.,.,.,43,17,74,37,17,68,41,16,73,46,19,79,43,17,74,40,0,80,22,6,60,39,15,70,32,11,67,17,4,36,58,28,85,46,19,77,36,12,67,25,6,65
'227821,6,0,41,33,13,69,60,20,80,.,.,.,44,22,77,0,0,6,36,20,61,44,25,76,30,12,63,-1,-1,-1,5,0,38,44,20,77,32,13,69,19,4,43,51,27,85,47,23,80,38,19,70,83,17,100
'227824,18,6,57,-1,-1,-1,.,.,.,.,.,.,30,9,65,31,10,62,31,9,66,31,9,67,29,9,66,.,.,.,16,5,54,29,9,63,19,4,57,15,11,43,42,19,52,35,9,72,25,8,59,7,0,39
'227825,32,10,67,65,20,80,.,.,.,.,.,.,36,12,70,25,10,60,36,11,70,35,11,72,36,12,70,.,.,.,24,5,60,37,13,69,23,5,60,10,6,33,53,37,89,40,10,71,35,12,70,29,10,68
'227826,15,3,43,20,0,60,75,13,100,.,.,.,43,17,75,50,14,80,21,4,55,44,19,76,28,10,62,.,.,.,14,2,41,41,16,73,14,3,41,33,15,52,61,31,92,51,24,81,30,8,65,.,.,.
'227827,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.
'227828,4,0,41,-1,-1,-1,0,0,42,.,.,.,17,4,60,15,8,62,15,2,56,8,2,55,9,2,54,.,.,.,4,0,41,26,7,65,14,4,56,44,17,67,55,14,90,.,.,.,17,4,60,-1,-1,-1
'227829,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'227901,34,13,66,69,41,89,78,53,92,56,13,92,52,26,78,32,10,64,35,12,67,54,27,80,40,15,71,44,21,69,28,10,61,51,25,76,28,8,61,25,9,47,76,45,93,54,27,79,45,21,72,49,24,78
'227904,41,17,72,60,30,84,73,42,90,58,25,92,52,24,79,40,14,72,39,14,71,54,25,82,45,17,75,65,30,89,29,10,62,50,22,77,29,9,64,22,5,44,68,36,89,56,26,82,43,18,72,44,19,75
'227907,28,10,62,42,13,70,52,28,77,84,63,100,33,12,65,29,9,60,30,10,62,36,13,69,32,10,64,45,15,75,25,9,57,31,11,61,25,7,57,24,7,38,47,21,75,35,12,66,31,11,62,18,6,48
'227909,65,40,88,86,62,98,91,70,98,100,20,100,82,53,96,68,28,93,59,30,84,83,54,96,75,44,93,54,23,73,44,19,77,82,53,96,45,21,78,47,17,75,82,52,96,83,54,97,78,49,94,79,50,94
'227910,28,9,61,52,22,85,50,20,75,-1,-1,-1,31,10,63,28,8,59,30,10,62,34,11,67,30,10,62,15,5,45,22,6,56,28,10,59,21,6,55,16,5,33,45,21,71,34,12,66,24,7,55,26,12,57
'227912,29,7,75,59,31,88,77,46,100,43,14,100,58,28,85,40,10,80,41,15,74,60,28,86,46,21,79,7,0,47,23,5,68,57,27,84,25,5,66,19,6,43,62,29,87,59,28,85,57,27,85,51,24,84
'227913,43,18,73,78,51,94,89,61,98,100,88,100,74,43,92,60,27,85,45,18,76,74,44,92,59,31,84,79,41,91,30,10,64,73,42,91,41,13,74,33,15,60,76,44,94,75,44,92,71,40,91,69,35,90
'228901,34,15,62,39,8,71,50,38,100,.,.,.,42,16,74,14,2,49,33,10,67,43,14,77,43,16,73,.,.,.,13,0,25,42,17,72,21,4,51,21,8,41,45,17,76,45,17,75,37,12,72,47,17,77
'228903,13,3,45,29,2,67,-1,-1,-1,.,.,.,24,7,57,12,3,44,21,6,53,28,8,62,28,6,62,-1,-1,-1,8,2,38,21,6,51,13,2,46,13,1,30,27,9,59,23,7,56,27,7,58,14,3,42
'228904,.,.,.,.,.,.,.,.,.,.,.,.,43,15,86,.,.,.,40,15,87,52,24,89,6,6,76,.,.,.,.,.,.,37,10,84,4,0,58,13,7,47,46,16,87,49,19,90,33,10,81,17,0,100
'228905,.,.,.,-1,-1,-1,.,.,.,.,.,.,34,14,64,24,6,71,31,14,64,41,17,73,50,27,82,-1,-1,-1,.,.,.,28,12,54,0,0,14,17,10,31,33,14,62,38,17,67,25,7,56,9,0,55
'229901,.,.,.,35,15,69,.,.,.,.,.,.,47,21,78,6,0,59,38,15,73,49,20,83,43,22,78,.,.,.,.,.,.,45,21,72,20,5,54,5,0,30,49,21,79,51,24,80,41,16,75,50,18,82
'229903,21,9,56,16,5,57,71,57,100,.,.,.,41,16,71,28,7,62,34,12,65,38,14,73,32,12,61,38,14,71,18,5,52,42,17,69,20,4,55,33,13,54,49,21,78,42,15,72,38,16,70,37,9,74
'229904,16,3,49,36,8,80,79,5,95,.,.,.,35,12,70,0,0,35,28,8,64,39,13,73,23,5,58,53,24,76,15,3,44,32,11,67,14,4,50,10,3,28,36,13,70,37,13,72,30,9,64,26,7,74
'229905,13,0,63,-1,-1,-1,.,.,.,.,.,.,30,10,62,.,.,.,26,7,62,36,12,69,32,25,75,29,0,57,13,0,63,24,8,55,18,4,53,7,3,20,30,10,61,31,11,60,26,8,69,0,0,25
'229906,.,.,.,44,31,63,.,.,.,.,.,.,32,9,68,11,0,37,24,6,57,30,10,65,38,0,77,.,.,.,.,.,.,33,8,71,11,0,55,3,0,34,32,9,71,39,13,75,20,4,57,25,6,69
'230901,42,19,64,34,13,65,.,.,.,.,.,.,46,16,76,29,6,54,37,12,69,50,16,80,50,21,73,33,17,100,34,14,55,44,16,72,27,7,62,32,14,50,50,17,80,47,16,77,44,17,73,9,0,55
'230902,29,10,64,42,19,74,63,50,88,-1,-1,-1,43,19,73,26,7,60,37,15,68,47,20,78,36,15,70,63,44,79,18,6,52,40,18,69,23,7,58,20,8,41,49,22,77,44,19,74,42,19,71,37,15,78
'230903,31,14,64,49,11,69,50,33,83,.,.,.,46,19,77,49,17,73,41,16,73,46,18,78,42,16,76,33,11,78,14,3,47,45,19,75,31,9,66,29,13,54,46,20,77,50,21,80,37,13,69,58,33,92
'230904,0,0,63,50,14,72,-1,-1,-1,.,.,.,37,11,73,24,7,59,31,8,70,44,13,79,40,10,74,17,0,67,0,0,63,31,9,68,26,5,61,18,3,48,36,11,74,38,11,73,35,11,73,13,0,88
'230905,21,4,66,43,14,86,100,33,100,.,.,.,52,22,83,11,0,56,42,15,76,55,22,87,44,16,77,.,.,.,11,0,48,49,21,79,22,5,61,32,14,48,54,23,84,55,23,84,44,17,79,42,25,71
'230906,16,6,55,53,15,83,60,30,90,-1,-1,-1,42,15,77,19,2,57,35,12,70,50,18,81,39,16,71,-1,-1,-1,6,0,39,36,13,73,16,3,57,21,11,39,44,16,79,44,16,78,37,15,74,16,8,52
'230908,45,9,86,61,26,83,100,83,100,.,.,.,61,26,87,.,.,.,49,16,80,63,30,90,61,24,91,54,23,77,47,11,95,59,22,85,40,12,77,11,4,32,61,26,87,64,28,89,50,21,80,58,42,75
'231901,23,2,65,-1,-1,-1,.,.,.,.,.,.,34,11,68,70,15,80,31,8,62,34,9,71,29,8,66,.,.,.,18,3,60,33,12,65,22,4,58,31,6,43,45,18,74,34,9,69,33,16,65,21,7,79
'231902,22,0,59,-1,-1,-1,.,.,.,.,.,.,41,11,76,-1,-1,-1,34,4,68,44,11,79,34,3,70,-1,-1,-1,21,0,57,38,12,74,26,4,63,18,8,41,47,19,81,40,11,76,43,12,76,29,14,71
'232901,46,21,75,.,.,.,100,100,100,.,.,.,72,36,94,.,.,.,51,20,86,75,38,95,66,32,90,.,.,.,46,21,75,68,34,92,35,12,79,19,11,63,80,41,98,74,37,94,64,34,92,80,60,100
'232902,19,3,49,33,0,83,.,.,.,.,.,.,31,8,62,-1,-1,-1,26,5,57,34,8,70,28,6,59,71,29,100,13,2,43,28,9,56,15,3,47,21,11,35,43,17,74,33,9,62,25,6,63,15,0,70
'232903,24,9,54,28,4,64,83,62,97,33,0,50,26,9,58,30,10,65,23,7,55,28,9,62,24,7,56,27,13,67,12,4,41,24,9,54,13,3,46,16,6,32,49,22,76,26,9,58,27,9,57,14,2,49
'232904,30,3,63,63,0,88,-1,-1,-1,.,.,.,45,17,73,-1,-1,-1,37,9,67,44,18,74,43,15,71,.,.,.,13,0,44,46,15,71,25,3,48,32,20,46,46,18,73,46,16,76,44,18,67,29,0,43
'233901,21,6,53,54,24,93,60,35,84,-1,-1,-1,36,13,68,32,13,62,31,10,64,40,14,72,35,12,67,24,0,47,10,2,38,33,12,64,20,4,55,17,4,35,56,27,80,36,13,68,36,12,66,35,13,68
'233903,48,12,92,71,57,86,-1,-1,-1,.,.,.,61,30,89,33,0,83,42,19,83,58,29,89,57,28,88,.,.,.,41,6,88,64,32,89,39,13,80,23,10,62,66,33,91,63,36,93,59,25,86,40,0,80
'234801,.,.,.,0,0,33,.,.,.,.,.,.,19,2,42,.,.,.,18,2,43,20,3,53,22,0,44,.,.,.,.,.,.,18,2,36,16,4,39,0,0,18,20,3,43,.,.,.,19,2,42,.,.,.
'234902,44,16,77,58,26,86,69,45,83,-1,-1,-1,58,26,86,23,8,58,44,16,78,60,28,87,48,19,79,45,19,84,26,3,66,56,24,85,27,8,67,19,5,50,61,28,89,61,27,88,53,23,81,54,28,92
'234903,29,17,82,41,11,81,.,.,.,.,.,.,50,21,83,55,18,84,42,15,79,53,22,87,42,17,80,-1,-1,-1,10,3,72,47,20,79,22,5,63,22,9,44,51,22,83,52,22,84,46,18,80,47,17,77
'234904,19,2,58,58,0,84,-1,-1,-1,.,.,.,41,15,74,50,25,50,35,11,69,43,15,78,37,11,73,0,0,44,13,2,54,40,15,69,19,3,57,18,5,34,43,17,74,41,15,73,41,15,74,35,13,67
'234905,29,5,71,67,20,93,.,.,.,.,.,.,56,23,85,18,0,82,44,12,79,56,23,90,42,14,78,-1,-1,-1,21,2,61,57,23,80,29,6,69,15,5,45,61,26,86,56,22,85,57,25,83,50,20,90
'234906,25,7,68,42,25,79,50,40,90,.,.,.,49,22,80,29,6,79,40,16,74,54,23,84,39,14,74,50,17,67,15,3,58,45,21,77,23,6,63,18,9,44,53,25,82,50,23,79,48,21,83,34,14,66
'234907,24,7,57,42,15,74,78,56,78,55,45,73,40,15,72,26,6,61,33,11,68,39,14,74,36,12,67,40,6,71,13,3,48,40,15,71,16,3,54,20,7,41,42,16,75,42,16,74,34,12,69,43,17,78
'234909,49,14,77,21,0,71,89,33,100,.,.,.,45,16,78,-1,-1,-1,45,15,77,40,14,76,44,13,83,.,.,.,44,9,75,51,19,80,31,9,68,31,16,42,45,17,78,44,16,78,46,17,78,36,18,64
'235901,15,3,49,77,23,93,.,.,.,.,.,.,27,9,60,50,34,77,25,8,58,31,11,66,24,8,57,-1,-1,-1,14,3,48,22,7,52,14,4,49,33,13,45,29,9,63,28,9,61,24,9,56,19,0,56
'235902,27,10,60,44,20,70,70,35,85,70,40,90,36,13,66,26,7,56,27,8,59,38,13,69,29,9,62,48,41,86,20,6,53,35,13,64,19,5,52,17,5,34,56,25,80,36,13,67,34,13,64,31,13,60
'235904,42,17,92,-1,-1,-1,.,.,.,.,.,.,53,22,90,-1,-1,-1,47,12,86,63,31,97,40,17,82,.,.,.,33,11,89,45,15,85,26,7,74,11,0,67,61,28,97,59,22,94,40,20,83,.,.,.
'236801,0,0,0,-1,-1,-1,.,.,.,.,.,.,7,2,20,0,0,0,7,2,21,.,.,.,6,0,26,.,.,.,-1,-1,-1,7,2,20,7,2,22,0,0,6,10,6,19,.,.,.,7,2,20,-1,-1,-1
'236802,.,.,.,-1,-1,-1,.,.,.,.,.,.,26,5,67,.,.,.,-1,-1,-1,23,0,55,20,0,80,.,.,.,.,.,.,29,10,81,-1,-1,-1,.,.,.,28,6,67,.,.,.,26,5,67,0,0,20
'236901,27,10,57,39,15,66,.,.,.,.,.,.,49,20,81,32,10,70,39,14,73,53,24,83,39,17,68,27,0,80,23,6,53,45,17,79,20,4,62,19,10,39,56,24,87,49,20,82,48,19,78,27,4,71
'236902,17,4,48,35,14,67,61,33,84,-1,-1,-1,32,11,62,20,6,49,24,7,54,34,12,66,27,8,59,37,15,76,10,2,39,29,11,58,14,2,44,16,5,30,42,16,72,28,9,59,36,14,67,21,7,52
'237902,17,3,44,32,23,64,50,14,79,-1,-1,-1,22,6,51,15,3,41,18,4,47,24,5,54,22,5,52,17,0,67,11,2,34,20,6,48,11,2,38,21,2,28,36,14,64,22,5,52,20,7,47,16,5,58
'237904,38,14,72,62,33,84,63,34,86,75,13,100,50,21,80,39,14,73,43,16,75,52,22,83,44,17,76,33,16,71,28,8,66,47,21,76,30,9,68,38,16,58,61,29,87,51,22,81,47,20,77,35,12,70
'237905,25,7,57,42,13,75,-1,-1,-1,.,.,.,27,8,59,19,4,49,26,8,57,30,9,63,27,8,59,-1,-1,-1,20,6,52,25,7,54,19,5,51,20,5,35,41,13,72,27,8,59,27,8,59,11,2,27
'238902,13,3,45,9,0,35,36,21,79,.,.,.,26,8,61,18,5,45,20,5,55,26,7,64,24,6,60,24,5,62,7,1,34,26,8,58,10,2,36,15,6,29,33,11,66,26,7,62,28,9,59,8,1,48
'238904,.,.,.,-1,-1,-1,.,.,.,.,.,.,26,7,62,0,0,33,23,3,59,26,7,59,22,4,59,.,.,.,.,.,.,25,6,64,6,0,41,8,0,38,36,12,74,28,7,67,21,7,53,-1,-1,-1
