DISTRICT,DD000A001218R,DD000A001318R,DD000A001S18R,DD200A001218R,DD200A001318R,DD200A001S18R,DD300A001218R,DD300A001318R,DD300A001S18R,DD400A001218R,DD400A001318R,DD400A001S18R,DDA00A001218R,DDA00A001318R,DDA00A001S18R,DDB00A001218R,DDB00A001318R,DDB00A001S18R,DDE00A001218R,DDE00A001318R,DDE00A001S18R,DDF00A001218R,DDF00A001318R,DDF00A001S18R,DDH00A001218R,DDH00A001318R,DDH00A001S18R,DDI00A001218R,DDI00A001318R,DDI00A001S18R,DDL00A001218R,DDL00A001318R,DDL00A001S18R,DDM00A001218R,DDM00A001318R,DDM00A001S18R,DDR00A001218R,DDR00A001318R,DDR00A001S18R,DDS00A001218R,DDS00A001318R,DDS00A001S18R,DDW00A001218R,DDW00A001318R,DDW00A001S18R,DNC00A001218R,DNC00A001318R,DNC00A001S18R,DNM00A001218R,DNM00A001318R,DNM00A001S18R,DNS00A001218R,DNS00A001318R,DNS00A001S18R
'112906,25,6,55,21,6,52,.,.,.,.,.,.,45,17,73,-1,-1,-1,43,15,70,51,19,78,45,17,71,-1,-1,-1,16,3,50,39,16,67,21,4,55,23,8,39,47,18,74,46,17,72,41,16,75,33,0,67
'112907,30,3,76,73,0,91,.,.,.,-1,-1,-1,44,15,79,-1,-1,-1,38,12,74,44,14,82,40,12,75,.,.,.,25,4,71,44,16,75,25,8,63,27,11,56,45,17,79,49,19,81,36,9,76,29,29,43
'112908,28,8,71,48,24,81,67,67,89,.,.,.,41,15,77,21,3,67,36,12,73,46,16,80,35,12,73,64,43,93,20,6,65,37,14,73,22,6,65,16,5,48,47,16,79,41,15,77,41,14,76,14,7,86
'112909,41,19,84,43,14,100,.,.,.,.,.,.,55,23,85,43,29,71,51,21,81,55,23,88,41,17,80,.,.,.,30,20,60,54,24,83,28,6,69,12,0,42,59,25,87,57,25,86,48,18,82,33,11,67
'112910,25,0,69,56,11,89,.,.,.,-1,-1,-1,44,16,79,61,11,72,38,11,77,47,14,81,35,13,79,.,.,.,25,0,69,41,19,77,21,5,64,10,2,46,44,17,79,46,18,83,39,12,71,67,25,83
'113901,27,8,61,50,30,72,93,50,100,.,.,.,28,10,60,19,6,50,26,9,60,30,11,65,30,9,67,.,.,.,19,4,52,25,9,56,14,3,48,17,10,32,48,20,82,26,9,59,32,12,65,0,0,70
'113902,28,6,67,44,13,84,63,50,100,-1,-1,-1,33,13,68,18,4,49,29,12,63,37,15,75,39,20,73,.,.,.,27,7,60,29,12,62,17,4,54,10,4,25,36,15,73,32,12,69,33,15,66,21,11,58
'113903,26,11,81,42,17,75,73,55,100,.,.,.,52,19,86,31,5,78,37,13,78,57,21,88,43,25,82,.,.,.,26,11,81,47,18,85,29,8,71,24,10,60,57,21,89,53,20,88,50,19,83,55,25,95
'113905,28,17,67,20,0,60,67,50,92,.,.,.,42,14,75,30,3,61,35,12,72,46,18,80,34,8,80,.,.,.,11,0,56,37,11,71,19,4,59,23,9,47,43,15,76,44,14,79,37,15,68,31,13,44
'113906,-1,-1,-1,20,0,40,.,.,.,.,.,.,30,9,61,31,6,60,24,6,54,33,9,64,8,3,33,-1,-1,-1,-1,-1,-1,27,8,59,15,3,47,7,0,27,32,10,65,32,9,63,26,8,58,50,17,100
'114901,24,7,55,34,14,68,57,38,87,-1,-1,-1,28,9,59,18,6,49,24,7,54,29,10,63,25,8,57,80,60,100,13,4,44,26,9,55,15,3,47,27,9,36,35,12,67,28,10,59,27,8,60,16,7,43
'114902,20,3,67,26,9,61,-1,-1,-1,.,.,.,36,12,68,60,20,100,27,9,58,39,12,74,30,9,64,100,20,100,23,5,55,33,12,63,12,4,41,20,10,36,39,14,71,37,13,70,32,11,65,41,13,74
'114904,14,5,62,51,26,74,87,54,100,.,.,.,55,24,84,78,41,94,41,15,76,59,26,88,43,18,80,89,78,100,14,5,62,52,22,80,21,6,58,19,9,38,58,24,85,60,26,87,43,19,77,56,22,94
'115901,35,12,76,-1,-1,-1,-1,-1,-1,.,.,.,40,14,78,.,.,.,39,14,77,47,16,85,39,14,77,.,.,.,24,7,68,33,13,71,26,6,70,2,0,32,100,67,100,41,14,79,35,14,72,33,11,61
'115902,44,13,75,.,.,.,100,60,100,.,.,.,39,8,70,-1,-1,-1,35,8,69,47,12,69,41,8,73,.,.,.,44,13,75,31,5,71,32,5,61,26,0,43,31,4,63,39,9,70,39,7,70,43,29,71
'115903,13,13,32,.,.,.,.,.,.,.,.,.,24,12,55,.,.,.,24,12,55,22,8,56,17,12,47,.,.,.,4,4,24,25,14,54,7,2,33,0,0,44,34,11,69,17,9,48,34,17,66,.,.,.
'116901,37,16,71,70,44,94,40,27,73,.,.,.,64,32,89,50,25,84,55,24,84,69,37,91,57,29,85,56,6,81,15,4,50,59,28,87,32,9,72,24,7,51,66,33,90,66,34,90,58,26,86,60,31,87
'116902,42,19,74,52,15,82,.,.,.,.,.,.,44,18,73,19,0,44,33,12,64,45,17,75,41,17,70,-1,-1,-1,14,5,48,44,20,71,25,5,58,18,6,32,45,19,73,46,18,75,42,19,68,53,29,88
'116903,30,14,62,42,13,75,57,43,82,14,4,50,37,15,68,14,3,47,27,10,60,42,17,71,35,13,68,78,22,78,22,11,52,33,12,65,21,7,56,17,7,37,48,20,77,37,16,69,37,13,66,26,14,65
'116905,28,10,59,33,17,66,83,44,95,24,6,35,38,16,68,21,5,55,32,12,63,41,17,71,34,13,64,50,13,66,20,6,51,35,15,64,24,7,56,22,8,41,52,24,79,39,17,68,36,13,67,28,10,62
'116906,0,0,28,53,29,82,-1,-1,-1,-1,-1,-1,52,23,81,17,0,67,39,17,73,55,26,84,45,20,81,33,0,83,0,0,28,49,22,79,22,5,63,23,9,47,54,24,81,54,25,84,47,20,74,52,16,91
'116908,25,6,58,41,19,87,93,29,93,-1,-1,-1,36,12,66,19,1,56,31,10,62,38,12,71,32,9,64,30,21,64,16,3,47,34,12,62,17,3,50,18,6,31,38,13,67,37,12,66,34,12,66,26,6,63
'116909,43,13,81,70,20,100,83,17,100,.,.,.,50,20,83,22,11,56,47,16,82,54,21,88,51,15,86,56,33,78,33,9,79,47,19,79,27,8,68,38,16,59,51,21,83,50,21,82,50,17,84,48,21,81
'116910,30,9,58,14,0,57,-1,-1,-1,.,.,.,30,8,65,-1,-1,-1,30,5,64,32,7,72,37,12,66,-1,-1,-1,3,0,32,29,8,59,17,2,52,14,2,31,29,7,66,35,9,69,21,4,58,14,0,57
'116915,40,14,82,38,0,75,.,.,.,.,.,.,56,23,88,29,14,86,49,17,86,54,20,88,52,20,87,25,0,100,25,9,73,58,25,88,26,7,74,39,18,67,60,26,89,59,24,89,51,22,86,57,21,93
'116916,42,18,85,46,12,65,80,20,80,-1,-1,-1,44,14,76,23,3,55,44,14,75,47,14,78,38,9,75,-1,-1,-1,25,5,75,41,15,74,28,6,65,14,8,42,46,16,77,50,17,79,37,11,72,32,5,77
'117901,24,8,58,37,13,80,82,50,100,-1,-1,-1,41,16,74,33,10,76,32,11,68,42,16,77,34,13,69,39,20,76,12,3,46,39,16,71,21,4,60,26,9,49,48,19,79,41,16,75,40,15,72,40,15,68
'117903,.,.,.,44,18,77,-1,-1,-1,.,.,.,40,16,69,38,13,88,32,11,60,42,16,73,37,12,63,67,17,83,.,.,.,38,15,65,18,3,53,21,7,35,40,16,69,44,18,73,29,10,60,14,5,52
'117904,0,0,86,38,13,88,.,.,.,.,.,.,49,19,81,43,14,86,38,11,74,50,19,82,37,13,73,53,13,80,0,0,86,48,20,80,25,5,66,26,6,50,53,22,83,48,17,80,52,25,84,33,17,83
'117907,.,.,.,67,11,100,.,.,.,.,.,.,57,28,90,.,.,.,40,12,85,62,30,88,39,11,67,.,.,.,.,.,.,48,24,93,49,17,83,.,.,.,59,32,93,44,18,84,63,33,93,.,.,.
'118902,.,.,.,0,0,43,.,.,.,.,.,.,52,22,83,-1,-1,-1,42,10,79,54,23,85,43,15,75,.,.,.,.,.,.,50,21,81,30,6,64,18,11,39,59,28,89,52,22,84,51,23,80,-1,-1,-1
'119901,13,0,69,56,44,100,.,.,.,.,.,.,43,17,77,.,.,.,36,17,72,49,22,85,17,2,67,29,14,86,15,0,69,36,11,68,25,7,66,11,6,45,46,18,78,42,17,77,44,17,77,0,0,50
'119902,23,6,62,36,4,76,67,17,67,.,.,.,43,14,76,53,20,87,35,10,72,46,15,79,32,10,69,31,0,46,15,1,55,40,13,74,21,3,61,11,4,40,50,17,81,42,14,77,45,12,75,48,13,81
'119903,20,4,44,68,23,95,.,.,.,.,.,.,40,14,78,.,.,.,38,12,73,40,16,79,40,10,72,.,.,.,14,0,36,40,13,77,21,5,64,18,8,43,39,15,78,41,14,77,40,13,79,19,13,69
'120901,30,9,69,37,3,67,38,20,62,-1,-1,-1,39,14,72,27,8,61,32,11,66,43,14,78,34,12,68,-1,-1,-1,15,3,55,35,13,66,22,5,58,17,8,30,52,20,82,38,13,71,42,16,74,45,21,83
'120902,17,4,55,41,18,76,.,.,.,.,.,.,38,12,73,3,0,56,28,8,68,38,12,76,28,6,68,.,.,.,9,2,41,38,12,69,18,2,58,4,0,24,53,20,80,40,13,76,29,10,58,48,14,86
'120905,18,6,70,75,17,83,.,.,.,.,.,.,58,27,86,72,48,96,44,19,76,60,28,86,40,18,75,71,29,100,9,1,61,56,26,85,26,6,66,18,8,44,65,30,90,60,29,87,52,19,81,49,23,86
'121902,.,.,.,43,10,76,-1,-1,-1,.,.,.,54,23,84,46,4,54,46,18,81,51,21,84,73,27,100,.,.,.,.,.,.,56,24,84,27,8,68,36,13,60,54,24,85,56,26,83,49,15,86,29,0,71
'121903,22,0,67,28,9,67,.,.,.,.,.,.,42,16,75,26,7,67,34,12,70,45,17,79,36,8,82,21,7,86,22,0,67,40,15,72,31,9,69,20,8,42,44,17,76,44,16,77,38,15,71,31,14,61
'121904,23,7,61,40,18,77,56,56,67,33,22,56,32,11,63,19,5,51,27,9,60,34,12,67,35,12,68,40,0,60,17,4,55,29,11,60,20,5,54,15,4,28,43,17,73,31,11,63,33,12,63,23,10,59
'121905,19,6,62,43,17,82,100,33,100,.,.,.,46,20,77,29,12,67,40,17,73,49,21,80,48,25,75,.,.,.,7,0,59,44,18,74,23,6,59,16,3,36,48,20,78,48,21,79,40,17,70,59,22,86
'121906,0,0,31,16,3,69,.,.,.,.,.,.,45,10,82,.,.,.,37,8,75,49,8,86,34,0,69,.,.,.,0,0,31,42,12,79,23,3,65,14,6,36,47,11,83,45,10,83,45,11,79,19,0,100
'122901,17,1,51,0,0,57,.,.,.,.,.,.,40,21,72,.,.,.,26,10,65,38,22,74,23,8,62,.,.,.,5,0,33,42,20,70,18,5,54,23,9,53,71,44,90,44,26,74,30,9,67,-1,-1,-1
'122902,50,22,83,.,.,.,-1,-1,-1,.,.,.,60,33,88,.,.,.,52,30,85,75,46,96,46,20,83,.,.,.,27,0,73,42,17,79,27,0,73,-1,-1,-1,85,46,100,62,36,87,54,23,92,.,.,.
'123803,.,.,.,-1,-1,-1,.,.,.,.,.,.,52,19,81,53,20,82,54,21,81,57,24,84,53,9,76,.,.,.,.,.,.,46,14,77,39,12,74,41,19,65,13,13,50,45,17,75,57,21,85,48,13,83
'123805,35,11,77,-1,-1,-1,-1,-1,-1,.,.,.,38,15,78,31,10,75,37,15,77,39,15,81,39,17,78,.,.,.,28,8,74,37,15,74,25,6,69,4,4,21,62,21,93,39,18,78,37,12,78,29,14,76
'123807,36,9,79,-1,-1,-1,43,0,71,.,.,.,50,15,84,38,8,85,49,15,84,49,16,84,50,15,84,-1,-1,-1,29,8,73,50,14,83,32,8,76,25,4,38,60,20,100,71,16,90,44,15,82,36,7,79
'123905,41,18,73,48,21,73,69,41,91,63,25,88,53,23,81,33,10,67,43,17,75,55,24,84,47,18,79,41,19,79,21,6,55,51,22,78,28,10,62,18,5,37,57,26,83,57,26,84,41,16,72,52,23,78
'123907,30,11,65,60,0,80,57,27,83,.,.,.,31,10,65,27,8,60,30,10,63,34,11,68,34,12,68,30,12,66,18,6,54,29,10,62,30,10,63,26,11,39,35,10,68,33,11,66,27,8,59,17,6,51
'123908,33,10,68,51,20,86,60,29,85,.,.,.,53,22,82,34,11,67,45,17,78,55,23,84,47,18,79,31,0,69,17,4,51,51,21,79,31,9,67,23,8,43,56,23,83,55,23,84,44,17,75,55,24,82
'123910,27,9,60,41,13,70,67,37,88,73,27,83,31,11,61,24,7,54,26,8,56,33,11,65,34,11,67,18,8,70,16,5,48,29,10,57,32,11,62,23,7,34,58,26,82,32,11,62,28,9,58,26,8,56
'123913,56,16,97,-1,-1,-1,77,54,92,.,.,.,58,25,90,55,19,93,60,25,90,63,30,91,72,33,96,.,.,.,27,0,100,53,19,89,49,19,87,0,0,33,43,17,82,62,28,92,54,21,88,44,11,78
'123914,25,7,68,43,22,83,59,46,90,-1,-1,-1,48,18,81,35,11,73,41,13,76,53,20,84,42,16,78,57,20,87,16,4,59,45,17,79,33,9,71,30,15,50,51,19,83,49,18,82,45,19,79,39,6,77
'124901,25,9,52,.,.,.,-1,-1,-1,.,.,.,31,9,66,18,0,45,28,8,63,34,11,71,31,9,66,-1,-1,-1,11,4,42,28,8,61,17,3,52,19,5,36,36,5,68,31,9,65,34,13,69,5,5,58
'125901,18,8,51,50,21,64,56,24,88,.,.,.,29,10,61,28,6,49,26,8,57,31,10,65,29,10,61,40,0,40,9,3,34,27,9,57,12,3,43,27,10,42,37,12,65,29,10,62,29,10,59,21,5,47
'125902,24,9,45,.,.,.,.,.,.,.,.,.,32,10,63,-1,-1,-1,31,10,62,34,12,66,30,10,62,.,.,.,24,8,44,30,9,62,22,4,56,16,4,30,56,27,83,33,10,67,27,12,53,44,19,75
'125903,29,14,49,62,31,92,92,42,100,.,.,.,48,21,77,-1,-1,-1,39,14,70,48,21,80,40,16,72,.,.,.,21,12,40,48,21,75,21,6,57,25,7,41,60,30,85,48,21,76,48,21,80,40,16,75
'125905,26,10,49,.,.,.,20,0,80,.,.,.,25,7,58,0,0,83,23,6,56,24,6,61,24,7,57,.,.,.,12,5,29,25,8,55,18,3,54,20,5,37,65,19,81,25,6,60,24,9,54,16,5,63
'125906,-1,-1,-1,.,.,.,.,.,.,.,.,.,48,23,85,.,.,.,36,13,85,40,21,86,47,23,85,.,.,.,.,.,.,53,25,84,17,0,67,20,0,40,80,20,100,51,27,88,41,16,80,-1,-1,-1
'126801,.,.,.,0,0,0,.,.,.,-1,-1,-1,13,3,41,20,0,40,8,3,29,13,3,42,11,0,51,.,.,.,.,.,.,13,2,40,7,0,34,0,0,32,14,4,41,.,.,.,13,3,41,.,.,.
'126901,23,7,57,48,14,80,53,29,71,.,.,.,36,13,69,25,7,66,31,11,65,38,15,73,29,10,62,22,10,63,16,4,47,34,12,64,22,6,57,26,11,43,41,16,73,37,14,70,34,12,66,39,19,67
'126902,37,14,72,54,25,83,62,34,87,67,25,85,51,22,81,36,12,69,40,15,74,54,24,84,45,18,78,49,17,86,28,9,64,48,21,78,25,6,64,24,7,47,54,24,83,53,23,82,48,19,79,41,15,72
'126903,25,7,58,39,15,71,62,41,94,27,6,56,37,13,68,26,5,58,30,9,62,39,13,72,31,9,63,40,17,64,18,5,50,36,12,66,22,5,56,20,5,37,45,17,75,39,13,70,33,11,63,39,17,67
'126904,38,10,67,58,33,81,88,56,100,.,.,.,63,30,89,36,8,68,50,18,83,65,32,92,51,19,83,50,21,100,24,9,53,62,29,87,35,10,74,23,6,49,67,33,91,66,31,91,57,27,87,49,28,93
'126905,32,11,67,53,22,83,61,34,89,70,20,100,54,25,83,51,22,83,42,16,76,57,26,85,44,18,77,53,13,87,25,9,62,51,24,81,29,8,67,23,8,46,58,28,85,57,27,84,48,21,81,37,14,80
'126906,27,8,65,52,20,85,59,35,82,18,4,59,44,15,77,42,9,88,38,12,74,50,18,80,50,16,82,25,0,75,16,2,53,38,13,73,21,3,60,24,6,45,50,20,77,46,16,81,43,14,73,56,20,80
'126907,20,3,51,34,13,62,.,.,.,.,.,.,40,12,72,.,.,.,33,10,64,43,12,75,33,5,64,-1,-1,-1,15,3,46,37,12,69,20,6,53,23,7,37,42,14,74,42,13,74,36,12,68,27,7,67
'126908,31,11,68,43,9,84,60,29,77,.,.,.,39,14,72,38,11,68,35,11,70,43,15,76,38,12,72,18,9,73,18,4,58,35,12,69,28,9,66,23,5,48,41,15,72,40,14,73,37,12,71,21,7,68
'126911,27,7,64,28,10,69,100,44,100,-1,-1,-1,39,13,73,26,11,71,30,8,67,41,14,77,33,9,69,42,13,71,15,3,54,37,12,70,22,4,61,13,5,33,42,15,76,40,13,74,37,13,73,25,6,68
'127901,47,6,71,27,16,73,40,20,100,.,.,.,38,11,74,50,6,72,31,6,70,37,10,73,30,7,69,-1,-1,-1,43,0,64,38,13,76,23,4,65,25,8,52,45,15,80,38,11,75,35,11,71,21,8,46
'127903,46,33,75,58,25,88,83,67,100,.,.,.,41,16,74,22,6,61,32,9,66,44,17,76,30,7,68,.,.,.,28,17,62,39,15,73,27,9,62,9,6,27,49,20,79,44,17,78,33,10,64,45,23,71
'127904,-1,-1,-1,14,0,29,.,.,.,.,.,.,40,12,75,17,0,50,35,9,70,46,13,80,38,11,72,.,.,.,.,.,.,34,10,71,19,4,59,8,1,29,41,12,77,42,12,78,33,9,68,34,10,62
'127905,.,.,.,43,29,86,.,.,.,.,.,.,36,14,71,.,.,.,37,12,66,36,7,71,42,17,72,.,.,.,.,.,.,36,18,70,24,6,59,39,26,53,33,13,69,30,14,71,41,15,70,.,.,.
'127906,31,8,61,51,20,87,78,67,89,.,.,.,46,16,80,42,12,84,38,10,76,46,14,82,37,8,73,100,80,100,32,9,65,45,18,79,28,6,68,30,10,46,54,23,86,48,18,81,38,11,77,58,8,75
'128901,29,6,63,50,25,100,.,.,.,.,.,.,42,17,73,0,0,65,33,11,68,43,17,77,34,11,68,.,.,.,25,4,58,41,17,70,23,5,59,24,11,44,64,31,88,44,17,76,37,15,66,42,12,62
'128902,31,11,61,50,17,67,.,.,.,.,.,.,35,11,73,30,8,55,35,10,72,39,12,77,34,11,72,.,.,.,19,3,54,32,10,69,21,4,60,22,8,46,47,15,81,36,12,75,33,9,67,27,0,53
'128903,.,.,.,.,.,.,.,.,.,.,.,.,31,10,60,-1,-1,-1,27,8,55,32,10,60,29,10,59,.,.,.,.,.,.,30,10,60,16,3,48,2,0,22,49,14,73,34,12,66,22,6,47,50,17,83
'128904,14,0,71,70,50,80,-1,-1,-1,.,.,.,74,42,93,.,.,.,63,34,89,71,38,93,67,35,89,.,.,.,14,0,71,76,46,93,18,1,64,30,9,55,75,44,94,74,42,93,71,43,93,80,20,100
'129901,31,11,66,46,21,78,80,56,96,-1,-1,-1,44,18,76,29,10,62,35,13,68,45,19,79,39,14,72,29,5,81,24,7,56,42,17,74,22,5,60,18,7,41,51,22,83,48,20,81,37,16,69,43,14,80
'129902,48,22,77,59,32,86,71,45,89,38,19,62,60,29,85,47,19,76,44,18,75,64,32,88,54,24,83,59,25,79,34,12,68,56,26,82,33,10,69,26,8,49,66,34,89,63,32,87,52,23,80,60,28,87
'129903,27,9,62,44,19,80,82,45,95,-1,-1,-1,41,16,74,29,9,66,35,12,70,42,16,76,35,12,69,42,24,64,14,4,49,41,17,72,28,8,63,22,8,44,50,21,80,43,17,76,37,14,68,60,28,84
'129904,26,6,61,34,13,76,57,0,86,-1,-1,-1,37,11,72,30,7,78,34,9,70,39,11,76,34,11,71,71,43,86,15,4,50,36,12,69,24,5,62,25,8,45,39,12,72,39,13,74,34,9,70,29,15,67
'129905,43,17,77,55,20,84,73,41,98,-1,-1,-1,56,24,85,32,6,69,49,19,81,58,26,88,53,23,84,46,27,84,30,10,69,54,23,83,33,10,73,25,10,56,57,25,86,58,25,86,49,23,82,45,22,84
'129906,26,10,59,43,19,75,64,38,82,-1,-1,-1,35,13,66,25,6,56,31,11,62,38,14,70,34,12,66,41,32,68,12,3,41,32,12,62,16,3,49,22,8,37,46,19,76,36,14,67,32,10,63,32,10,66
'129910,45,14,71,57,30,78,-1,-1,-1,.,.,.,51,22,81,26,4,56,45,17,76,56,25,85,45,16,81,57,29,71,35,8,61,46,19,77,24,6,62,17,5,45,53,23,82,52,22,83,49,20,78,50,12,73
'130801,.,.,.,.,.,.,.,.,.,.,.,.,38,18,69,.,.,.,22,6,56,44,22,78,44,25,69,.,.,.,.,.,.,33,14,62,31,10,59,-1,-1,-1,35,13,70,-1,-1,-1,37,18,68,-1,-1,-1
'130901,36,12,69,69,37,91,83,57,97,100,73,100,69,37,90,64,26,85,44,15,76,70,38,91,58,26,84,60,29,86,27,8,60,67,36,89,40,12,76,29,10,60,74,42,93,69,38,90,68,35,91,68,26,89
'130902,24,6,62,89,56,100,100,50,100,.,.,.,45,16,77,-1,-1,-1,36,12,71,48,19,82,37,11,72,-1,-1,-1,10,1,45,41,14,73,24,4,62,18,6,46,54,23,84,44,17,78,46,16,76,47,20,93
'131001,40,20,80,-1,-1,-1,.,.,.,.,.,.,52,26,78,-1,-1,-1,42,20,73,64,27,82,46,18,73,.,.,.,.,.,.,47,25,76,23,8,59,7,0,53,88,75,100,54,25,78,44,31,75,.,.,.
'132902,.,.,.,.,.,.,.,.,.,.,.,.,63,25,91,-1,-1,-1,55,21,84,58,21,93,59,22,86,.,.,.,.,.,.,69,29,90,31,0,74,37,10,70,65,26,93,67,26,92,57,22,90,63,25,100
'133901,21,8,63,71,43,100,-1,-1,-1,.,.,.,39,15,74,38,13,63,36,11,72,42,16,77,30,10,69,.,.,.,12,4,52,36,14,72,20,5,62,30,12,51,49,21,80,38,13,75,40,20,72,0,0,33
'133902,15,9,60,36,7,100,.,.,.,-1,-1,-1,42,22,83,.,.,.,29,15,78,37,20,84,22,8,74,.,.,.,11,7,52,47,24,83,20,8,72,29,18,65,54,31,87,41,24,79,43,19,90,67,33,100
'133903,38,16,73,61,31,84,78,55,96,-1,-1,-1,56,27,83,32,12,61,44,17,76,57,28,85,45,18,77,56,38,56,26,9,65,56,26,82,34,11,70,27,12,47,68,36,90,57,28,84,55,25,81,51,19,79
'133904,22,3,56,52,16,85,-1,-1,-1,-1,-1,-1,42,15,74,17,8,75,36,11,71,46,18,80,34,11,67,.,.,.,19,2,51,38,13,69,24,7,61,19,5,41,47,19,79,41,15,75,43,16,74,63,26,89
'133905,.,.,.,-1,-1,-1,.,.,.,.,.,.,87,47,100,.,.,.,.,.,.,86,43,100,-1,-1,-1,.,.,.,.,.,.,88,50,100,.,.,.,.,.,.,90,50,100,80,20,100,90,60,100,.,.,.
'134901,28,10,66,89,33,89,-1,-1,-1,.,.,.,42,20,75,.,.,.,31,13,68,41,20,77,31,10,66,.,.,.,9,0,52,43,20,72,18,6,57,40,25,51,49,26,80,43,21,75,38,16,71,38,6,81
'135001,60,0,100,.,.,.,.,.,.,.,.,.,75,37,96,.,.,.,.,.,.,79,41,97,63,6,94,.,.,.,.,.,.,68,29,93,.,.,.,-1,-1,-1,77,40,96,75,39,99,76,35,92,-1,-1,-1
'136901,22,8,58,25,0,63,.,.,.,.,.,.,53,23,83,-1,-1,-1,41,15,77,54,23,84,41,15,78,-1,-1,-1,13,4,50,52,22,81,24,7,67,34,11,61,79,42,93,52,23,84,53,23,79,53,21,84
'137901,27,10,59,91,18,100,67,52,100,.,.,.,28,10,57,28,10,55,25,9,54,30,11,61,27,10,56,-1,-1,-1,13,3,45,26,10,54,12,2,42,19,7,33,35,14,65,28,10,57,29,10,58,20,12,55
'137902,47,20,73,33,0,100,82,82,100,.,.,.,57,30,89,31,8,77,48,23,85,55,30,90,53,27,88,.,.,.,38,21,62,58,30,88,28,11,74,33,9,56,74,42,94,59,33,90,51,23,87,43,14,86
'137903,27,9,62,-1,-1,-1,-1,-1,-1,.,.,.,46,21,81,.,.,.,39,15,76,51,23,82,40,17,77,.,.,.,27,9,62,40,19,79,20,4,63,6,0,30,66,37,96,50,22,83,40,19,78,18,18,82
'137904,55,21,97,100,74,100,89,64,100,.,.,.,72,36,93,65,30,85,61,25,89,72,35,94,67,31,92,100,80,100,38,13,88,71,37,92,36,8,77,17,14,48,83,48,96,71,35,92,72,36,93,60,20,100
'138902,16,0,48,26,21,58,-1,-1,-1,.,.,.,43,16,76,17,0,57,34,8,68,39,14,75,36,9,70,.,.,.,11,0,48,48,18,76,21,4,59,11,0,37,58,26,87,42,14,73,45,18,80,21,3,55
'138903,34,15,73,60,0,80,-1,-1,-1,.,.,.,44,20,77,38,9,69,34,11,72,49,23,83,33,13,70,-1,-1,-1,9,0,61,39,16,70,18,2,56,15,7,48,61,33,88,46,21,78,36,14,71,0,0,56
'138904,-1,-1,-1,80,20,93,.,.,.,.,.,.,50,19,80,.,.,.,42,15,76,42,15,76,35,5,70,.,.,.,-1,-1,-1,59,24,86,16,1,57,19,0,63,56,30,86,54,25,83,46,14,78,-1,-1,-1
'139905,34,12,64,45,9,70,.,.,.,.,.,.,51,20,82,22,4,74,40,14,75,55,23,86,41,19,69,59,22,85,34,12,64,47,17,79,24,4,66,9,3,39,54,22,84,52,22,83,48,17,79,48,17,81
'139908,35,12,65,55,18,91,.,.,.,.,.,.,46,16,78,30,10,60,39,12,74,39,9,70,39,13,83,.,.,.,0,0,40,52,23,86,19,3,62,23,5,56,48,18,77,48,17,79,42,15,77,44,11,89
'139909,38,13,74,37,12,71,80,55,95,-1,-1,-1,40,16,71,25,7,58,32,11,66,42,17,73,39,14,75,30,16,65,29,8,68,39,16,69,19,5,54,28,11,46,56,26,80,41,17,71,39,15,71,32,13,60
'139911,36,9,72,39,16,77,84,51,97,71,43,100,49,20,81,36,13,68,38,13,73,50,21,83,39,13,77,48,9,86,21,4,61,47,19,79,27,7,66,28,9,52,50,21,82,51,22,82,41,14,77,46,22,84
'139912,15,0,51,51,20,86,.,.,.,.,.,.,44,16,78,0,0,33,32,11,68,47,16,83,29,7,65,29,10,68,6,0,34,41,15,72,20,3,61,16,7,47,45,16,79,48,18,81,31,8,68,47,21,81
'140901,14,0,60,-1,-1,-1,.,.,.,.,.,.,28,9,66,40,0,80,24,7,61,30,9,75,27,8,65,.,.,.,12,0,59,26,9,59,14,1,58,28,0,55,33,17,67,27,9,69,32,6,55,-1,-1,-1
'140904,21,8,64,62,29,90,-1,-1,-1,.,.,.,41,15,74,22,9,55,38,13,72,43,15,78,39,13,74,29,0,71,8,2,46,39,14,71,17,3,57,22,9,43,54,21,83,41,14,75,38,16,72,21,5,62
'140905,26,8,69,-1,-1,-1,.,.,.,.,.,.,41,15,78,60,20,90,34,12,74,41,16,78,35,11,74,.,.,.,17,4,63,40,14,77,18,3,63,21,7,42,60,29,90,41,14,78,40,18,75,23,0,77
'140907,17,6,49,.,.,.,.,.,.,.,.,.,34,11,65,27,9,36,25,7,55,32,14,63,24,7,59,.,.,.,6,4,36,36,10,66,12,3,41,20,6,33,58,21,80,36,11,67,25,11,54,-1,-1,-1
'140908,38,9,74,40,0,50,.,.,.,.,.,.,52,21,81,.,.,.,41,13,74,54,22,80,42,14,77,-1,-1,-1,37,9,67,50,20,81,27,7,63,10,1,29,66,32,87,50,21,80,57,22,83,57,0,86
'141901,27,13,64,53,26,78,57,27,81,37,8,58,47,20,77,41,13,79,36,13,69,50,22,79,38,14,72,44,14,72,4,1,42,45,18,74,20,4,56,17,5,43,51,22,79,49,21,78,44,18,75,41,15,77
'141902,27,5,53,33,0,83,60,0,80,.,.,.,34,12,68,.,.,.,32,12,64,38,12,73,27,10,59,-1,-1,-1,25,6,48,31,13,63,20,4,53,14,4,37,44,17,78,39,15,71,26,8,60,70,50,90
