DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R
"'019912",50,23,79,53,23,84,72,44,85,-1,-1,-1,68,37,90,46,17,79,54,26,83,68,37,90,64,35,90,50,25,81,50,23,79,68,38,90,41,14,77,37,17,64,75,43,94,"PLEASANT GROVE ISD",69,39,91,66,35,89,61,39,89
"'019913",32,5,73,.,.,.,.,.,.,.,.,.,56,26,80,.,.,.,42,19,72,55,30,80,32,4,68,.,.,.,32,5,73,58,22,80,36,7,71,40,5,70,68,37,86,"HUBBARD ISD",49,23,74,80,35,100,.,.,.
"'019914",.,.,.,22,0,78,.,.,.,.,.,.,43,16,76,38,38,63,43,15,75,42,15,78,62,19,90,.,.,.,.,.,.,45,17,72,31,10,59,17,11,61,40,14,72,"LEARY ISD",42,17,80,45,14,69,-1,-1,-1
"'020901",43,20,71,61,32,83,82,56,95,30,9,63,51,25,77,45,19,74,39,15,68,53,25,79,43,18,72,44,20,75,36,16,67,50,24,75,32,13,64,24,8,44,59,31,82,"ALVIN ISD",54,27,79,44,19,72,43,19,75
"'020902",43,19,73,50,29,80,74,57,89,50,17,100,51,23,78,44,16,70,47,20,75,53,24,80,47,20,76,51,18,82,39,17,71,49,23,76,33,10,66,20,7,44,59,31,83,"ANGLETON ISD",52,24,79,47,21,74,55,31,85
"'020904",31,9,62,52,32,84,-1,-1,-1,.,.,.,51,21,81,-1,-1,-1,42,15,74,52,20,84,45,15,76,-1,-1,-1,24,7,55,49,23,78,33,11,67,25,11,51,52,23,82,"DANBURY ISD",50,21,81,51,22,83,38,8,85
"'020905",36,15,67,42,19,71,76,43,89,60,50,80,47,21,74,29,10,58,41,17,70,48,21,76,42,17,72,45,23,77,29,11,61,46,21,73,27,8,60,26,12,45,59,30,83,"BRAZOSPORT ISD",48,22,75,42,18,71,55,26,87
"'020906",33,8,61,43,15,80,80,0,100,.,.,.,48,20,75,35,13,64,39,14,68,48,19,76,47,18,74,-1,-1,-1,33,8,61,48,20,74,26,6,58,17,5,37,51,22,77,"SWEENY ISD",50,21,76,42,16,72,33,13,70
"'020907",27,11,61,40,17,75,-1,-1,-1,.,.,.,44,19,72,27,8,61,37,14,66,44,19,74,39,15,70,59,47,88,26,10,60,43,19,71,24,7,56,15,6,35,48,22,75,"COLUMBIA-BRAZORIA ISD",45,19,74,40,18,69,37,16,75
"'020908",54,31,79,75,48,91,88,69,97,73,48,85,67,40,87,55,28,82,50,24,77,69,42,89,57,29,82,55,26,88,44,21,72,65,39,85,39,16,72,27,10,54,76,47,92,"PEARLAND ISD",70,43,89,56,31,82,66,37,89
"'020910",19,5,49,11,11,78,.,.,.,.,.,.,34,17,61,.,.,.,34,17,61,36,19,71,26,11,51,.,.,.,19,5,49,32,15,51,25,13,55,9,0,22,62,36,87,"DAMON ISD",34,16,61,36,21,62,-1,-1,-1
"'021803",25,12,60,.,.,.,.,.,.,.,.,.,32,17,66,.,.,.,18,5,56,10,4,51,18,5,56,.,.,.,25,12,60,36,9,68,19,6,55,0,0,33,.,.,.,"BRAZOS SCHOOL FOR INQUIRY & CREATIVITY",31,17,64,33,17,68,9,3,38
"'021805",45,22,81,50,19,81,-1,-1,-1,.,.,.,42,20,75,43,22,75,39,16,71,45,22,78,41,17,77,-1,-1,-1,39,20,79,40,19,73,30,12,67,22,11,46,35,18,65,"ARROW ACADEMY",44,21,77,40,19,73,29,14,100
"'021901",41,20,70,60,34,81,86,66,95,63,19,90,61,35,82,29,11,57,37,16,66,62,35,84,49,24,76,56,32,83,30,12,63,61,35,81,37,15,67,27,11,49,73,43,90,"COLLEGE STATION ISD",65,38,85,51,27,75,60,33,81
"'021902",32,12,63,46,23,69,72,40,94,82,47,94,37,16,66,22,7,50,32,12,61,39,16,69,35,14,65,41,16,70,30,11,61,36,16,63,27,9,57,23,8,40,60,31,83,"BRYAN ISD",39,17,67,32,13,59,35,17,63
"'022004",11,4,22,-1,-1,-1,.,.,.,.,.,.,22,10,44,.,.,.,18,10,37,31,14,54,20,9,34,.,.,.,6,3,17,13,7,33,10,4,29,4,0,30,33,18,82,"TERLINGUA CSD",20,7,46,25,16,39,0,0,20
"'022901",44,23,71,60,40,80,75,50,100,-1,-1,-1,53,25,81,86,50,100,47,19,77,54,26,80,49,21,77,-1,-1,-1,38,18,67,53,25,81,30,10,66,38,14,59,60,32,86,"ALPINE ISD",54,26,82,51,24,78,43,13,74
"'022902",.,.,.,.,.,.,-1,-1,-1,.,.,.,42,13,73,.,.,.,25,4,62,41,17,68,30,6,62,.,.,.,.,.,.,42,8,79,30,0,80,-1,-1,-1,72,28,96,"MARATHON ISD",52,17,81,20,4,56,.,.,.
"'022903",.,.,.,.,.,.,.,.,.,.,.,.,88,44,100,.,.,.,.,.,.,88,50,100,100,25,100,.,.,.,.,.,.,88,38,100,-1,-1,-1,100,17,100,75,63,100,"SAN VICENTE ISD",83,50,100,90,40,100,-1,-1,-1
"'023902",25,13,46,-1,-1,-1,.,.,.,.,.,.,63,32,85,.,.,.,51,20,76,65,34,84,58,24,80,50,33,100,25,13,46,60,30,87,35,12,64,29,5,61,67,39,89,"SILVERTON ISD",68,34,88,48,25,77,80,0,100
"'024901",27,10,73,.,.,.,-1,-1,-1,.,.,.,29,11,59,.,.,.,28,10,57,29,11,60,29,11,59,.,.,.,24,10,74,28,10,58,18,5,49,17,6,37,33,22,61,"BROOKS COUNTY ISD",28,10,58,35,12,61,43,12,63
"'025901",24,8,56,51,21,77,-1,-1,-1,.,.,.,55,24,81,30,9,70,50,20,77,55,23,82,45,15,76,-1,-1,-1,22,11,44,54,25,80,29,9,66,13,5,36,59,28,84,"BANGS ISD",58,26,85,49,20,74,46,26,82
"'025902",26,12,56,45,18,73,93,68,96,-1,-1,-1,46,21,74,25,8,59,37,15,67,48,22,76,39,16,70,82,18,100,16,7,47,45,20,72,24,6,58,20,5,40,55,27,80,"BROWNWOOD ISD",49,22,76,39,16,68,37,14,78
"'025904",0,0,0,-1,-1,-1,.,.,.,-1,-1,-1,29,14,54,.,.,.,24,11,49,26,15,49,23,9,48,.,.,.,0,0,0,31,14,61,21,8,45,11,0,15,33,18,61,"BLANKET ISD",30,13,58,27,16,46,9,5,9
"'025905",8,0,33,64,21,86,.,.,.,.,.,.,48,19,81,-1,-1,-1,40,16,76,47,22,79,34,10,65,.,.,.,8,0,33,49,15,83,29,7,69,31,15,67,51,21,87,"MAY ISD",50,19,81,44,18,81,29,0,86
"'025906",-1,-1,-1,40,33,80,.,.,.,.,.,.,43,20,77,-1,-1,-1,36,17,71,46,20,72,46,37,57,.,.,.,-1,-1,-1,40,20,81,20,6,69,21,5,53,43,17,81,"ZEPHYR ISD",45,22,76,39,15,79,14,0,71
"'025908",0,0,17,.,.,.,.,.,.,.,.,.,39,18,68,.,.,.,41,18,68,37,15,66,19,6,53,-1,-1,-1,0,0,17,41,21,69,14,4,49,29,18,54,46,22,73,"BROOKESMITH ISD",42,19,73,35,17,61,36,27,64
"'025909",27,11,64,72,34,90,60,43,76,.,.,.,65,33,89,39,7,75,54,23,84,65,33,90,57,25,90,-1,-1,-1,21,8,59,65,32,89,37,14,78,18,7,52,68,35,90,"EARLY ISD",66,34,91,62,28,85,64,36,92
"'026901",30,11,67,55,23,81,81,25,81,-1,-1,-1,54,25,82,34,9,66,42,17,74,57,27,83,43,18,75,82,64,82,28,10,66,52,24,81,27,8,66,27,13,49,65,33,88,"CALDWELL ISD",55,25,82,53,26,81,52,21,90
"'026902",21,4,44,38,8,59,50,13,75,.,.,.,31,10,60,25,5,52,25,8,52,34,12,64,28,7,58,.,.,.,20,4,39,27,9,54,19,5,47,31,10,36,36,16,64,"SOMERVILLE ISD",31,10,59,31,9,61,20,4,52
"'026903",41,15,75,41,23,77,.,.,.,.,.,.,47,24,72,31,13,60,36,14,66,53,26,77,43,17,70,-1,-1,-1,41,15,75,41,22,68,26,8,58,20,7,39,57,34,80,"SNOOK ISD",45,22,72,49,28,73,16,0,48
"'027903",21,6,52,49,20,79,56,28,72,-1,-1,-1,41,17,70,13,0,59,33,12,62,42,17,70,33,11,63,25,17,58,18,5,49,40,17,69,23,6,54,16,6,37,45,20,73,"BURNET CISD",41,17,70,40,18,68,48,20,78
"'027904",22,6,54,45,23,75,53,40,75,56,11,78,41,18,70,36,15,58,32,12,63,42,17,72,30,10,61,33,4,83,21,5,53,40,19,68,26,8,58,19,8,40,53,26,80,"MARBLE FALLS ISD",42,18,72,38,17,65,49,18,83
"'028902",28,9,61,48,23,78,63,34,88,-1,-1,-1,34,13,65,21,10,50,29,10,61,35,13,67,31,11,63,43,9,61,26,8,59,32,12,62,26,8,59,13,3,34,49,22,76,"LOCKHART ISD",35,14,67,29,10,59,28,12,63
"'028903",23,8,58,45,26,74,-1,-1,-1,60,20,100,36,17,67,23,12,51,30,14,62,37,17,68,32,14,64,.,.,.,23,8,58,35,16,65,25,9,57,14,4,41,53,27,80,"LULING ISD",36,17,66,36,17,67,31,6,58
"'028906",7,1,28,22,6,44,.,.,.,.,.,.,17,5,41,14,14,71,14,4,40,16,5,46,18,4,39,-1,-1,-1,6,2,27,17,6,38,17,5,42,5,0,13,12,7,44,"PRAIRIE LEA ISD",20,6,46,11,4,35,-1,-1,-1
"'029901",39,18,70,53,13,83,62,44,83,.,.,.,46,20,76,48,21,67,39,15,71,48,21,78,42,17,73,56,11,100,33,13,66,44,20,74,27,9,62,20,8,41,53,25,81,"CALHOUN COUNTY ISD",48,21,77,35,15,68,38,25,59
"'030901",23,5,64,-1,-1,-1,.,.,.,.,.,.,53,20,80,.,.,.,46,15,76,52,18,82,51,19,80,-1,-1,-1,20,0,60,53,20,80,25,5,65,23,6,48,53,20,81,"CROSS PLAINS ISD",56,21,81,48,18,79,71,19,90
"'030902",31,6,69,55,17,82,.,.,.,.,.,.,52,25,80,52,29,81,42,20,74,53,25,81,49,22,80,-1,-1,-1,31,6,69,51,26,79,27,10,64,21,11,43,52,26,80,"CLYDE CISD",54,28,81,47,20,76,38,19,80
"'030903",.,.,.,10,0,60,.,.,.,.,.,.,49,20,79,.,.,.,43,13,75,52,20,78,40,16,74,.,.,.,.,.,.,47,20,80,27,7,66,33,17,52,53,22,81,"BAIRD ISD",53,21,81,43,18,76,-1,-1,-1
"'030906",-1,-1,-1,50,17,100,-1,-1,-1,-1,-1,-1,59,29,83,-1,-1,-1,44,19,77,63,31,86,40,19,73,.,.,.,.,.,.,55,27,81,39,14,70,34,16,53,63,31,86,"EULA ISD",60,29,83,58,30,84,58,17,92
"'031901",35,14,66,56,33,89,81,60,93,50,42,67,46,20,75,65,27,90,44,19,73,47,20,76,46,20,75,-1,-1,-1,28,10,60,45,20,73,37,14,69,23,11,45,53,24,80,"BROWNSVILLE ISD",47,21,76,40,17,68,52,22,81
"'031903",33,13,65,60,15,95,85,60,96,67,17,67,43,18,74,52,15,81,39,15,70,45,19,75,43,18,73,35,13,81,30,11,62,42,18,72,27,8,62,24,9,43,54,26,80,"HARLINGEN CISD",44,18,74,43,18,72,38,17,76
"'031905",23,8,56,55,27,73,-1,-1,-1,.,.,.,40,15,73,67,33,89,37,13,70,42,16,75,40,15,73,-1,-1,-1,18,6,51,39,15,71,25,6,59,25,7,43,51,18,72,"LA FERIA ISD",42,16,74,34,13,65,49,9,81
"'031906",41,18,71,60,40,67,80,53,91,.,.,.,54,26,80,100,90,100,50,22,77,55,27,82,53,26,79,45,9,64,33,14,64,53,25,78,37,13,69,26,8,49,72,38,90,"LOS FRESNOS CISD",56,27,81,48,23,75,61,34,89
"'031909",25,9,61,47,13,87,57,43,100,.,.,.,36,14,70,60,40,100,34,13,68,36,13,72,34,13,69,-1,-1,-1,22,8,59,37,15,68,27,9,63,23,10,43,61,30,86,"POINT ISABEL ISD",35,13,70,43,19,71,25,11,62
"'031911",24,10,51,60,40,100,.,.,.,.,.,.,36,13,65,15,0,54,33,12,63,36,14,65,36,13,65,.,.,.,19,9,44,36,13,65,22,6,53,18,8,37,51,19,76,"RIO HONDO ISD",37,13,66,31,14,61,27,0,55
"'031912",27,10,56,88,25,100,.,.,.,-1,-1,-1,35,14,65,67,17,75,32,13,63,36,15,68,35,14,65,.,.,.,20,7,49,34,14,62,23,7,55,16,6,33,49,33,70,"SAN BENITO CISD",36,15,66,29,11,58,29,11,62
"'031913",26,9,56,20,20,20,.,.,.,.,.,.,29,10,60,-1,-1,-1,29,10,59,31,9,63,28,9,60,.,.,.,24,8,55,27,10,56,22,7,52,16,1,35,-1,-1,-1,"SANTA MARIA ISD",30,11,62,24,5,52,21,5,58
"'031914",26,10,60,-1,-1,-1,.,.,.,.,.,.,36,14,68,.,.,.,34,13,65,37,13,68,36,14,68,.,.,.,23,9,58,36,15,67,26,9,60,26,12,48,-1,-1,-1,"SANTA ROSA ISD",37,14,69,35,11,61,40,20,40
"'031916",53,21,85,70,45,91,89,63,98,-1,-1,-1,72,39,92,82,44,97,65,30,90,71,37,92,71,37,92,83,50,100,51,20,84,73,41,92,52,19,84,38,12,65,66,36,88,"SOUTH TEXAS ISD",70,29,92,72,41,92,53,16,82
"'032902",49,22,82,60,26,83,55,23,82,.,.,.,56,25,85,43,18,80,51,21,83,56,25,86,54,23,84,-1,-1,-1,40,16,75,56,26,85,38,12,75,35,10,64,63,31,90,"PITTSBURG ISD",56,25,86,54,26,81,65,32,95
"'033901",.,.,.,.,.,.,.,.,.,.,.,.,68,39,92,.,.,.,44,26,75,64,45,89,72,50,89,.,.,.,.,.,.,70,32,94,45,19,80,33,8,69,67,38,92,"GROOM ISD",68,38,93,66,42,88,-1,-1,-1
"'033902",54,25,83,71,54,92,100,100,100,.,.,.,70,39,89,17,8,25,54,27,82,73,41,92,63,23,83,-1,-1,-1,45,10,80,67,38,86,39,14,75,30,12,62,71,40,91,"PANHANDLE ISD",70,39,90,68,38,86,89,78,100
"'033904",27,0,45,50,17,100,.,.,.,.,.,.,48,18,79,-1,-1,-1,46,16,73,44,16,79,49,19,75,40,20,80,27,0,45,52,20,80,27,9,64,18,2,51,48,18,80,"WHITE DEER ISD",49,20,80,46,15,78,78,33,89
"'034901",51,26,87,42,18,78,71,48,95,-1,-1,-1,49,21,79,35,12,68,42,16,75,51,23,82,53,26,86,43,14,86,56,34,81,48,20,76,23,6,60,32,12,52,57,26,84,"ATLANTA ISD",50,22,79,48,19,78,42,23,79
"'034902",67,33,83,50,17,75,-1,-1,-1,.,.,.,43,16,71,22,7,54,40,16,69,44,18,76,11,0,56,.,.,.,67,33,83,42,15,68,28,12,62,14,4,25,52,21,79,"AVINGER ISD",49,17,72,36,16,71,67,11,100
"'034903",41,10,74,50,16,75,63,38,88,.,.,.,55,25,83,30,14,65,46,17,77,55,25,83,48,16,79,.,.,.,36,11,71,55,24,83,33,8,72,21,8,46,58,27,86,"HUGHES SPRINGS ISD",55,24,83,53,26,84,49,18,78
"'034905",44,15,76,41,21,85,67,17,100,.,.,.,49,22,79,25,5,59,39,17,73,49,24,81,43,15,68,-1,-1,-1,42,12,75,50,20,76,26,7,65,29,9,46,55,27,84,"LINDEN-KILDARE CISD",50,22,79,48,23,79,40,20,80
"'034906",.,.,.,47,40,73,.,.,.,.,.,.,55,24,84,-1,-1,-1,51,19,81,59,26,89,50,6,78,-1,-1,-1,.,.,.,52,22,80,37,11,70,42,21,63,56,24,85,"MCLEOD ISD",58,24,87,48,23,78,53,34,97
"'034907",50,17,67,45,23,70,-1,-1,-1,.,.,.,48,21,77,29,13,58,38,15,71,51,22,80,38,10,75,40,20,90,50,17,67,45,20,75,24,6,61,20,11,43,52,23,81,"QUEEN CITY ISD",49,21,78,45,21,74,32,21,58
"'034909",71,14,100,.,.,.,50,25,63,.,.,.,51,21,79,29,14,100,49,18,77,51,20,81,70,15,90,.,.,.,-1,-1,-1,51,22,77,31,7,66,35,25,35,50,21,79,"BLOOMBURG ISD",48,17,78,57,29,82,46,31,77
"'035901",21,5,52,-1,-1,-1,67,67,83,.,.,.,30,11,64,30,11,48,27,9,62,34,12,66,29,10,63,.,.,.,18,4,49,27,11,63,17,4,51,8,1,27,52,31,88,"DIMMITT ISD",32,11,66,21,11,52,32,23,45
"'035902",56,28,70,-1,-1,-1,.,.,.,.,.,.,57,28,89,.,.,.,55,25,88,62,32,93,55,25,88,.,.,.,51,23,67,52,23,85,39,17,80,40,17,80,86,79,100,"HART ISD",62,29,91,41,25,83,57,43,86
"'035903",-1,-1,-1,82,45,100,.,.,.,.,.,.,77,46,94,.,.,.,59,30,87,80,49,94,59,33,83,-1,-1,-1,-1,-1,-1,75,43,94,42,8,80,33,0,53,80,48,95,"NAZARETH ISD",76,44,93,86,64,98,57,50,71
"'036901",34,12,70,45,21,84,69,31,87,.,.,.,48,19,76,32,7,62,40,15,71,50,20,78,47,18,76,67,33,100,21,4,58,47,19,74,22,8,54,26,10,48,51,21,78,"ANAHUAC ISD",49,19,77,47,19,74,43,24,76
"'036902",47,18,77,76,42,94,92,75,98,.,.,.,72,42,91,59,30,81,59,29,84,73,42,92,65,34,89,52,27,87,41,12,73,71,42,90,40,13,74,34,13,62,76,46,92,"BARBERS HILL ISD",75,44,92,65,37,86,73,43,93
"'036903",42,19,73,41,20,73,81,33,100,.,.,.,50,24,78,30,10,64,45,19,74,50,23,79,48,22,77,-1,-1,-1,39,17,71,50,24,78,32,13,65,27,12,49,55,29,83,"EAST CHAMBERS ISD",50,24,80,46,22,72,41,16,78
"'037901",46,17,79,46,25,75,78,33,100,.,.,.,45,20,75,27,10,63,41,15,71,46,20,78,49,20,80,.,.,.,38,12,72,43,19,72,29,8,61,18,6,46,52,25,76,"ALTO ISD",45,20,75,45,19,73,36,0,93
"'037904",33,12,65,40,18,65,53,15,71,-1,-1,-1,38,15,67,25,8,50,35,13,64,41,17,71,36,13,67,40,20,100,26,9,60,35,13,64,32,11,63,20,7,41,52,23,78,"JACKSONVILLE ISD",38,15,67,38,14,65,39,17,67
"'037907",36,17,70,51,23,75,100,88,100,.,.,.,45,21,76,29,9,64,39,17,72,47,21,78,46,23,79,-1,-1,-1,31,13,67,44,21,75,27,9,62,16,8,39,47,22,77,"RUSK ISD",46,22,77,42,17,72,48,24,79
"'037908",38,13,72,.,.,.,-1,-1,-1,.,.,.,42,15,74,21,21,57,41,15,73,45,15,81,43,14,76,-1,-1,-1,36,13,71,41,15,69,36,11,69,28,0,41,40,18,61,"NEW SUMMERFIELD ISD",45,16,76,30,12,59,22,22,78
"'037909",32,11,58,31,8,77,.,.,.,.,.,.,37,15,71,33,11,74,34,11,69,44,17,81,39,14,61,.,.,.,32,11,58,32,13,64,20,6,60,23,9,47,37,15,71,"WELLS ISD",40,17,71,28,9,71,.,.,.
"'038901",48,21,81,55,31,81,80,65,90,-1,-1,-1,57,28,83,33,15,73,48,19,79,58,28,84,49,20,79,75,38,88,46,18,80,56,28,82,28,9,63,20,5,40,64,34,86,"CHILDRESS ISD",57,28,83,56,30,83,54,24,85
"'039902",-1,-1,-1,57,25,86,-1,-1,-1,.,.,.,52,22,83,-1,-1,-1,42,19,77,55,24,85,42,18,76,44,22,67,-1,-1,-1,50,21,81,25,5,65,15,4,47,53,22,83,"HENRIETTA ISD",53,22,84,51,21,80,53,27,93
"'039903",31,6,75,53,29,88,.,.,.,.,.,.,45,17,75,43,14,57,40,13,69,45,18,73,49,9,75,-1,-1,-1,33,8,83,46,17,76,27,10,58,31,13,50,44,18,74,"PETROLIA CISD",47,17,76,42,17,71,20,4,64
"'039904",-1,-1,-1,40,0,40,.,.,.,.,.,.,41,16,82,.,.,.,38,11,79,37,14,80,50,25,88,-1,-1,-1,-1,-1,-1,45,18,84,27,4,72,17,2,46,41,17,83,"BELLEVUE ISD",40,18,83,43,14,80,50,17,100
"'039905",20,0,30,.,.,.,.,.,.,.,.,.,48,20,75,.,.,.,44,19,72,45,17,74,38,19,56,.,.,.,20,0,30,51,24,75,23,7,53,26,6,47,49,20,77,"MIDWAY ISD",44,17,70,54,25,82,43,36,71
"'040901",17,6,54,.,.,.,.,.,.,.,.,.,19,5,54,-1,-1,-1,15,4,49,17,3,53,17,4,52,.,.,.,13,5,50,20,7,55,12,3,47,6,0,34,43,17,80,"MORTON ISD",20,6,55,15,2,51,4,0,42
"'040902",19,8,63,69,54,100,.,.,.,.,.,.,39,15,77,.,.,.,32,12,72,40,13,79,32,12,73,-1,-1,-1,19,8,63,38,16,75,21,7,66,6,3,32,48,17,81,"WHITEFACE CISD",42,15,77,32,14,77,43,19,71
"'041901",9,0,82,-1,-1,-1,.,.,.,.,.,.,56,27,83,.,.,.,48,22,82,62,29,92,54,27,92,.,.,.,0,0,67,49,25,73,36,11,66,33,20,50,56,27,81,"BRONTE ISD",60,33,85,45,15,80,100,60,100
"'041902",-1,-1,-1,75,42,100,.,.,.,.,.,.,42,19,77,-1,-1,-1,33,12,71,38,15,76,35,14,74,.,.,.,-1,-1,-1,46,22,78,21,5,64,21,3,56,47,22,79,"ROBERT LEE ISD",46,22,82,33,12,67,57,14,79
"'042901",36,26,62,39,15,59,94,56,100,.,.,.,47,22,73,37,11,79,42,18,72,49,21,76,43,23,71,-1,-1,-1,28,16,53,45,24,70,31,8,58,17,9,37,48,23,74,"COLEMAN ISD",47,22,73,45,23,72,20,10,70
"'042903",-1,-1,-1,31,0,58,.,.,.,.,.,.,47,16,78,42,26,63,47,16,78,45,15,80,37,9,76,-1,-1,-1,-1,-1,-1,49,17,76,27,4,54,5,5,43,52,19,82,"SANTA ANNA ISD",51,16,78,39,17,78,50,20,70
"'042905",.,.,.,20,10,50,.,.,.,.,.,.,43,23,73,0,0,14,33,16,69,44,24,72,55,24,86,.,.,.,.,.,.,42,23,74,26,5,63,20,17,53,44,25,75,"PANTHER CREEK CISD",40,22,74,46,25,72,-1,-1,-1
"'043801",70,47,91,71,44,86,88,63,98,-1,-1,-1,77,49,94,62,30,89,54,24,83,77,47,94,65,33,90,45,27,100,55,35,86,77,50,94,55,32,85,32,16,62,74,44,94,"IMAGINE INTERNATIONAL ACADEMY OF NORTH TEXAS",78,49,94,74,49,93,76,53,87
"'043802",71,38,90,-1,-1,-1,79,49,96,.,.,.,71,41,92,20,0,60,-1,-1,-1,68,36,92,60,10,90,.,.,.,65,24,88,76,50,92,65,24,88,36,9,64,74,47,95,"LONE STAR LANGUAGE ACADEMY",69,36,88,73,45,96,-1,-1,-1
"'043901",54,29,80,70,45,89,89,67,97,62,33,78,71,44,89,50,23,76,47,23,74,72,45,90,56,28,82,69,44,81,41,19,72,70,44,88,40,16,72,33,14,57,73,44,91,"ALLEN ISD",75,48,91,61,36,84,75,47,95
"'043902",34,12,66,47,22,76,66,25,87,50,33,67,47,21,75,33,13,64,38,16,68,48,22,77,43,19,73,43,18,82,27,9,60,45,21,74,27,8,61,23,9,46,55,27,81,"ANNA ISD",50,23,78,42,19,71,41,19,72
"'043903",37,15,73,69,35,93,83,61,97,.,.,.,65,34,89,51,26,81,43,18,79,67,35,90,50,22,79,75,33,94,31,12,68,64,32,88,37,12,74,33,11,62,71,37,92,"CELINA ISD",67,34,90,63,33,88,63,31,89
"'043904",38,15,69,68,35,86,86,66,90,.,.,.,54,24,81,44,18,69,46,17,77,55,25,83,47,19,77,-1,-1,-1,32,10,64,52,22,80,31,9,65,30,12,50,59,27,86,"FARMERSVILLE ISD",55,23,83,52,24,78,37,20,79
"'043905",61,35,84,68,41,89,89,68,97,64,29,92,74,47,90,48,22,75,45,21,72,74,48,91,58,30,82,72,46,90,47,22,76,73,47,90,42,17,73,38,15,62,73,42,92,"FRISCO ISD",76,49,92,68,43,87,71,43,92
"'043907",35,14,67,65,36,88,80,53,93,71,27,92,62,33,84,45,18,72,42,18,71,63,34,86,49,23,77,59,29,86,31,12,64,61,33,83,35,13,67,34,14,56,74,43,92,"MCKINNEY ISD",64,35,86,55,28,81,69,38,90
"'043908",60,31,84,74,42,92,82,53,94,75,58,100,70,40,90,62,33,87,57,29,82,72,41,92,61,32,85,69,39,96,51,23,79,69,39,88,44,18,74,36,17,64,75,44,93,"MELISSA ISD",72,42,90,69,38,90,67,36,92
"'043910",41,21,68,97,34,99,85,64,96,45,16,76,62,37,82,41,18,70,42,20,70,63,37,84,42,19,69,58,30,84,31,13,61,61,36,81,32,12,63,30,12,51,71,42,90,"PLANO ISD",66,40,85,48,26,74,62,35,86
"'043911",39,16,68,58,36,84,77,49,92,38,23,69,56,28,81,54,25,81,49,23,76,58,30,83,50,24,76,75,37,95,31,11,63,54,26,78,33,12,66,26,12,50,64,34,86,"PRINCETON ISD",58,30,82,53,26,79,40,17,69
"'043912",60,32,85,64,34,87,82,56,95,45,9,64,66,36,89,50,22,78,45,18,74,66,36,89,61,29,86,74,43,96,50,23,80,66,36,88,35,11,71,33,13,60,66,35,90,"PROSPER ISD",68,37,90,64,35,87,63,32,88
"'043914",55,29,81,73,49,90,82,56,95,88,38,100,71,44,89,66,39,87,56,30,82,73,45,91,61,34,84,73,41,93,42,19,73,69,43,88,41,17,72,33,14,59,74,47,91,"WYLIE ISD",74,47,91,62,36,85,72,44,93
"'043917",32,10,64,62,42,76,.,.,.,.,.,.,52,25,77,67,33,67,42,16,70,59,29,83,42,17,72,80,20,100,19,4,53,45,22,71,18,6,51,18,6,35,56,29,80,"BLUE RIDGE ISD",52,25,76,51,26,79,55,33,83
"'043918",25,9,58,44,18,72,54,30,83,100,67,100,39,16,70,35,12,66,30,11,61,41,17,72,31,12,63,50,11,78,21,7,55,37,15,68,22,7,57,16,4,39,47,20,76,"COMMUNITY ISD",42,18,73,35,13,66,40,18,72
"'043919",67,48,90,85,58,98,92,72,98,-1,-1,-1,85,55,96,71,42,89,69,40,91,85,56,97,82,50,95,82,43,96,54,33,84,84,54,96,49,18,82,55,28,80,85,54,97,"LOVEJOY ISD",85,54,97,84,57,95,89,55,99
"'044902",23,3,66,78,56,100,.,.,.,.,.,.,52,22,82,36,8,69,39,14,76,49,21,81,41,14,75,.,.,.,22,3,64,55,24,84,27,8,69,31,13,63,65,32,91,"WELLINGTON ISD",53,23,82,46,18,81,100,33,100
"'045902",22,7,52,39,11,74,100,33,100,.,.,.,43,17,73,28,8,57,35,13,65,47,19,76,35,13,66,.,.,.,16,4,45,40,15,70,21,5,56,14,3,38,55,24,83,"COLUMBUS ISD",44,17,74,42,17,70,26,5,69
"'045903",20,6,54,55,28,83,90,80,100,.,.,.,42,17,71,25,8,56,36,14,66,43,17,74,40,15,69,.,.,.,22,8,48,40,18,68,21,5,54,23,8,40,62,30,89,"RICE CISD",42,17,72,40,16,64,29,10,62
"'045905",50,15,82,74,47,89,.,.,.,.,.,.,59,28,86,34,11,58,51,22,82,60,29,87,53,19,86,-1,-1,-1,48,14,81,58,26,85,40,11,76,37,21,57,71,39,92,"WEIMAR ISD",57,25,85,67,38,90,52,12,84
