DISTRICT,DD000A001222R,DD000A001322R,DD000A001S22R,DD200A001222R,DD200A001322R,DD200A001S22R,DD300A001222R,DD300A001322R,DD300A001S22R,DD400A001222R,DD400A001322R,DD400A001S22R,DDA00A001222R,DDA00A001322R,DDA00A001S22R,DDB00A001222R,DDB00A001322R,DDB00A001S22R,DDE00A001222R,DDE00A001322R,DDE00A001S22R,DDF00A001222R,DDF00A001322R,DDF00A001S22R,DDH00A001222R,DDH00A001322R,DDH00A001S22R,DDI00A001222R,DDI00A001322R,DDI00A001S22R,DDL00A001222R,DDL00A001322R,DDL00A001S22R,DDM00A001222R,DDM00A001322R,DDM00A001S22R,DDR00A001222R,DDR00A001322R,DDR00A001S22R,DDS00A001222R,DDS00A001322R,DDS00A001S22R,DDW00A001222R,DDW00A001322R,DDW00A001S22R,DISTNAME,DNC00A001222R,DNC00A001322R,DNC00A001S22R,DNM00A001222R,DNM00A001322R,DNM00A001S22R,DNS00A001222R,DNS00A001322R,DNS00A001S22R
"'110908",-1,-1,-1,78,11,100,.,.,.,.,.,.,60,27,86,.,.,.,50,20,77,50,19,78,49,22,80,.,.,.,-1,-1,-1,65,31,90,44,19,71,27,10,46,67,31,90,"WHITHARRAL ISD",61,30,89,58,23,82,79,43,93
"'111801",.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,"LAKE GRANBURY ACADEMY CHARTER SCHOOL",.,.,.,.,.,.,.,.,.
"'111901",36,14,67,61,27,86,67,38,84,43,19,84,55,27,81,32,15,70,44,19,73,56,27,82,42,18,72,52,23,71,31,12,64,53,27,79,30,10,66,30,13,52,60,31,84,"GRANBURY ISD",56,28,81,51,25,80,52,24,83
"'111902",25,0,50,38,13,75,.,.,.,.,.,.,57,26,83,.,.,.,47,20,77,60,26,86,41,9,72,.,.,.,24,0,48,54,25,80,32,10,66,29,10,52,59,29,85,"LIPAN ISD",58,25,85,54,29,78,33,20,47
"'111903",-1,-1,-1,59,26,85,.,.,.,60,20,80,61,28,86,50,33,83,57,24,83,66,32,90,55,32,81,57,0,100,-1,-1,-1,57,25,83,23,4,59,22,6,56,62,28,87,"TOLAR ISD",64,29,87,55,26,83,72,28,89
"'112901",36,14,67,51,23,76,84,59,92,80,40,100,50,25,76,32,11,61,39,17,68,52,26,78,40,17,70,56,11,78,29,11,62,48,24,73,31,11,63,16,5,36,58,32,81,"SULPHUR SPRINGS ISD",51,26,77,46,23,72,60,22,87
"'112905",19,4,56,31,6,56,.,.,.,.,.,.,42,17,72,50,13,75,34,11,64,44,17,76,38,20,79,36,14,71,15,0,54,40,18,68,19,4,49,17,5,39,43,18,71,"CUMBY ISD",44,20,74,37,11,66,50,17,83
"'112906",34,12,73,46,14,77,.,.,.,-1,-1,-1,51,23,79,.,.,.,43,19,74,52,25,79,40,14,74,-1,-1,-1,34,12,73,49,21,80,31,9,67,19,3,44,54,27,81,"NORTH HOPKINS ISD",53,25,81,45,18,75,35,35,70
"'112907",26,6,79,-1,-1,-1,-1,-1,-1,.,.,.,55,20,85,.,.,.,44,14,80,53,20,82,40,7,82,.,.,.,20,4,80,58,21,89,33,5,76,13,6,55,58,22,87,"MILLER GROVE ISD",55,21,86,54,17,85,60,20,80
"'112908",26,9,63,42,13,63,100,80,100,.,.,.,44,19,75,23,8,31,37,14,70,45,19,78,34,13,67,-1,-1,-1,18,6,56,43,19,72,24,6,62,28,16,46,51,23,82,"COMO-PICKTON CISD",45,19,77,41,18,68,57,16,86
"'112909",43,8,78,.,.,.,.,.,.,.,.,.,52,18,86,33,0,67,48,12,81,47,14,83,48,12,84,.,.,.,43,8,78,58,23,89,35,6,74,17,2,54,54,21,87,"SALTILLO ISD",55,19,88,44,15,78,42,17,67
"'112910",19,8,62,50,20,80,.,.,.,.,.,.,47,16,80,50,10,70,35,8,70,47,20,85,37,12,78,.,.,.,15,5,50,46,13,76,19,5,63,21,0,42,48,17,81,"SULPHUR BLUFF ISD",53,18,82,31,12,75,44,11,67
"'113901",32,13,68,25,14,48,67,42,75,-1,-1,-1,32,14,63,24,9,53,30,12,61,33,13,66,38,16,71,.,.,.,27,10,65,31,15,60,23,9,58,17,8,35,45,24,81,"CROCKETT ISD",31,14,62,35,15,67,30,20,60
"'113902",30,0,40,26,0,63,62,15,92,.,.,.,42,17,73,27,6,50,37,13,67,46,17,80,36,10,64,.,.,.,30,0,40,40,17,69,23,3,48,14,5,38,48,22,81,"GRAPELAND ISD",38,14,69,48,22,79,100,83,100
"'113903",70,40,90,57,26,96,-1,-1,-1,.,.,.,53,24,87,35,10,76,47,20,82,53,23,87,48,24,84,-1,-1,-1,-1,-1,-1,53,25,87,27,7,73,23,14,62,56,26,88,"LOVELADY ISD",54,25,87,49,21,86,100,80,100
"'113905",35,7,54,8,0,58,67,56,89,.,.,.,50,19,78,50,17,83,40,13,71,49,19,75,43,8,69,.,.,.,34,6,54,51,19,81,22,5,57,41,14,59,52,21,80,"LATEXO ISD",52,20,81,48,17,73,50,33,67
"'113906",33,17,100,50,0,83,.,.,.,-1,-1,-1,52,22,82,43,11,70,45,18,76,53,21,83,15,7,89,.,.,.,33,17,100,51,24,80,36,13,70,21,11,45,57,26,82,"KENNARD ISD",51,22,82,55,21,80,40,0,87
"'114901",33,12,63,45,22,67,70,49,83,13,0,63,39,16,66,37,13,62,35,13,63,40,15,69,36,14,65,62,46,85,29,10,60,38,16,64,19,5,49,33,14,49,46,20,71,"BIG SPRING ISD",39,16,67,38,15,64,34,20,71
"'114902",17,12,56,42,26,63,-1,-1,-1,.,.,.,38,15,71,33,0,78,25,8,57,39,16,73,32,12,69,33,17,100,17,12,56,37,13,69,16,5,53,24,14,40,43,17,73,"COAHOMA ISD",40,15,74,32,14,64,35,10,74
"'114904",14,3,52,71,43,100,89,63,100,.,.,.,53,25,82,71,29,86,40,20,76,49,25,79,43,22,77,-1,-1,-1,14,3,52,48,28,81,26,10,64,28,18,48,50,27,81,"FORSAN ISD",55,26,84,41,20,72,19,4,56
"'115901",38,12,67,67,67,78,-1,-1,-1,.,.,.,40,13,71,.,.,.,39,12,70,39,11,70,40,12,71,.,.,.,34,9,65,41,16,73,34,9,66,19,8,32,40,20,67,"FT HANCOCK ISD",41,13,72,36,15,71,75,6,81
"'115902",-1,-1,-1,.,.,.,.,.,.,.,.,.,39,14,75,-1,-1,-1,32,11,81,35,14,76,41,12,82,.,.,.,-1,-1,-1,44,14,75,35,11,82,27,8,73,44,11,83,"SIERRA BLANCA ISD",51,18,90,23,9,54,10,3,48
"'115903",20,0,55,-1,-1,-1,.,.,.,.,.,.,49,27,76,.,.,.,38,18,70,52,41,69,33,13,69,.,.,.,20,0,55,47,20,80,26,4,61,45,18,64,72,52,86,"DELL CITY ISD",51,32,79,43,14,67,.,.,.
"'116901",33,11,69,66,34,92,91,36,91,.,.,.,62,31,87,49,21,81,51,23,81,64,32,89,51,23,81,57,14,79,26,7,64,60,30,84,30,9,68,31,10,60,65,33,88,"CADDO MILLS ISD",65,33,88,56,27,83,55,19,86
"'116902",50,26,69,34,9,59,.,.,.,.,.,.,51,22,76,38,8,54,44,13,68,52,23,79,55,22,76,50,13,88,36,21,61,51,21,72,28,9,58,27,9,44,52,23,77,"CELESTE ISD",51,20,76,51,28,75,77,77,100
"'116903",19,7,55,35,14,68,59,41,86,17,0,61,33,13,62,15,5,41,25,9,56,35,13,66,35,11,66,-1,-1,-1,15,6,50,31,13,57,20,6,51,14,6,29,42,19,71,"COMMERCE ISD",36,15,66,26,10,53,26,3,68
"'116905",24,9,54,37,15,65,60,35,81,0,0,23,32,13,61,18,6,45,27,10,56,33,13,63,29,11,59,53,41,65,24,9,54,31,13,59,22,7,52,22,9,36,45,20,72,"GREENVILLE ISD",32,14,61,30,11,58,26,13,58
"'116906",26,6,57,62,22,84,100,71,100,-1,-1,-1,52,23,79,17,4,58,43,16,73,53,22,80,53,25,78,31,23,62,23,2,56,50,24,77,28,9,63,24,13,45,53,23,80,"LONE OAK ISD",54,24,81,47,20,74,16,3,41
"'116908",30,12,61,41,22,76,67,33,83,46,8,92,39,18,68,20,4,52,36,17,66,41,18,70,37,17,65,33,11,72,24,10,57,37,18,65,20,6,53,27,16,43,40,19,69,"QUINLAN ISD",40,18,69,36,17,65,37,14,65
"'116909",25,8,63,40,10,70,-1,-1,-1,.,.,.,48,20,81,24,4,51,40,15,76,48,19,80,45,19,80,33,11,78,19,4,59,48,21,81,24,6,62,20,11,39,50,21,83,"WOLFE CITY ISD",49,21,83,43,16,73,38,17,88
"'116910",16,3,39,17,8,17,38,25,100,.,.,.,25,8,54,-1,-1,-1,23,8,50,23,8,53,23,9,50,.,.,.,16,3,39,26,9,55,8,1,34,11,3,24,26,8,57,"CAMPBELL ISD",28,8,55,21,10,54,0,0,40
"'116915",44,15,78,75,50,100,-1,-1,-1,.,.,.,56,26,84,46,31,77,50,19,83,59,26,85,52,21,82,73,55,100,32,8,72,54,25,84,31,8,71,34,15,58,60,29,86,"BLAND ISD",61,29,88,47,19,77,67,53,92
"'116916",32,4,69,14,7,57,75,38,75,.,.,.,39,13,74,17,0,67,33,13,67,40,14,75,38,10,71,-1,-1,-1,27,2,63,37,11,73,22,6,56,15,4,38,39,14,75,"BOLES ISD",40,14,74,35,11,72,53,18,82
"'117901",34,14,66,53,28,75,70,33,89,.,.,.,51,23,78,46,21,71,40,16,70,54,24,81,45,19,75,57,23,84,31,12,63,47,22,75,30,9,64,28,9,51,56,27,82,"BORGER ISD",52,24,79,47,21,76,24,9,58
"'117903",-1,-1,-1,56,23,82,17,17,50,.,.,.,45,19,75,33,22,67,33,14,62,46,18,77,43,13,68,18,0,36,-1,-1,-1,44,20,73,22,5,56,20,5,38,46,20,76,"SANFORD-FRITCH ISD",47,20,78,41,17,66,50,8,83
"'117904",27,0,67,52,13,80,.,.,.,.,.,.,47,22,78,.,.,.,39,13,70,54,21,84,35,14,74,33,0,56,15,0,62,42,23,74,28,8,66,16,6,45,52,26,80,"PLEMONS-STINNETT-PHILLIPS CISD",48,23,80,44,18,74,39,6,78
"'117907",29,14,43,29,7,79,.,.,.,.,.,.,47,17,82,-1,-1,-1,40,16,84,39,14,75,42,9,81,.,.,.,29,14,43,57,21,90,20,10,60,18,0,55,53,24,83,"SPRING CREEK ISD",50,17,88,41,18,68,33,33,33
"'118902",-1,-1,-1,33,17,100,-1,-1,-1,.,.,.,62,35,84,30,0,70,42,23,75,63,37,86,53,29,80,.,.,.,-1,-1,-1,59,36,81,30,9,64,15,3,39,66,40,85,"IRION COUNTY ISD",66,39,87,52,26,76,67,33,100
"'119901",46,31,54,33,0,67,.,.,.,.,.,.,61,26,84,.,.,.,52,19,80,66,32,88,55,18,73,-1,-1,-1,46,31,54,55,18,79,36,11,68,16,2,45,63,28,86,"BRYSON ISD",61,30,83,61,16,86,80,40,90
"'119902",29,10,65,41,17,66,100,80,100,.,.,.,43,17,72,78,44,100,37,14,69,42,16,75,34,12,70,56,22,78,24,7,61,43,18,71,20,6,54,10,4,34,46,19,74,"JACKSBORO ISD",43,17,73,40,16,68,52,30,85
"'119903",33,22,67,89,78,100,.,.,.,.,.,.,50,18,84,.,.,.,39,21,76,52,19,85,64,27,89,.,.,.,33,22,67,48,17,83,25,8,67,23,10,46,46,15,82,"PERRIN-WHITT CISD",50,17,84,49,20,83,35,6,65
"'120901",40,12,73,60,37,81,49,22,76,.,.,.,52,25,79,41,16,68,43,18,73,53,22,81,44,16,76,.,.,.,36,8,70,52,26,77,38,9,70,18,6,41,67,38,87,"EDNA ISD",54,26,81,44,19,73,59,25,84
"'120902",36,15,71,55,18,73,.,.,.,.,.,.,47,20,79,19,0,54,39,15,75,49,20,80,41,17,78,-1,-1,-1,28,11,65,45,20,77,29,10,65,13,5,31,59,26,82,"GANADO ISD",48,21,79,39,16,76,44,31,81
"'120905",54,21,89,88,56,96,.,.,.,.,.,.,75,39,94,69,31,100,64,30,92,75,41,94,64,29,88,-1,-1,-1,28,0,83,74,36,95,45,12,83,31,7,72,79,42,97,"INDUSTRIAL ISD",76,40,94,71,35,94,80,43,100
"'121902",.,.,.,35,12,82,.,.,.,.,.,.,56,26,86,40,0,80,50,25,80,57,25,85,58,25,100,.,.,.,.,.,.,56,27,87,27,6,72,41,15,70,57,27,85,"BROOKELAND ISD",57,27,87,54,24,81,43,14,57
"'121903",53,13,93,35,10,76,-1,-1,-1,.,.,.,47,20,78,33,13,75,35,13,71,49,21,80,51,17,75,0,0,40,50,14,93,45,19,75,38,11,72,19,7,37,48,20,78,"BUNA ISD",48,19,79,43,20,75,57,24,89
"'121904",24,5,51,31,11,57,67,25,92,.,.,.,28,9,53,17,5,39,23,7,49,30,9,59,31,9,61,45,18,73,20,4,47,26,10,48,20,6,46,16,4,27,37,13,64,"JASPER ISD",28,9,53,26,9,54,39,13,61
"'121905",20,5,68,35,12,71,-1,-1,-1,.,.,.,44,19,75,28,11,61,39,15,71,48,21,78,41,12,77,30,20,70,15,2,60,41,17,72,24,6,60,17,6,37,47,21,77,"KIRBYVILLE CISD",45,20,77,42,16,69,65,26,90
"'121906",45,0,82,38,12,69,.,.,.,.,.,.,47,18,76,.,.,.,37,11,70,48,20,81,41,5,59,.,.,.,45,0,82,47,17,72,26,7,63,11,3,28,48,19,77,"EVADALE ISD",48,18,80,47,19,70,43,19,81
"'122901",12,6,37,29,14,86,.,.,.,.,.,.,36,15,67,.,.,.,23,6,54,40,14,71,28,7,62,.,.,.,8,5,28,33,15,64,22,4,54,9,0,22,62,32,83,"FT DAVIS ISD",33,13,64,45,18,76,-1,-1,-1
"'122902",14,0,36,.,.,.,-1,-1,-1,.,.,.,70,28,81,.,.,.,53,16,69,68,27,82,69,23,80,.,.,.,8,0,33,71,29,81,25,6,44,43,14,57,93,50,100,"VALENTINE ISD",67,21,79,75,40,85,.,.,.
"'123803",.,.,.,-1,-1,-1,.,.,.,.,.,.,34,9,64,32,8,62,35,9,64,39,8,71,38,12,73,-1,-1,-1,.,.,.,30,10,56,29,4,54,0,0,10,29,0,71,"TEKOA ACADEMY OF ACCELERATED STUDIES STEM SCHOOL",29,7,57,39,11,70,36,9,45
"'123805",48,23,79,0,0,50,100,83,100,.,.,.,48,23,79,41,17,73,45,21,77,50,24,81,47,22,80,.,.,.,44,19,78,45,21,78,41,17,75,13,6,33,76,49,92,"EHRHART SCHOOL",49,23,81,45,20,75,63,25,75
"'123807",45,20,78,56,22,78,50,50,90,.,.,.,47,20,79,25,12,59,47,20,79,44,19,78,49,21,81,77,38,95,38,15,74,50,22,80,39,14,75,23,6,54,46,8,71,"BOB HOPE SCHOOL",54,22,84,42,19,75,36,9,61
"'123905",45,19,73,57,31,81,76,46,91,44,0,67,60,30,84,41,15,70,50,22,78,63,32,86,57,27,83,66,26,83,41,16,71,57,29,82,40,14,71,25,8,48,63,33,86,"NEDERLAND ISD",63,32,86,48,22,76,68,28,96
"'123907",25,10,56,-1,-1,-1,50,27,75,0,0,33,27,10,57,22,7,50,25,9,56,28,10,59,30,11,61,26,9,50,20,7,50,26,10,55,24,9,53,20,7,35,35,14,68,"PORT ARTHUR ISD",28,11,58,22,7,51,26,11,57
"'123908",31,13,63,49,18,75,58,31,85,.,.,.,48,20,78,22,8,58,37,15,70,48,19,79,44,18,75,38,8,54,19,5,53,47,22,77,25,7,61,22,8,43,50,22,81,"PORT NECHES-GROVES ISD",50,21,80,38,17,69,49,23,81
"'123910",22,8,48,33,13,59,69,44,86,32,6,68,26,10,50,19,6,42,22,7,45,27,10,53,29,11,55,37,7,54,15,4,40,24,9,46,19,7,43,21,5,30,54,25,78,"BEAUMONT ISD",26,10,50,25,9,48,18,7,41
"'123913",52,9,97,-1,-1,-1,91,64,100,.,.,.,57,23,87,53,25,85,57,23,87,58,24,86,64,23,94,.,.,.,18,0,94,55,22,87,15,0,61,10,0,57,47,17,77,"SABINE PASS ISD",56,23,86,58,22,88,60,20,100
"'123914",28,7,60,43,16,77,78,39,90,-1,-1,-1,46,19,77,26,10,64,34,12,68,46,19,78,38,16,70,100,63,100,24,5,51,45,19,76,26,6,60,15,5,39,51,21,81,"HAMSHIRE-FANNETT ISD",47,20,78,41,17,75,46,25,84
"'124901",34,16,67,.,.,.,-1,-1,-1,.,.,.,45,19,75,.,.,.,43,17,73,49,20,81,45,18,75,-1,-1,-1,34,16,66,41,18,69,28,10,59,24,8,39,53,25,81,"JIM HOGG COUNTY ISD",46,19,76,40,13,69,60,33,87
"'125901",20,5,55,63,44,88,58,37,89,.,.,.,30,11,58,28,3,52,27,10,56,32,11,61,29,11,58,.,.,.,20,5,49,28,12,56,13,4,41,24,12,40,35,18,64,"ALICE ISD",29,11,58,31,15,58,30,10,54
"'125902",42,18,76,17,0,100,.,.,.,.,.,.,34,12,67,.,.,.,32,11,65,33,11,67,33,12,67,.,.,.,37,22,70,34,12,67,18,5,48,25,13,46,47,16,61,"BEN BOLT-PALITO BLANCO ISD",34,12,68,34,12,64,0,0,27
"'125903",50,22,72,60,44,84,100,83,100,.,.,.,54,27,78,-1,-1,-1,45,20,72,55,28,81,48,21,74,-1,-1,-1,45,23,65,53,27,76,30,10,61,28,14,38,62,36,85,"ORANGE GROVE ISD",54,29,79,51,23,77,60,22,87
"'125905",34,12,71,.,.,.,-1,-1,-1,.,.,.,31,10,65,.,.,.,28,9,63,33,10,68,30,10,65,.,.,.,31,12,64,29,10,63,18,5,57,20,6,48,63,22,93,"PREMONT ISD",29,10,63,35,11,71,29,14,86
"'125906",.,.,.,.,.,.,.,.,.,.,.,.,47,18,76,.,.,.,37,15,65,50,20,77,48,19,78,.,.,.,.,.,.,42,16,74,.,.,.,29,14,57,-1,-1,-1,"LA GLORIA ISD",54,20,82,16,11,47,29,29,29
"'126901",30,14,58,31,16,63,50,33,83,60,60,60,41,17,70,17,5,58,32,14,63,37,18,69,34,15,63,11,11,33,27,12,56,36,16,65,25,10,55,22,7,39,41,19,71,"ALVARADO ISD",42,17,72,39,16,66,24,11,52
"'126902",42,19,69,52,26,79,73,42,91,61,33,91,51,25,78,39,17,70,40,18,68,53,26,81,45,20,73,46,14,66,39,17,67,49,24,75,29,9,62,21,6,46,55,27,81,"BURLESON ISD",54,26,80,45,21,72,41,18,73
"'126903",26,9,57,40,17,71,56,17,64,23,6,53,39,15,68,26,8,56,33,11,63,39,15,69,33,11,63,36,8,67,25,8,55,40,15,68,24,7,56,22,7,41,48,20,76,"CLEBURNE ISD",40,16,70,37,14,65,43,17,71
"'126904",28,14,62,70,28,98,100,33,100,.,.,.,65,30,88,67,39,81,51,20,79,66,32,88,47,19,76,53,27,87,20,10,58,64,29,88,36,10,72,31,10,58,70,33,91,"GRANDVIEW ISD",68,31,90,60,28,85,74,21,85
"'126905",38,16,72,60,25,86,72,49,91,82,53,94,58,28,83,47,20,72,47,20,76,60,29,85,47,20,77,42,19,73,35,13,69,56,28,82,33,10,68,22,7,45,63,33,87,"JOSHUA ISD",60,30,85,52,24,79,52,24,86
"'126906",28,10,65,49,30,76,100,67,100,27,8,65,50,21,79,40,20,72,44,17,77,52,21,80,53,21,82,0,0,83,26,8,64,49,20,79,27,7,65,32,13,51,58,25,83,"KEENE ISD",51,22,79,49,19,80,57,26,96
"'126907",32,15,55,43,8,68,.,.,.,.,.,.,45,21,73,-1,-1,-1,43,21,70,40,19,70,45,20,70,29,29,71,30,14,53,51,23,76,28,10,58,19,10,45,46,22,74,"RIO VISTA ISD",47,22,74,42,19,71,20,16,60
"'126908",23,6,58,31,14,62,28,21,62,-1,-1,-1,34,12,66,27,10,70,33,12,66,37,13,68,32,10,65,20,0,20,20,4,54,31,11,64,20,5,55,17,7,37,39,16,70,"VENUS ISD",36,13,69,28,9,61,33,9,64
"'126911",26,10,63,32,9,74,-1,-1,-1,40,0,100,39,16,72,24,2,67,27,9,61,38,16,73,31,12,68,50,7,86,23,8,60,40,17,72,22,6,58,12,5,37,43,19,75,"GODLEY ISD",39,16,72,39,17,74,35,18,71
"'127901",15,0,45,67,44,89,-1,-1,-1,-1,-1,-1,45,17,74,22,6,39,35,11,67,43,15,75,36,11,68,-1,-1,-1,11,0,42,47,18,74,29,7,63,17,7,38,54,21,81,"ANSON ISD",48,17,75,39,15,73,37,26,58
"'127903",26,6,41,56,26,59,100,80,100,.,.,.,38,13,66,4,0,33,35,11,61,43,15,67,34,11,65,.,.,.,19,6,35,34,12,65,27,4,55,10,1,21,42,14,70,"HAMLIN COLLEGIATE ISD",40,13,68,34,14,62,21,0,57
"'127904",11,0,44,33,20,73,.,.,.,60,20,80,40,14,75,-1,-1,-1,27,10,65,42,15,77,33,12,75,.,.,.,0,0,38,37,13,73,25,6,64,12,2,42,41,15,75,"HAWLEY ISD",43,15,76,32,12,71,35,15,75
"'127905",.,.,.,-1,-1,-1,.,.,.,.,.,.,44,19,79,.,.,.,42,20,75,40,16,84,49,28,82,.,.,.,.,.,.,48,22,74,34,16,72,27,20,56,42,15,77,"LUEDERS-AVOCA ISD",42,13,78,46,27,80,.,.,.
"'127906",46,22,80,68,14,93,100,100,100,.,.,.,52,22,82,27,8,63,40,14,76,51,20,83,43,15,77,-1,-1,-1,27,8,73,53,25,81,30,9,70,14,4,45,64,32,88,"STAMFORD ISD",56,24,85,41,18,74,58,25,92
"'128901",24,12,54,40,20,73,.,.,.,.,.,.,39,16,70,13,10,45,33,12,66,40,15,71,33,11,67,29,0,71,24,11,54,38,16,70,22,7,57,18,12,44,61,32,87,"KARNES CITY ISD",39,16,71,39,15,68,35,19,63
"'128902",30,8,57,8,0,83,.,.,.,.,.,.,39,13,72,40,30,60,34,11,68,39,13,74,39,13,73,.,.,.,24,3,51,39,14,69,23,7,53,27,14,47,35,14,57,"KENEDY ISD",39,13,75,38,15,64,32,15,62
"'128903",-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,25,7,52,.,.,.,20,5,48,31,9,63,22,6,49,.,.,.,-1,-1,-1,20,5,44,15,3,44,12,0,40,60,16,88,"RUNGE ISD",24,6,54,26,7,48,-1,-1,-1
"'128904",62,38,95,60,33,73,.,.,.,.,.,.,76,43,93,.,.,.,65,38,87,74,44,92,62,33,89,.,.,.,67,39,94,78,43,94,38,20,75,38,15,70,81,46,95,"FALLS CITY ISD",78,45,93,72,38,93,94,56,100
"'129901",27,10,57,50,23,78,93,70,100,13,0,50,42,19,71,34,15,64,34,13,63,42,18,72,36,15,65,29,17,63,22,7,53,41,19,69,23,7,56,17,8,40,52,25,81,"CRANDALL ISD",46,21,75,35,15,66,40,20,76
"'129902",40,19,70,52,25,79,73,45,91,38,19,65,46,22,73,31,13,58,32,13,60,49,23,76,44,19,74,52,22,82,35,15,66,44,21,71,25,8,56,22,9,41,60,32,85,"FORNEY ISD",53,26,80,38,17,65,44,20,70
"'129903",33,13,66,52,27,81,89,58,100,-1,-1,-1,49,22,78,48,18,76,44,18,75,50,23,80,43,18,74,61,26,83,30,11,64,47,22,76,36,14,70,22,11,46,56,28,83,"KAUFMAN ISD",50,23,78,46,21,76,56,31,84
"'129904",31,12,60,36,19,67,64,0,64,.,.,.,36,14,68,41,12,65,27,9,57,35,12,68,33,12,64,20,0,40,26,8,57,38,15,68,26,8,55,29,14,44,38,14,70,"KEMP ISD",40,15,70,31,11,64,29,12,61
"'129905",39,15,71,51,23,79,79,46,90,-1,-1,-1,53,24,80,36,16,74,47,20,77,55,24,83,50,21,79,43,17,65,36,13,70,51,24,78,31,10,66,24,9,48,54,25,81,"MABANK ISD",54,25,82,50,22,77,47,18,86
"'129906",21,7,51,35,7,62,60,10,75,-1,-1,-1,31,11,60,22,8,49,28,10,58,32,12,62,31,11,61,15,0,69,18,7,47,30,11,57,19,5,49,20,8,34,40,17,68,"TERRELL ISD",32,12,61,28,10,58,26,10,57
"'129910",36,10,73,44,4,81,.,.,.,.,.,.,55,25,83,27,4,62,47,19,78,56,24,85,43,14,79,-1,-1,-1,33,8,73,55,25,82,28,8,68,17,4,49,60,29,86,"SCURRY-ROSSER ISD",57,26,85,50,21,80,72,34,94
"'130801",-1,-1,-1,.,.,.,.,.,.,.,.,.,33,0,78,.,.,.,50,0,75,42,0,74,-1,-1,-1,.,.,.,-1,-1,-1,13,0,88,37,0,74,0,0,40,32,0,77,"MEADOWLAND CHARTER DISTRICT",-1,-1,-1,36,0,76,-1,-1,-1
"'130901",39,17,67,71,42,90,83,57,94,71,59,94,68,38,89,54,25,83,47,21,76,69,39,90,58,29,83,63,43,83,31,12,61,68,38,88,35,12,70,36,16,63,74,42,92,"BOERNE ISD",69,39,89,67,36,88,68,39,90
"'130902",25,7,55,56,17,94,-1,-1,-1,.,.,.,41,16,72,.,.,.,32,11,64,43,17,74,34,12,65,-1,-1,-1,24,7,55,40,15,69,26,7,60,17,7,46,51,21,81,"COMFORT ISD",40,15,70,46,19,77,44,6,78
"'131001",-1,-1,-1,.,.,.,.,.,.,.,.,.,61,30,84,-1,-1,-1,47,25,77,61,39,82,54,27,80,.,.,.,-1,-1,-1,60,22,86,44,16,70,28,11,56,74,33,93,"KENEDY COUNTY WIDE CSD",54,26,80,74,38,91,70,10,90
"'132902",.,.,.,40,20,100,.,.,.,.,.,.,66,32,92,.,.,.,54,22,93,71,34,95,67,26,94,.,.,.,.,.,.,63,31,91,35,7,82,21,7,68,67,34,92,"JAYTON-GIRARD ISD",65,34,92,70,29,93,40,20,100
"'133901",24,6,56,100,78,100,.,.,.,.,.,.,41,16,70,33,0,83,37,13,68,44,16,74,34,12,66,50,0,83,20,4,51,38,15,67,24,5,57,23,6,42,50,20,76,"CENTER POINT ISD",42,16,71,37,15,67,-1,-1,-1
"'133902",56,16,92,-1,-1,-1,.,.,.,.,.,.,62,37,92,-1,-1,-1,55,21,89,65,37,94,54,20,87,.,.,.,33,3,87,60,36,90,32,4,79,28,9,66,65,45,94,"HUNT ISD",60,35,91,68,41,95,57,29,86
"'133903",34,11,67,60,37,85,70,46,93,63,25,100,55,28,79,36,14,72,43,19,72,55,28,82,42,18,72,47,29,65,27,9,62,54,28,77,33,11,65,28,11,49,66,37,86,"KERRVILLE ISD",55,29,80,53,26,76,58,32,83
"'133904",38,15,75,32,12,68,71,29,100,.,.,.,56,26,85,33,0,67,49,20,82,59,26,87,50,20,82,-1,-1,-1,33,12,72,53,25,84,38,11,76,27,10,57,62,30,89,"INGRAM ISD",55,24,85,60,28,86,42,3,87
"'133905",.,.,.,.,.,.,.,.,.,.,.,.,40,8,92,.,.,.,36,7,86,42,8,92,14,14,86,.,.,.,.,.,.,38,8,92,-1,-1,-1,11,11,89,50,6,94,"DIVIDE ISD",46,15,92,33,0,92,-1,-1,-1
"'134901",27,7,56,67,27,87,.,.,.,.,.,.,47,20,73,-1,-1,-1,37,11,67,47,16,74,34,8,63,.,.,.,28,8,59,48,23,72,26,5,58,19,5,40,54,26,78,"JUNCTION ISD",46,18,73,53,25,75,-1,-1,-1
"'135001",88,50,100,.,.,.,.,.,.,.,.,.,68,30,91,.,.,.,82,48,98,68,33,92,75,44,94,.,.,.,88,50,100,68,27,91,50,20,77,18,0,36,68,28,91,"GUTHRIE CSD",71,36,94,63,16,87,57,14,100
"'136901",32,11,67,38,0,63,.,.,.,.,.,.,49,19,82,.,.,.,39,12,76,49,18,83,43,14,80,-1,-1,-1,17,3,54,49,20,81,27,8,70,40,17,63,68,32,89,"BRACKETT ISD",48,19,82,53,18,82,30,15,74
"'137901",26,9,54,33,7,63,66,31,88,-1,-1,-1,29,11,56,25,6,48,27,9,53,30,12,58,28,10,55,.,.,.,19,4,47,28,10,54,18,5,45,18,9,33,41,22,63,"KINGSVILLE ISD",29,11,56,30,11,54,41,14,63
